,ts_code,name,industry,COL_LASTPRICE,concept,circ_mv
0,000995.SZ,*ST皇台,白酒,7.47,"教育, 白酒, 举牌股, 资产重组, ST股, 壳公司, ",
1,002234.SZ,民和股份,农业综合,33.46,"养鸡, ",63.96亿
2,600794.SH,保税科技,仓储物流,5.15,"军工, 军民融合, 快递物流, ",61.37亿
3,603363.SH,傲农生物,饲料,21.44,"饲料, 养猪, 动物保健, ",39.45亿
4,300145.SZ,中金环境,专用机械,5.39,"固废处理, 社保重仓, 回购, 环保, 污水处理, 股权转让, 国资入股, ",79.72亿
5,002054.SZ,德美化工,化工原料,9.12,"养猪, 燃料电池, 半导体, 国资入股, 壳公司, 强势人气股, 创投, ",28.22亿
6,603679.SH,华体科技,电气设备,47.49,"5G, 华为产业链, 新能源汽车, 智慧城市, 共享经济, LED, 充电桩, ",19.22亿
7,300022.SZ,吉峰科技,农用机械,5.77,"乡村振兴, 农机, ",19.78亿
8,603609.SH,禾丰牧业,饲料,12.97,"饲料, 养猪, ",107.8亿
9,600175.SH,美都能源,综合类,3.29,"油气改革, 天然气, 石油化工, 高质押率, 锂电池, 燃料电池, 互联网金融, 新能源汽车, 石墨烯, 充电桩, 强势人气股, ",80.64亿
10,002746.SZ,仙坛股份,农业综合,27.33,"业绩预增, 养鸡, 高送转, ",66.23亿
11,002215.SZ,诺普信,农药化肥,8.17,"农药, 回购, 供应链金融, 工业大麻, ",59.23亿
12,603617.SH,君禾股份,专用机械,22.35,,6.8亿
13,603906.SH,龙蟠科技,化工原料,11.73,"社保重仓, 石油化工, ",10.95亿
14,002505.SZ,大康农业,农业综合,2.32,"阿里巴巴概念股, 养猪, 业绩预增, 食品, 乳业（奶粉）, 高质押率, 低价股, 人造肉, ",127.26亿
15,300508.SZ,维宏股份,软件服务,33.55,"工业自动化, 智能制造, 工业互联网, ",13.86亿
16,600769.SH,祥龙电业,建筑施工,5.9,"电改, ",22.12亿
17,002274.SZ,华昌化工,农药化肥,11.99,"甲醇, 纯碱, 业绩预增, 化肥, 燃料电池, 高送转, 科创板概念股, ",74.98亿
18,603589.SH,口子窖,白酒,59.3,"MSCI, 白酒, ",355.8亿
19,002203.SZ,海亮股份,铜,9.87,"有色金属, 有色-钴, 工业自动化, 智能制造, 有色-铜, ",161.26亿
20,002260.SZ,*ST德奥,航空,3.15,"通用航空, 农机, 小家电, 家电, ST股, 壳公司, ",
21,002330.SZ,得利斯,食品,6.76,"养猪, 食品, ",33.93亿
22,600731.SH,湖南海利,农药化肥,6.9,"农药, 湖南国企改革, ",22.54亿
23,002458.SZ,益生股份,农业综合,23.68,"养猪, 业绩预增, 养鸡, 高送转-填权, 强势人气股, ",83.92亿
24,000702.SZ,正虹科技,饲料,7.34,"饲料, 业绩预增, 湖南国企改革, 农垦, ",19.57亿
25,002810.SZ,山东赫达,化工原料,26.25,"业绩预增, 高送转, ",16.12亿
26,601799.SH,星宇股份,汽车配件,70.12,"汽车零部件, 无人驾驶, ",193.64亿
27,600322.SH,天房发展,区域地产,4.14,"雄安-地产, 房地产, 雄安新区, 京津冀, 自贸区, 天津国企改革, 天津自贸区, ",45.78亿
28,600073.SH,上海梅林,食品,9.63,"养猪, 食品, 休闲食品, 万达系, 上海国企改革, 进口博览会, ",90.3亿
29,002729.SZ,好利来,元器件,32.45,,21.64亿
30,002567.SZ,唐人神,饲料,14.0,"回购, 饲料, 养猪, 股权转让, 国资入股, ",108.62亿
31,603899.SH,晨光文具,文教休闲,36.62,"MSCI, ",336.9亿
32,000568.SZ,泸州老窖,白酒,71.81,"MSCI, 白酒, ",1048.5亿
33,603226.SH,菲林格尔,家居用品,20.79,"家具家居, ",7.92亿
34,603886.SH,元祖股份,食品,24.21,"食品, 休闲食品, ",29.34亿
35,603096.SH,新经典,出版业,61.46,,33.14亿
36,002088.SZ,鲁阳节能,矿物制品,13.77,"雄安-建材, 雄安新区, 耐火材料, ",42.77亿
37,002411.SZ,延安必康,化学制药,19.91,"高质押率, 医药, 中药, 化学药, 锂电池, 新能源汽车, 股权转让, 国资入股, ",297.32亿
38,002511.SZ,中顺洁柔,造纸,9.89,"社保重仓, 回购, 造纸, ",124.43亿
39,300015.SZ,爱尔眼科,医疗保健,35.12,"MSCI, 健康中国, 教育, 民营医院, 创业板人气股, 互联网医疗, 眼科, ",669.3亿
40,603399.SH,吉翔股份,小金属,12.37,"有色金属, 有色-钼, 百度概念股, 游戏, 手游, 影视, ",62.85亿
41,002695.SZ,煌上煌,食品,13.18,"食品, 休闲食品, ",59.76亿
42,603368.SH,柳药股份,医药商业,35.48,"医药商业, 回购, 医药, 中药, 互联网医疗, 广西, ",91.92亿
43,002821.SZ,凯莱英,生物制药,88.38,"社保重仓, 医药, 创新药, ",108.12亿
44,000596.SZ,古井贡酒,白酒,108.2,"高价股, MSCI, 安徽国企改革, 白酒, ",415.06亿
45,002140.SZ,东华科技,建筑施工,9.16,"高股息, 固废处理, 国家队重仓, 央企改革, 供应链金融, 雄安-公共服务, 环保, 雄安新区, VR&AR, ",40.26亿
46,603028.SH,赛福天,钢加工,9.65,"壳公司, ",21.31亿
47,600289.SH,*ST信通,软件服务,3.25,"5G, 网络安全, 大数据, 智慧城市, ST股, ",18.39亿
48,000715.SZ,中兴商业,百货,9.37,"新零售, 股权转让, ",26.1亿
49,300198.SZ,纳川股份,塑料,4.18,"核电, 地下管廊, 海绵城市, 锂电池, PPP, 新能源汽车, 股权转让, 共享经济, ",33.81亿
50,001896.SZ,豫能控股,火力发电,4.04,"火电, 电改, 破净股, 风电, 燃料电池, ",37.55亿
51,603703.SH,盛洋科技,通信设备,11.97,"量子通信, LED, ",13.04亿
52,600070.SH,浙江富润,纺织,9.04,"华为产业链, 回购, 大数据, 印染, 独角兽, ",36.3亿
53,600276.SH,恒瑞医药,化学制药,64.12,"白马股, MSCI, 健康中国, 大消费, PD-1抑制剂, 医药, 创新药, 化学药, ",2823.79亿
54,002776.SZ,柏堡龙,服饰,25.29,"社保重仓, 纺织服装, 特色小镇, 高送转, ",91.22亿
55,603711.SH,香飘飘,软饮料,29.92,"大消费, 饮料, ",13.85亿
56,002157.SZ,正邦科技,饲料,19.24,"阿里巴巴概念股, 饲料, 养猪, 土地流转, ",417.3亿
57,002690.SZ,美亚光电,专用机械,26.52,"社保重仓, 智能制造, 医疗器械, 机器视觉, ",86.91亿
