,ts_code,symbol,name,industry,COL_RECENT_LIMIT_COUNT
0,601127.SH,601127,小康股份,汽车配件,7.0
1,605007.SH,605007,五洲特纸,造纸,5.0
2,000545.SZ,000545,金浦钛业,化工原料,5.0
3,002553.SZ,002553,南方轴承,汽车配件,5.0
4,600121.SH,600121,郑州煤电,煤炭开采,5.0
5,002379.SZ,002379,宏创控股,铝,4.0
6,002646.SZ,002646,青青稞酒,白酒,4.0
7,003019.SZ,003019,宸展光电,元器件,4.0
8,605068.SH,605068,明新旭腾,汽车配件,4.0
9,300727.SZ,300727,润禾材料,化工原料,3.0
10,002245.SZ,002245,澳洋顺昌,仓储物流,3.0
11,002682.SZ,002682,龙洲股份,公路,3.0
12,002096.SZ,002096,南岭民爆,化工原料,3.0
13,600199.SH,600199,金种子酒,白酒,3.0
14,600616.SH,600616,金枫酒业,红黄酒,3.0
15,002805.SZ,002805,丰元股份,化工原料,3.0
16,002612.SZ,002612,朗姿股份,服饰,3.0
17,600559.SH,600559,老白干酒,白酒,3.0
18,600178.SH,600178,东安动力,汽车配件,3.0
19,600428.SH,600428,中远海特,水运,3.0
20,000625.SZ,000625,长安汽车,汽车整车,3.0
21,601579.SH,601579,会稽山,红黄酒,3.0
22,002172.SZ,002172,澳洋健康,化纤,3.0
23,300589.SZ,300589,江龙船艇,船舶,2.0
24,002466.SZ,002466,天齐锂业,小金属,2.0
25,300581.SZ,300581,晨曦航空,航空,2.0
26,300549.SZ,300549,优德精密,专用机械,2.0
27,002342.SZ,002342,巨力索具,机械基件,2.0
28,002331.SZ,002331,皖通科技,软件服务,2.0
29,300681.SZ,300681,英搏尔,汽车配件,2.0
30,600679.SH,600679,上海凤凰,文教休闲,2.0
31,300064.SZ,300064,ST金刚,矿物制品,2.0
32,600707.SH,600707,彩虹股份,元器件,2.0
33,600744.SH,600744,华银电力,火力发电,2.0
34,600722.SH,600722,金牛化工,化工原料,2.0
35,601919.SH,601919,中远海控,水运,2.0
36,601008.SH,601008,连云港,港口,2.0
37,300008.SZ,300008,天海防务,船舶,2.0
38,003002.SZ,003002,壶化股份,化工原料,2.0
39,600979.SH,600979,广安爱众,水力发电,2.0
40,601388.SH,601388,怡球资源,铝,2.0
41,002906.SZ,002906,华阳集团,汽车配件,2.0
42,601702.SH,601702,华峰铝业,铝,2.0
43,002824.SZ,002824,和胜股份,铝,2.0
44,002670.SZ,002670,国盛金控,证券,2.0
45,002819.SZ,002819,东方中科,电器仪表,2.0
46,002786.SZ,002786,银宝山新,专用机械,2.0
47,600059.SH,600059,古越龙山,红黄酒,2.0
48,600798.SH,600798,宁波海运,水运,2.0
