,ts_code,symbol,name,industry,COL_IS_MEDICAL,COL_LASTPRICE,COL_DAILY_BREAK,COL_DAILY_BREAK_OFFSET1,COL_FLOAT_HOLDERS
0,300261.SZ,300261,雅本化学,农药化肥,True,5.19,True,True,"金元顺安基金-中信银行-中诚信托-2017年中信银行组合投资单一资金信托
金鹰基金-中信银行-华宝信托-华宝-中信1号单一资金信托
华商基金-浙商银行-上海爱建信托-爱建信托欣欣14号定向增发事务管理类单一资金信托
中央汇金资产管理有限责任公司
金元顺安基金-中信银行-中诚信托-2017年中信银行组合投资单一资金信托
金鹰基金-中信银行-华宝信托-华宝-中信1号单一资金信托
华商基金-浙商银行-上海爱建信托-爱建信托欣欣14号定向增发事务管理类单一资金信托
中央汇金资产管理有限责任公司"
1,002198.SZ,002198,嘉应制药,中成药,True,5.47,True,True,深圳市老虎汇资产管理有限公司
2,600572.SH,600572,康恩贝,中成药,True,5.59,True,True,"渤海国际信托股份有限公司-渤海信托·恒利丰253号集合资金信托计划
香港中央结算有限公司(陆股通)
金元顺安基金-杭州银行-华润信托-华润信托·汇祥增利53号单一资金信托
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
3,600488.SH,600488,天药股份,化学制药,True,5.71,True,True,"中央汇金资产管理有限责任公司
广州德福投资咨询合伙企业(有限合伙)-广州德福股权投资基金合伙企业(有限合伙)
领航投资澳洲有限公司-领航新兴市场股指基金(交易所)"
4,300255.SZ,300255,常山药业,生物制药,True,5.94,True,True,"珠海保联资产管理有限公司
中国建设银行股份有限公司-长城量化小盘股票型证券投资基金"
5,300289.SZ,300289,利德曼,生物制药,True,6.05,True,True,"成都力鼎银科股权投资基金中心(有限合伙)
上海赛领并购投资基金合伙企业(有限合伙)
湖南蠡源晟投资管理有限公司-蠡源晟价值平衡二号私募基金"
6,600594.SH,600594,益佰制药,中成药,True,6.48,True,True,"中央汇金资产管理有限责任公司
金元顺安基金-海通证券-渤海国际信托-渤海信托·恒利丰123号·益佰艾康一号集合资金信托计划"
7,000813.SZ,000813,德展健康,化学制药,True,6.66,True,True,"北京凯世富乐资产管理股份有限公司-凯世富乐稳健9号私募证券投资基金
北京凯世富乐资产管理股份有限公司-凯世富乐稳健11号私募证券投资基金"
8,002539.SZ,002539,云图控股,农药化肥,True,6.71,True,True,"全国社保基金六零四组合
全国社保基金四零一组合"
9,000788.SZ,000788,北大医药,化学制药,True,7.01,True,True,"中央汇金资产管理有限责任公司
北京大学教育基金会
建投中信资产管理有限责任公司"
10,000153.SZ,000153,丰原药业,化学制药,True,7.88,True,True,
11,002099.SZ,002099,海翔药业,化学制药,True,7.89,True,True,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
全国社保基金一一七组合
中国工商银行-汇添富美丽30混合型证券投资基金"
12,002788.SZ,002788,鹭燕医药,医药商业,True,8.56,True,True,"华泰证券股份有限公司-中庚价值领航混合型证券投资基金
广发证券股份有限公司-中庚小盘价值股票型证券投资基金
中信期货-招商银行-中信期货广发择时对冲2号集合资产管理计划
平安银行股份有限公司-中庚价值灵动灵活配置混合型证券投资基金
中国建设银行股份有限公司-长城量化小盘股票型证券投资基金"
13,600479.SH,600479,千金药业,中成药,True,9.03,True,True,"中国工商银行股份有限公司-东方红新动力灵活配置混合型证券投资基金
长安基金-光大银行-长安平安富贵千金净雅资产管理计划"
14,600285.SH,600285,羚锐制药,中成药,True,9.18,True,True,"香港中央结算有限公司(陆股通)
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
中国建设银行股份有限公司-华夏医疗健康混合型发起式证券投资基金
中国工商银行股份有限公司-诺安先锋混合型证券投资基金
方正证券-宁波银行-民族-羚锐小羚羊资产管理计划"
15,002524.SZ,002524,光正集团,医疗保健,True,9.31,True,True,稷定资产管理(嘉兴)有限公司-稷定健康私募证券投资基金
16,000534.SZ,000534,万泽股份,生物制药,True,9.87,True,True,"九泰基金-浦发银行-九泰基金-恒胜新动力分级1号资产管理计划
云南国际信托有限公司-聚信5号集合资金信托计划
华润深国投信托有限公司-润之信13期集合资金信托计划"
17,600833.SH,600833,第一医药,医药商业,True,10.64,True,True,
18,002432.SZ,002432,九安医疗,医疗保健,True,11.1,True,True,
19,300016.SZ,300016,北陆药业,中成药,True,11.43,True,True,大业信托有限责任公司-大业信托·优悦3号单一资金信托
20,600812.SH,600812,华北制药,化学制药,True,12.57,True,True,"中央汇金资产管理有限责任公司
中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)
博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)
博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划"
21,603108.SH,603108,润达医疗,医药商业,True,13.44,True,True,"香港中央结算有限公司(陆股通)
西藏博恩资产管理有限公司-博恩添富7号私募证券投资基金"
22,300705.SZ,300705,九典制药,化学制药,True,14.22,True,True,"招商银行股份有限公司-国泰聚优价值灵活配置混合型证券投资基金
广发银行股份有限公司-国泰聚信价值优势灵活配置混合型证券投资基金
中国工商银行股份有限公司-国泰鑫睿混合型证券投资基金
中国农业银行股份有限公司-国泰金牛创新成长混合型证券投资基金"
23,002317.SZ,002317,众生药业,中成药,True,14.51,True,True,"全国社保基金六零四组合
招商银行股份有限公司-睿远成长价值混合型证券投资基金
香港中央结算有限公司(陆股通)"
24,300381.SZ,300381,溢多利,生物制药,True,14.86,True,True,深圳菁英时代基金管理股份有限公司-菁英时代久盈1号基金
