code,name,outstanding,p_change_range,normalizing_std,p_change_till_now,normalizing_std_till_now,stop_mark
600634,*ST富控,5.76,-41.838,0.141,-65.995,0.605,
002321,华英农业,4.23,-39.192,0.226,-20.486,0.104,
002143,印纪传媒,9.74,-37.951,0.388,-74.362,0.612,
600179,安通控股,6.74,-37.759,0.214,-35.769,0.317,
600146,商赢环球,2.0,-33.637,0.094,-63.608,0.443,
002742,三圣股份,2.69,-31.905,0.205,-49.056,0.233,
000663,永安林业,2.23,-28.493,0.068,-40.513,0.188,
601360,三六零,3.97,-26.834,0.054,-51.3,0.232,
002048,宁波华翔,4.6,-22.328,0.098,-26.461,0.147,
002112,三变科技,1.84,-22.2,0.08,-27.975,0.167,
002110,三钢闽光,9.91,-21.82,0.06,-17.565,0.101,
002606,大连电瓷,4.04,-21.484,0.071,-33.918,0.204,
002517,恺英网络,8.74,-20.795,0.074,-57.271,0.535,
600338,西藏珠峰,6.53,-20.399,0.082,-29.372,0.152,
002759,天际股份,1.26,-20.255,0.065,-29.126,0.17,
000020,深华发Ａ,1.81,-20.01,0.069,-23.831,0.141,
002925,盈趣科技,0.75,-19.165,0.076,-39.602,0.238,
002839,张家港行,8.46,-19.154,0.054,-23.972,0.143,
000996,中国中期,3.45,-18.92,0.085,-26.567,0.167,
601619,嘉泽新能,5.04,-18.796,0.085,-50.29,0.283,
600901,江苏租赁,6.4,-18.776,0.066,-34.1,0.191,
000530,大冷股份,5.98,-18.68,0.06,-28.864,0.149,
002496,ST辉丰,9.67,-18.591,0.058,-50.529,0.235,
002676,顺威股份,7.2,-18.409,0.067,-42.335,0.203,
002799,环球印务,0.77,-18.347,0.102,-38.727,0.224,
002635,安洁科技,3.66,-17.905,0.079,-42.049,0.184,
000928,中钢国际,7.43,-17.346,0.059,-13.766,0.092,
600622,光大嘉宝,8.69,-17.244,0.063,-37.145,0.329,
002054,德美化工,3.12,-17.241,0.057,-0.372,0.17,
000957,中通客车,5.93,-17.231,0.071,-40.67,0.231,
000533,万 家 乐,6.85,-16.994,0.048,-61.235,0.234,
000638,万方发展,3.09,-16.964,0.055,-34.584,0.252,
600258,首旅酒店,6.25,-16.929,0.056,-27.618,0.213,
002892,科力尔,0.26,-16.82,0.053,-16.653,0.095,
002543,万和电气,4.85,-16.815,0.058,-19.968,0.298,
002684,猛狮科技,3.9,-16.77,0.053,-46.893,0.291,
002770,科迪乳业,5.83,-16.725,0.061,-36.952,0.197,
002928,华夏航空,0.41,-16.641,0.06,-44.924,0.231,
002061,浙江交科,5.59,-16.321,0.064,-11.107,0.131,
600740,山西焦化,6.57,-16.21,0.081,-14.946,0.095,
000868,安凯客车,6.96,-15.995,0.065,-35.933,0.153,
601200,上海环境,6.72,-15.941,0.072,-24.83,0.136,
002306,*ST云网,7.94,-15.889,0.049,1.113,0.117,
002189,利达光电,1.97,-15.759,0.064,-27.598,0.143,
000585,*ST东电,6.09,-15.729,0.062,-31.035,0.116,
002722,金轮股份,1.11,-15.551,0.035,-20.343,0.135,
600197,伊力特,4.41,-15.443,0.072,-24.277,0.186,
002497,雅化集团,8.15,-15.404,0.056,-43.246,0.216,
000921,海信家电,9.02,-15.173,0.053,-32.588,0.175,
002009,天奇股份,2.71,-15.169,0.053,-47.06,0.248,
