,ts_code,name,industry,COL_PCT_CHG,COL_LASTPRICE,COL_FLOAT_HOLDERS
0,002400.SZ,省广集团,广告包装,9.9458,6.08,"中国工商银行-华安中小盘成长混合型证券投资基金
中国工商银行股份有限公司-华安媒体互联网混合型证券投资基金
中国农业银行股份有限公司-华安智能生活混合型证券投资基金
中国工商银行-华安中小盘成长混合型证券投资基金
中国工商银行股份有限公司-东方红新动力灵活配置混合型证券投资基金"
1,300022.SZ,吉峰科技,农用机械,9.9778,4.96,"成都力鼎银科股权投资基金中心(有限合伙)
成都力鼎银科股权投资基金中心(有限合伙)
中信信托有限责任公司-中信.明达6期证券投资集合资金信托计划
兴业国际信托有限公司-兴享进取明达1号证券投资集合资金信托计划"
2,603982.SH,泉峰汽车,汽车配件,9.9882,18.61,"香港中央结算有限公司(陆股通)
香港中央结算有限公司(陆股通)
新湖期货-国金证券盈泰1号单一资产管理计划-新湖致仁单一资产管理计划"
3,601038.SH,一拖股份,农用机械,9.9889,9.91,"香港中央结算有限公司(陆股通)
北京天乙合资本管理有限公司-天乙3期证券投资基金
香港中央结算有限公司(陆股通)"
4,002397.SZ,梦洁股份,纺织,10.0,5.28,"泰达宏利基金-工商银行-天津信托-天津信托·优选定增21号单一资金信托
金鹰基金-浦发银行-厦门信托-厦门信托-财富共赢24号单一资金信托
中央汇金资产管理有限责任公司
金鹰基金-浦发银行-厦门信托-厦门信托-财富共赢24号单一资金信托
泰达宏利基金-工商银行-天津信托-天津信托·优选定增21号单一资金信托"
5,002581.SZ,未名医药,生物制药,10.0093,23.74,中南成长(天津市)股权投资基金合伙企业(有限合伙)
6,300823.SZ,建科机械,专用机械,10.0096,34.29,
7,603279.SH,景津环保,环境保护,10.0125,26.48,"香港中央结算有限公司(陆股通)
香港中央结算有限公司(陆股通)"
8,300522.SZ,世名科技,染料涂料,10.0154,14.28,"华泰紫金(江苏)股权投资基金(有限合伙)
华泰紫金(江苏)股权投资基金(有限合伙)"
9,300080.SZ,易成新能,半导体,10.0329,6.69,
10,300151.SZ,昌红科技,机械基件,10.0355,12.39,
