,ts_code,symbol,name,industry,COL_RECENT_LIMIT_COUNT
0,600121.SH,600121,郑州煤电,煤炭开采,7.0
1,601127.SH,601127,小康股份,汽车配件,6.0
2,600707.SH,600707,彩虹股份,元器件,5.0
3,003004.SZ,003004,声迅股份,软件服务,4.0
4,002379.SZ,002379,宏创控股,铝,4.0
5,002510.SZ,002510,天汽模,汽车配件,4.0
6,002553.SZ,002553,南方轴承,汽车配件,4.0
7,605068.SH,605068,明新旭腾,汽车配件,4.0
8,002682.SZ,002682,龙洲股份,公路,4.0
9,002670.SZ,002670,国盛金控,证券,4.0
10,002227.SZ,002227,奥特迅,电气设备,3.0
11,002805.SZ,002805,丰元股份,化工原料,3.0
12,003019.SZ,003019,宸展光电,元器件,3.0
13,600616.SH,600616,金枫酒业,红黄酒,3.0
14,601187.SH,601187,厦门银行,银行,3.0
15,605177.SH,605177,东亚药业,化学制药,3.0
16,000798.SZ,000798,中水渔业,渔业,3.0
17,601579.SH,601579,会稽山,红黄酒,3.0
18,000625.SZ,000625,长安汽车,汽车整车,3.0
19,600178.SH,600178,东安动力,汽车配件,3.0
20,002245.SZ,002245,澳洋顺昌,仓储物流,3.0
21,300727.SZ,300727,润禾材料,化工原料,3.0
22,603619.SH,603619,中曼石油,石油开采,2.0
23,603615.SH,603615,茶花股份,家居用品,2.0
24,002331.SZ,002331,皖通科技,软件服务,2.0
25,002996.SZ,002996,顺博合金,铝,2.0
26,300549.SZ,300549,优德精密,专用机械,2.0
27,002342.SZ,002342,巨力索具,机械基件,2.0
28,600559.SH,600559,老白干酒,白酒,2.0
29,603336.SH,603336,宏辉果蔬,农业综合,2.0
30,002466.SZ,002466,天齐锂业,小金属,2.0
31,300581.SZ,300581,晨曦航空,航空,2.0
32,002863.SZ,002863,今飞凯达,汽车配件,2.0
33,300424.SZ,300424,航新科技,航空,2.0
34,600679.SH,600679,上海凤凰,文教休闲,2.0
35,002862.SZ,002862,实丰文化,文教休闲,2.0
36,603185.SH,603185,上机数控,机床制造,2.0
37,300008.SZ,300008,天海防务,船舶,2.0
38,002646.SZ,002646,青青稞酒,白酒,2.0
39,300589.SZ,300589,江龙船艇,船舶,2.0
40,600844.SH,600844,丹化科技,化工原料,2.0
41,002765.SZ,002765,蓝黛科技,汽车配件,2.0
42,002786.SZ,002786,银宝山新,专用机械,2.0
43,603011.SH,603011,合锻智能,机床制造,2.0
44,300094.SZ,300094,国联水产,渔业,2.0
45,002819.SZ,002819,东方中科,电器仪表,2.0
46,600979.SH,600979,广安爱众,水力发电,2.0
47,688777.SH,688777,中控技术,软件服务,2.0
48,603948.SH,603948,建业股份,化工原料,2.0
49,002096.SZ,002096,南岭民爆,化工原料,2.0
50,000889.SZ,000889,中嘉博创,通信设备,2.0
51,605007.SH,605007,五洲特纸,造纸,2.0
52,600158.SH,600158,中体产业,文教休闲,2.0
53,300819.SZ,300819,聚杰微纤,化纤,2.0
54,300720.SZ,300720,海川智能,电器仪表,2.0
55,000628.SZ,000628,高新发展,园区开发,2.0
56,300807.SZ,300807,天迈科技,软件服务,2.0
57,000545.SZ,000545,金浦钛业,化工原料,2.0
58,300713.SZ,300713,英可瑞,电气设备,2.0
59,000751.SZ,000751,锌业股份,铅锌,2.0
60,600191.SH,600191,华资实业,食品,2.0
61,002098.SZ,002098,浔兴股份,服饰,2.0
62,300869.SZ,300869,康泰医学,医疗保健,2.0
63,600059.SH,600059,古越龙山,红黄酒,2.0
64,688536.SH,688536,思瑞浦,半导体,2.0
65,300907.SZ,300907,康平科技,电气设备,2.0
66,600418.SH,600418,江淮汽车,汽车整车,2.0
67,600428.SH,600428,中远海特,水运,2.0
68,002196.SZ,002196,方正电机,纺织机械,2.0
69,603758.SH,603758,秦安股份,汽车配件,2.0
70,000573.SZ,000573,粤宏远A,区域地产,2.0
71,600882.SH,600882,妙可蓝多,乳制品,1.0
72,600188.SH,600188,兖州煤业,煤炭开采,1.0
73,600841.SH,600841,上柴股份,机械基件,1.0
74,600511.SH,600511,国药股份,医药商业,1.0
75,600155.SH,600155,华创阳安,证券,1.0
76,600895.SH,600895,张江高科,园区开发,1.0
77,600928.SH,600928,西安银行,银行,1.0
78,600810.SH,600810,神马股份,化纤,1.0
79,600933.SH,600933,爱柯迪,汽车配件,1.0
80,600117.SH,600117,西宁特钢,特种钢,1.0
81,600095.SH,600095,湘财股份,证券,1.0
82,600983.SH,600983,惠而浦,家用电器,1.0
83,600818.SH,600818,中路股份,文教休闲,1.0
84,600733.SH,600733,北汽蓝谷,汽车整车,1.0
85,600798.SH,600798,宁波海运,水运,1.0
86,600197.SH,600197,伊力特,白酒,1.0
87,601001.SH,601001,大同煤业,煤炭开采,1.0
88,600543.SH,600543,莫高股份,红黄酒,1.0
89,600391.SH,600391,航发科技,航空,1.0
90,600381.SH,600381,青海春天,医疗保健,1.0
91,600552.SH,600552,凯盛科技,玻璃,1.0
92,600573.SH,600573,惠泉啤酒,啤酒,1.0
93,600596.SH,600596,新安股份,化工原料,1.0
94,600609.SH,600609,金杯汽车,汽车配件,1.0
95,600338.SH,600338,西藏珠峰,铅锌,1.0
96,600653.SH,600653,申华控股,汽车服务,1.0
97,600331.SH,600331,宏达股份,铅锌,1.0
98,600316.SH,600316,洪都航空,航空,1.0
99,600722.SH,600722,金牛化工,化工原料,1.0
100,600257.SH,600257,大湖股份,渔业,1.0
101,600731.SH,600731,湖南海利,农药化肥,1.0
102,600732.SH,600732,爱旭股份,电气设备,1.0
103,600213.SH,600213,亚星客车,汽车整车,1.0
104,600497.SH,600497,驰宏锌锗,铅锌,1.0
105,600744.SH,600744,华银电力,火力发电,1.0
106,600199.SH,600199,金种子酒,白酒,1.0
107,600760.SH,600760,中航沈飞,航空,1.0
108,600533.SH,600533,栖霞建设,区域地产,1.0
109,603021.SH,603021,山东华鹏,玻璃,1.0
110,601238.SH,601238,广汽集团,汽车整车,1.0
111,603679.SH,603679,华体科技,电气设备,1.0
112,603711.SH,603711,香飘飘,软饮料,1.0
113,603738.SH,603738,泰晶科技,元器件,1.0
114,603787.SH,603787,新日股份,摩托车,1.0
115,603790.SH,603790,雅运股份,染料涂料,1.0
116,603826.SH,603826,坤彩科技,染料涂料,1.0
117,603829.SH,603829,洛凯股份,电气设备,1.0
118,603879.SH,603879,永悦科技,化工原料,1.0
119,603936.SH,603936,博敏电子,元器件,1.0
120,603960.SH,603960,克来机电,专用机械,1.0
121,603976.SH,603976,正川股份,医疗保健,1.0
122,603982.SH,603982,泉峰汽车,汽车配件,1.0
123,605006.SH,605006,山东玻纤,玻璃,1.0
124,605008.SH,605008,长鸿高科,塑料,1.0
125,605111.SH,605111,新洁能,半导体,1.0
126,605266.SH,605266,健之佳,医药商业,1.0
127,605333.SH,605333,沪光股份,汽车配件,1.0
128,605358.SH,605358,立昂微,半导体,1.0
129,605399.SH,605399,晨光新材,化工原料,1.0
130,688017.SH,688017,绿的谐波,机械基件,1.0
131,688056.SH,688056,莱伯泰科,电器仪表,1.0
132,688129.SH,688129,东来技术,染料涂料,1.0
133,688133.SH,688133,泰坦科技,化工原料,1.0
134,688219.SH,688219,会通股份,塑料,1.0
135,688229.SH,688229,博睿数据,软件服务,1.0
136,688286.SH,688286,敏芯股份,元器件,1.0
137,688298.SH,688298,东方生物,医疗保健,1.0
138,688386.SH,688386,泛亚微透,化工原料,1.0
139,688488.SH,688488,艾迪药业,生物制药,1.0
140,688599.SH,688599,天合光能,电气设备,1.0
141,603701.SH,603701,德宏股份,汽车配件,1.0
142,603628.SH,603628,清源股份,电气设备,1.0
143,601311.SH,601311,骆驼股份,电气设备,1.0
144,603612.SH,603612,索通发展,矿物制品,1.0
145,601360.SH,601360,三六零,互联网,1.0
146,601388.SH,601388,怡球资源,铝,1.0
147,601456.SH,601456,国联证券,证券,1.0
148,601860.SH,601860,紫金银行,银行,1.0
149,601919.SH,601919,中远海控,水运,1.0
150,601965.SH,601965,中国汽研,汽车服务,1.0
151,603010.SH,603010,万盛股份,化工原料,1.0
152,300910.SZ,300910,C瑞丰,化工原料,1.0
153,603025.SH,603025,大豪科技,IT设备,1.0
154,603063.SH,603063,禾望电气,电气设备,1.0
155,603069.SH,603069,海汽集团,公路,1.0
156,603083.SH,603083,剑桥科技,通信设备,1.0
157,603113.SH,603113,金能科技,化工原料,1.0
158,603115.SH,603115,海星股份,元器件,1.0
159,603131.SH,603131,上海沪工,专用机械,1.0
160,603161.SH,603161,科华控股,汽车配件,1.0
161,603179.SH,603179,新泉股份,汽车配件,1.0
162,603198.SH,603198,迎驾贡酒,白酒,1.0
163,603220.SH,603220,中贝通信,通信设备,1.0
164,603232.SH,603232,格尔软件,软件服务,1.0
165,603299.SH,603299,苏盐井神,化工原料,1.0
166,603319.SH,603319,湘油泵,汽车配件,1.0
167,603330.SH,603330,上海天洋,塑料,1.0
168,603348.SH,603348,文灿股份,汽车配件,1.0
169,603396.SH,603396,金辰股份,专用机械,1.0
170,603518.SH,603518,锦泓集团,服饰,1.0
171,603527.SH,603527,众源新材,铜,1.0
172,603535.SH,603535,嘉诚国际,仓储物流,1.0
173,603602.SH,603602,纵横通信,通信设备,1.0
174,600057.SH,600057,厦门象屿,仓储物流,1.0
175,000004.SZ,000004,国农科技,互联网,1.0
176,300909.SZ,300909,汇创达,元器件,1.0
177,002429.SZ,002429,兆驰股份,家用电器,1.0
178,002221.SZ,002221,东华能源,石油贸易,1.0
