,ts_code,name,industry,COL_LASTPRICE,COL_DAILY_AGGRESSIVE_ACCUMULATION,COL_FLOAT_HOLDERS
0,002291.SZ,星期六,服饰,30.22,35.37,金鹰基金-民生银行-金鹰筠业琢石资产管理计划
1,000700.SZ,模塑科技,汽车配件,6.94,35.22,
2,300598.SZ,诚迈科技,软件服务,196.86,30.01,"上海国和现代服务业股权投资基金合伙企业(有限合伙)
中国工商银行股份有限公司-南方大数据100指数证券投资基金"
3,002605.SZ,姚记科技,文教休闲,38.4,26.67,全国社保基金六零四组合
4,603501.SH,韦尔股份,半导体,177.05,25.78,"全国社保基金四零一组合
全国社保基金一一四组合
中国工商银行股份有限公司-富国天惠精选成长混合型证券投资基金(LOF)
香港中央结算有限公司(陆股通)
全国社保基金一零四组合"
5,688012.SH,中微公司,专用机械,147.0,24.9,"深圳德威资本投资管理有限公司-德威资本优盛私募基金
中国银行股份有限公司-宝盈核心优势灵活配置混合型证券投资基金
民生通惠资产-工商银行-民生通惠通汇4号资产管理产品
中国工商银行股份有限公司-诺安新经济股票型证券投资基金"
6,300672.SZ,国科微,半导体,54.23,24.58,国家集成电路产业投资基金股份有限公司
7,002065.SZ,东华软件,软件服务,13.95,23.61,"香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-东方红产业升级灵活配置混合型证券投资基金
招商银行股份有限公司-光大保德信优势配置混合型证券投资基金
中央汇金资产管理有限责任公司"
8,603986.SH,兆易创新,半导体,256.18,21.12,"国家集成电路产业投资基金股份有限公司
陕西省国际信托股份有限公司-陕国投·财富28号单一资金信托
香港中央结算有限公司(陆股通)
全国社保基金四零一组合
中国工商银行股份有限公司-华安媒体互联网混合型证券投资基金"
9,002740.SZ,爱迪尔,服饰,8.63,20.06,
10,603901.SH,永创智能,专用机械,13.3,20.03,"诺德基金-招商银行-诺德基金千金111号特定客户资产管理计划
诺德基金-招商银行-诺德基金千金134号特定客户资产管理计划
全国社保基金一一三组合"
11,300391.SZ,康跃科技,机械基件,9.88,20.02,"北京闻名投资基金管理有限公司-闻名福沃汽车产业私募股权投资基金
国通信托有限责任公司
建信基金-浦发银行-云南信托-云南信托汇义12号集合资金信托计划
深圳红树湾资产管理有限公司-红树湾科技产业升级投资基金
中央汇金资产管理有限责任公司"
12,603773.SH,沃格光电,元器件,39.25,20.0,深圳市富海新材股权投资基金(有限合伙)
13,002878.SZ,元隆雅图,文教休闲,43.38,20.0,"招商银行股份有限公司-鹏华新兴产业混合型证券投资基金
中国银行股份有限公司-华夏经济转型股票型证券投资基金
基本养老保险基金一二零三组合
鹏华基金-建设银行-中国人寿-中国人寿委托鹏华基金公司混合型组合
中国工商银行股份有限公司-广发多策略灵活配置混合型证券投资基金
中国银行股份有限公司-华夏科技成长股票型证券投资基金
中国工商银行-广发聚富开放式证券投资基金"
14,300063.SZ,天龙集团,互联网,4.42,19.93,
