,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_15,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,300313.SZ,300313,天山生物,农业综合,34.66,11.0,2.0,19.0,63.83,"北京泽盈投资有限公司-泽盈顺势3号私募证券投资基金
北京泽盈投资有限公司-泽盈顺势8号私募证券投资基金",2.0
1,688127.SH,688127,蓝特光学,元器件,34.83,1.0,1.0,12.0,12.86,,0.0
2,605009.SH,605009,豪悦护理,造纸,158.83,7.0,3.0,10.0,42.36,,0.0
3,300301.SZ,300301,长方集团,半导体,8.3,6.0,3.0,10.0,51.78,,0.0
4,605358.SH,605358,立昂微,半导体,12.55,7.0,3.0,10.0,5.09,,0.0
5,003000.SZ,003000,华文食品,食品,11.65,6.0,3.0,9.0,4.66,,0.0
6,300405.SZ,300405,科隆股份,化工原料,15.84,4.0,2.0,8.0,23.25,"中天证券-辽阳市国有资产经营(集团)有限公司-中天证券天沃1号单一资产管理计划
上海银叶阶跃资产管理有限公司-银叶阶跃定增1号私募基金
中央汇金资产管理有限责任公司",3.0
7,605369.SH,605369,拱东医疗,医疗保健,60.67,4.0,3.0,7.0,12.13,,0.0
8,688536.SH,688536,思瑞浦,半导体,205.0,1.0,1.0,7.0,37.07,,0.0
9,300064.SZ,300064,豫金刚石,矿物制品,6.64,4.0,3.0,6.0,42.41,,0.0
10,603112.SH,603112,华翔股份,机械基件,13.63,3.0,3.0,6.0,7.25,,0.0
11,605198.SH,605198,N德利,软饮料,12.03,2.0,2.0,5.0,2.41,,0.0
12,300128.SZ,300128,锦富技术,元器件,6.3,3.0,2.0,5.0,67.89,"泰兴市智成产业投资基金(有限合伙)
上海睿度资产管理有限公司-睿度资产聚缘1号私募证券投资基金",2.0
13,003006.SZ,003006,百亚股份,造纸,9.52,1.0,1.0,4.0,4.07,,0.0
14,600481.SH,600481,双良节能,环境保护,4.94,4.0,3.0,4.0,80.39,中央汇金资产管理有限责任公司,1.0
15,003003.SZ,003003,天元股份,广告包装,15.11,1.0,1.0,4.0,6.68,,0.0
16,605116.SH,605116,奥锐特,化学制药,12.05,1.0,1.0,4.0,4.94,,0.0
17,603557.SH,603557,起步股份,服饰,13.98,3.0,3.0,3.0,65.7,,0.0
18,688301.SH,688301,N奕瑞,专用机械,169.5,1.0,1.0,3.0,26.44,,0.0
