,ts_code,name,industry,continuously_limit_up,continuously_up,average_p_change,last_p_change,circ_mv
1025,002565.SZ,顺灏股份,造纸,5.0,5.0,10.001,10.0164,458840.7652
632,002170.SZ,芭田股份,农药化肥,4.0,4.0,10.032,10.0244,294583.6197
2309,600218.SH,全柴动力,农用机械,3.0,3.0,9.958,10.0,296110.265
3231,603186.SH,华正新材,元器件,3.0,3.0,10.014,10.0201,161071.1272
1960,300582.SZ,英飞特,半导体,3.0,4.0,7.504,9.9753,159256.9794
3245,603220.SH,贝通信,通信设备,2.0,3.0,9.014,10.012,310823.64
3077,601811.SH,新华文轩,出版业,2.0,2.0,10.005,10.0092,238515.0613
2186,600078.SH,澄星股份,化工原料,2.0,5.0,5.014,10.0775,282256.0388
1228,002774.SZ,快意电梯,运输设备,2.0,4.0,5.203,10.0223,82679.1992
2122,300752.SZ,隆利科技,元器件,1.0,5.0,4.579,10.0031,127647.5631
2282,600187.SH,国中水务,水务,1.0,1.0,9.963,9.9631,433776.0199
2287,600192.SH,长城电工,电气设备,1.0,1.0,10.082,10.0823,236335.18
2362,600280.SH,中央商场,百货,1.0,4.0,5.283,10.049,515602.3575
2068,300693.SZ,盛弘股份,电气设备,1.0,1.0,10.023,10.0229,127709.8627
2391,600313.SH,农发种业,种植业,1.0,2.0,5.489,10.1266,266062.6449
2407,600331.SH,宏达股份,铅锌,1.0,1.0,10.108,10.1083,619760.0
2468,600405.SH,动力源,电气设备,1.0,1.0,10.11,10.1099,277190.9994
3139,603017.SH,中衡设计,建筑施工,1.0,3.0,5.692,9.9757,366020.8357
3207,603129.SH,春风动力,摩托车,1.0,4.0,2.869,9.9762,120708.2744
2069,300694.SZ,蠡湖股份,汽车配件,1.0,3.0,4.831,10.0084,140227.15
260,000713.SZ,丰乐种业,种植业,1.0,4.0,3.051,9.9391,161990.7747
2059,300684.SZ,中石科技,化工原料,1.0,4.0,3.935,10.0151,179194.6012
412,000936.SZ,华西股份,化纤,1.0,2.0,8.732,9.9554,655177.2329
1701,300317.SZ,珈伟新能,半导体,1.0,1.0,10.086,10.0855,422597.0118
1250,002798.SZ,帝欧家居,家居用品,1.0,1.0,10.03,10.0304,227844.5912
1168,002709.SZ,天赐材料,化工原料,1.0,1.0,9.982,9.9819,824792.078
1122,002662.SZ,京威股份,汽车配件,1.0,1.0,9.908,9.9078,695929.2147
952,002491.SZ,通鼎互联,通信设备,1.0,1.0,10.012,10.0124,1046457.3346
915,002454.SZ,松芝股份,汽车配件,1.0,1.0,10.0,10.0,323441.0245
879,002418.SZ,康盛股份,机械基件,1.0,1.0,10.026,10.0264,418504.6511
868,002407.SZ,多氟多,化工原料,1.0,1.0,9.973,9.9733,671272.4187
749,002288.SZ,超华科技,元器件,1.0,1.0,10.0,10.0,378537.1142
473,002011.SZ,盾安环境,工程机械,1.0,1.0,10.046,10.0457,405407.7707
464,002002.SZ,鸿达兴业,化工原料,1.0,1.0,10.061,10.061,920245.4185
434,000969.SZ,安泰科技,钢加工,1.0,1.0,10.058,10.058,514890.3373
2023,300648.SZ,星云股份,电器仪表,1.0,1.0,9.994,9.9944,116960.5264
