,ts_code,symbol,name,industry,COL_CONTINUOUS_LIMIT,COL_LASTPRICE,concept,circ_mv
0,300781.SZ,300781,因赛集团,广告包装,8.0,51.03,,10.79亿
1,603258.SH,603258,电魂网络,互联网,6.0,29.59,"阿里巴巴概念股, 腾讯概念股, 游戏, 手游, ",34.48亿
2,002107.SZ,002107,沃华医药,中成药,4.0,11.23,"医药, 中药, ",39.11亿
3,002923.SZ,002923,润都股份,化学制药,3.0,22.07,"医药, 化学药, 高送转, 工业大麻, ",13.25亿
4,603915.SH,603915,国茂股份,机械基件,3.0,19.83,,16.73亿
5,600609.SH,600609,金杯汽车,汽车配件,3.0,4.95,"汽车整车, 汽车零部件, ",54.09亿
6,601038.SH,601038,一拖股份,农用机械,3.0,8.11,"央企改革, 乡村振兴, 债转股-AMC, 农机, ",48.17亿
7,300777.SZ,300777,中简科技,化纤,3.0,41.22,,16.49亿
8,600422.SH,600422,昆药集团,中成药,3.0,11.61,"国家队重仓, 回购, 医药, 中药, 创新药, 化学药, 独角兽, ",88.11亿
9,300773.SZ,300773,拉卡拉,软件服务,2.0,58.44,"次新股, 互联网金融, 移动支付, ",23.38亿
10,300405.SZ,300405,科隆股份,化工原料,2.0,8.93,"石油化工, 高送转, 股权转让, 国资入股, 壳公司, ",11.03亿
11,600509.SH,600509,天富能源,火力发电,2.0,5.85,"火电, 电改, 国家队重仓, 破净股, 天然气, 新疆, 定增破发, 新疆国企改革, ",52.98亿
12,002952.SZ,002952,亚世光电,元器件,2.0,39.01,"次新股, 高送转, ",8.92亿
13,300561.SZ,300561,汇金科技,软件服务,2.0,17.52,"阿里巴巴概念股, 物联网, 高送转-填权, 互联网金融, 云计算, 人工智能, 区块链, 国产软件, 资产重组, 无人银行, ",17.8亿
14,000408.SZ,000408,藏格控股,农药化肥,2.0,7.98,"有色-镁, 新进指数成份股, 社保重仓, 有色金属, 化肥, 高质押率, 锂电池, 新能源汽车, 资产重组, ",35.64亿
15,002689.SZ,002689,远大智能,运输设备,2.0,5.03,"风电, 智能制造, 机器人, ",52.35亿
16,002645.SZ,002645,华宏科技,专用机械,2.0,8.03,,31.76亿
17,002536.SZ,002536,飞龙股份,汽车配件,2.0,11.18,"汽车零部件, 高送转, ",35.12亿
18,002464.SZ,002464,众应互联,互联网,2.0,8.98,"大数据, 高送转, 游戏, 手游, ",46.85亿
19,002247.SZ,002247,聚力文化,互联网,2.0,3.65,"低价股, 游戏, 手游, 创投, ",19.86亿
20,002199.SZ,002199,东晶电子,元器件,2.0,13.79,"被动元件, 电竞, 复牌股, 游戏, 壳公司, ",33.57亿
21,300663.SZ,300663,科蓝软件,软件服务,2.0,29.05,"高送转-填权, 互联网金融, 移动支付, 举牌股, 区块链, 国产软件, 京东金融概念股, 独角兽, 蚂蚁金服概念股, 强势人气股, 无人银行, ",53.66亿
22,600769.SH,600769,祥龙电业,建筑施工,1.0,5.67,"电改, ",21.26亿
23,600156.SH,600156,华升股份,纺织,1.0,5.21,"纺织服装, 湖南国企改革, 人民币贬值受益, 股权转让, 工业大麻, ",20.95亿
24,600171.SH,600171,上海贝岭,半导体,1.0,14.97,"央企改革, 军工研究所, 军工, 物联网, 上海国企改革, 半导体, 无人商店, 国产芯片, ",100.87亿
25,300782.SZ,300782,卓胜微,元器件,1.0,55.9,,13.97亿
26,600217.SH,600217,中再资环,环境保护,1.0,6.63,"固废处理, 环保, 资产重组, ",87.44亿
27,600540.SH,600540,新赛股份,种植业,1.0,5.63,"棉花, 新疆, 农垦, 新疆国企改革, 农业种植, 股权转让, ",26.51亿
28,600572.SH,600572,康恩贝,中成药,1.0,6.61,"回购, 医药, 中药, 创新药, 化学药, 流感, 互联网医疗, 眼科, 工业大麻, ",175.86亿
29,300779.SZ,300779,惠城环保,环境保护,1.0,42.85,,10.71亿
30,600749.SH,600749,西藏旅游,旅游景点,1.0,11.12,"旅游, 定增破发, 西藏, 股权转让, ST摘帽, ",25.24亿
31,000035.SZ,000035,中国天楹,环境保护,1.0,5.19,"固废处理, 定增破发, 环保, 资产重组, ",66.49亿
32,600818.SH,600818,中路股份,文教休闲,1.0,12.52,"共享经济, 资产重组, 化妆品, ",29.79亿
33,603327.SH,603327,福蓉科技,元器件,1.0,29.56,,15.08亿
34,603906.SH,603906,龙蟠科技,化工原料,1.0,14.96,"社保重仓, 石油化工, 燃料电池, ",13.96亿
35,603686.SH,603686,龙马环卫,专用机械,1.0,16.53,"定增破发, PPP, ",49.08亿
36,603665.SH,603665,康隆达,纺织,1.0,26.07,"纺织服装, ",9.72亿
37,603583.SH,603583,捷昌驱动,电气设备,1.0,35.76,"业绩预增, ",15.66亿
38,603501.SH,603501,韦尔股份,半导体,1.0,49.67,"社保重仓, 小米概念股, 半导体, 国产芯片, 资产重组, ",69.8亿
39,603499.SH,603499,翔港科技,广告包装,1.0,21.58,"包装印刷, 化妆品, ",5.48亿
40,603315.SH,603315,福鞍股份,机械基件,1.0,12.46,"定增破发, 大气治理, 环保, 资产重组, ",27.41亿
41,600980.SH,600980,北矿科技,元器件,1.0,19.29,"央企改革, 稀土磁材, ",29.36亿
42,603192.SH,603192,汇得科技,化工原料,1.0,28.85,"石油化工, ",7.69亿
43,603189.SH,603189,网达软件,软件服务,1.0,17.22,"直播/短视频, 人工智能, 智慧城市, 国产软件, 国产操作系统, 独角兽, ",18.96亿
44,603055.SH,603055,台华新材,纺织,1.0,8.43,"涤纶, 锦纶（尼龙）, ",11.89亿
45,601858.SH,601858,中国科传,出版业,1.0,13.9,"中字头, 中科院系, 知识产权, ",26.48亿
46,601330.SH,601330,绿色动力,环境保护,1.0,10.75,"固废处理, 环保, ",27.48亿
47,601200.SH,601200,上海环境,环境保护,1.0,11.61,"固废处理, 环保, 上海国企改革, 污水处理, ",101.47亿
48,603006.SH,603006,联明股份,汽车配件,1.0,14.2,"汽车零部件, 科创板概念股, ",14.19亿
49,300604.SZ,300604,长川科技,专用机械,1.0,18.63,"高送转, 半导体, 资产重组, ",23.61亿
50,300775.SZ,300775,三角防务,航空,1.0,35.32,,17.5亿
51,002938.SZ,002938,鹏鼎控股,元器件,1.0,27.84,"PCB板, 苹果产业链, ",64.35亿
52,300087.SZ,300087,荃银高科,种植业,1.0,10.15,"转基因, 回购, 农业种植, 股权转让, ",35.73亿
53,300081.SZ,300081,恒信东方,文教休闲,1.0,12.93,"回购, 雄安-智慧城市, 雄安新区, VR&AR, 独角兽, 手势识别, 动漫, ",40.9亿
54,300025.SZ,300025,华星创业,通信设备,1.0,6.83,"5G, 华为产业链, 物联网, 云计算, 股权转让, ",26.59亿
