code,name,outstanding,p_change_range,normalizing_std,p_change_till_now,normalizing_std_till_now,stop_mark
002178,延华智能,7.1,-53.719,0.313,-39.636,0.257,
002760,凤形股份,0.72,-53.385,0.321,-28.689,0.211,
002188,*ST巴士,1.83,-45.737,0.209,-52.929,0.326,
002054,德美化工,3.12,-45.372,0.203,-3.867,0.182,
002069,獐子岛,6.89,-42.844,0.218,-22.999,0.093,
600209,*ST罗顿,4.39,-41.947,0.215,-50.681,0.458,
600355,精伦电子,4.92,-39.592,0.137,-27.297,0.216,
000806,银河生物,6.98,-37.22,0.143,-32.787,0.286,
600198,*ST大唐,8.75,-35.84,0.215,3.025,0.155,
002694,顾地科技,4.99,-34.891,0.307,-64.775,0.362,
002879,长缆科技,1.27,-34.283,0.135,-42.221,0.421,
002112,三变科技,1.84,-33.765,0.158,-37.01,0.204,
600579,天华院,4.11,-32.443,0.163,11.822,0.109,
002278,神开股份,3.44,-30.605,0.144,-33.166,0.231,
002297,博云新材,3.98,-28.562,0.162,-22.698,0.147,
000893,*ST东凌,4.01,-28.416,0.09,-14.5,0.181,
600318,新力金融,4.84,-28.259,0.114,-25.181,0.223,
600112,天成控股,5.09,-27.931,0.107,-32.087,0.163,
002715,登云股份,0.83,-27.22,0.078,-21.983,0.168,
002893,华通热力,0.64,-26.943,0.125,-34.929,0.188,
002015,霞客环保,4.01,-26.901,0.107,12.486,0.083,
002012,凯恩股份,4.67,-26.272,0.11,-35.61,0.196,
002923,润都股份,0.3,-25.741,0.098,-9.515,0.226,
000593,大通燃气,2.8,-25.363,0.109,-8.975,0.178,
002915,中欣氟材,0.28,-25.281,0.08,-21.668,0.197,
000929,兰州黄河,1.86,-25.084,0.128,-22.28,0.134,
000971,高升控股,5.92,-24.582,0.119,-27.408,0.549,
002508,老板电器,9.35,-24.531,0.077,-44.622,0.226,
002113,天润数娱,8.05,-24.165,0.076,-37.715,0.375,
000503,国新健康,8.99,-23.718,0.129,-41.538,0.349,
002806,华锋股份,0.58,-23.25,0.088,29.418,0.308,
000615,京汉股份,6.46,-22.991,0.109,-35.163,0.216,
600962,国投中鲁,2.54,-22.976,0.103,1.649,0.168,
002895,川恒股份,0.89,-22.392,0.105,-48.882,0.265,
002922,伊戈尔,0.33,-22.035,0.086,-27.51,0.161,
002684,猛狮科技,3.9,-22.02,0.086,-53.068,0.313,
002213,特 尔 佳,1.97,-21.816,0.071,-45.321,0.207,
600113,浙江东日,3.19,-21.53,0.086,-14.857,0.17,
000760,斯太尔,6.54,-21.45,0.106,-15.458,0.159,
002606,大连电瓷,4.03,-21.391,0.129,-39.356,0.271,
600818,中路股份,2.38,-21.272,0.143,-36.296,0.205,
002865,钧达股份,0.38,-21.223,0.119,33.83,0.133,
000633,合金投资,3.85,-20.817,0.078,-39.042,0.29,
002409,雅克科技,1.83,-20.491,0.109,-24.096,0.2,
600265,ST景谷,1.3,-20.46,0.082,62.049,0.152,
000790,泰合健康,5.6,-20.163,0.1,3.27,0.237,
000590,启迪古汉,2.23,-20.142,0.061,-33.406,0.19,
002899,英派斯,0.79,-19.501,0.051,-29.346,0.19,
002098,浔兴股份,3.1,-19.447,0.068,-54.537,0.273,
000555,神州信息,9.35,-19.396,0.1,7.485,0.157,
000662,天夏智慧,3.74,-19.027,0.103,-18.312,0.327,
002517,恺英网络,8.74,-18.972,0.08,-69.116,0.578,
002795,永和智控,0.64,-18.382,0.077,27.432,0.215,
002184,海得控制,1.36,-18.164,0.084,-3.695,0.252,
600765,中航重机,7.78,-17.971,0.084,-16.652,0.144,
002598,山东章鼓,2.7,-17.897,0.071,-10.969,0.091,
000521,长虹美菱,8.03,-17.854,0.041,-23.099,0.132,
000407,胜利股份,7.46,-17.844,0.051,-35.319,0.172,
000707,*ST双环,4.64,-17.784,0.046,-30.244,0.18,
002504,弘高创意,4.15,-17.68,0.068,12.202,0.169,
000736,中交地产,4.46,-17.665,0.097,-21.733,0.317,
000506,中润资源,9.29,-17.619,0.063,-56.831,0.428,
000537,广宇发展,5.13,-17.578,0.081,-43.133,0.203,
600889,南京化纤,3.07,-17.491,0.066,-24.937,0.154,
002581,未名医药,4.01,-17.489,0.048,-47.731,0.31,
000151,中成股份,2.67,-17.481,0.072,5.101,0.182,
002458,益生股份,1.79,-17.462,0.11,34.605,0.159,
002205,国统股份,1.16,-17.195,0.072,-7.831,0.136,
002377,国创高新,4.86,-16.998,0.111,-37.671,0.184,
002847,盐津铺子,0.36,-16.956,0.119,-4.323,0.171,
002762,金发拉比,1.9,-16.485,0.041,-33.732,0.465,
002374,丽鹏股份,7.35,-16.48,0.087,-16.787,0.122,
600645,中源协和,3.84,-16.273,0.108,-16.254,0.124,
600891,秋林集团,3.84,-16.042,0.069,0.313,0.096,
002659,凯文教育,3.11,-16.012,0.08,-25.473,0.17,
601155,新城控股,7.19,-15.827,0.088,-17.004,0.156,
000638,万方发展,3.09,-15.564,0.112,-35.73,0.272,
600696,ST岩石,3.41,-15.513,0.046,-16.557,0.182,
000502,绿景控股,1.83,-15.512,0.044,-18.168,0.141,
600506,香梨股份,1.48,-15.434,0.055,-32.052,0.185,
600456,宝钛股份,4.3,-15.34,0.086,-25.07,0.129,
600654,ST中安,7.55,-15.302,0.046,-33.041,0.198,
002886,沃特股份,0.5,-15.285,0.07,6.686,0.308,
600992,贵绳股份,2.45,-15.12,0.058,-24.654,0.137,
002514,宝馨科技,3.88,-15.024,0.043,-9.92,0.074,
