,ts_code,name,industry,continuously_limit_up,continuously_up,average_p_change,last_p_change,circ_mv
355,000859.SZ,国风塑业,塑料,7.0,10.0,7.606,10.0548,445066.113
18,000023.SZ,深天地A,其他建材,4.0,9.0,6.061,10.0,251842.5756
1667,300281.SZ,金明精机,专用机械,4.0,9.0,5.836,10.0,201836.4802
2240,600131.SH,岷江水电,水力发电,4.0,4.0,9.992,9.9515,369338.9915
1309,002862.SZ,实丰文化,文教休闲,3.0,9.0,4.936,10.0084,81171.8
2783,600776.SH,东方通信,通信设备,3.0,8.0,9.243,9.9913,2420592.162
1025,002565.SZ,顺灏股份,造纸,3.0,3.0,10.008,10.0637,591699.136
124,000531.SZ,穗恒运A,火力发电,3.0,4.0,7.578,9.9844,482981.9062
2199,600086.SH,东方金钰,服饰,2.0,3.0,7.58,9.9462,432249.6115
2464,600393.SH,粤泰股份,全国地产,2.0,9.0,3.756,9.9617,283614.9934
122,000529.SZ,广弘控股,食品,2.0,4.0,6.015,10.0176,356747.62
3069,601700.SH,风范股份,电气设备,2.0,9.0,6.121,10.069,904319.136
128,000536.SZ,华映科技,元器件,2.0,3.0,7.893,10.0,572956.259
2243,600135.SH,乐凯胶片,化工原料,2.0,4.0,5.799,9.9719,292052.5285
1747,300362.SZ,天翔环境,环境保护,2.0,3.0,7.856,10.0218,156841.4002
2636,600614.SH,鹏起科技,综合类,2.0,9.0,4.634,10.0548,909915.5701
2444,600371.SH,万向德农,种植业,1.0,1.0,9.942,9.9424,171720.78
1937,300555.SZ,路通视信,通信设备,1.0,3.0,7.047,10.0216,94968.4294
2833,600831.SH,广电网络,影视音像,1.0,1.0,10.013,10.013,476669.0023
1771,300387.SZ,富邦股份,化工原料,1.0,3.0,6.355,9.9693,206574.5538
1777,300393.SZ,中来股份,塑料,1.0,3.0,8.097,10.0156,255624.6498
1781,300397.SZ,天和防务,通信设备,1.0,10.0,3.958,9.9755,208565.8211
1845,300461.SZ,田中精机,专用机械,1.0,1.0,10.026,10.0264,193955.04
1905,300521.SZ,爱司凯,专用机械,1.0,9.0,3.163,9.9692,79119.0881
2024,300647.SZ,超频三,元器件,1.0,3.0,4.675,10.0291,118593.891
1708,300322.SZ,硕贝德,通信设备,1.0,1.0,10.017,10.0168,480340.6621
3172,603055.SH,台华新材,纺织,1.0,1.0,10.0,10.0,130806.7028
2067,300690.SZ,双一科技,电气设备,1.0,1.0,10.0,10.0,100647.7414
2105,300731.SZ,科创新源,橡胶,1.0,1.0,9.983,9.983,152056.3713
2697,600685.SH,中船防务,船舶,1.0,3.0,4.924,9.9815,977507.8654
2239,600130.SH,波导股份,通信设备,1.0,9.0,3.089,9.9744,330240.0
2527,600490.SH,鹏欣资源,铜,1.0,3.0,4.971,9.9585,790425.9431
3130,603000.SH,人民网,互联网,1.0,1.0,9.982,9.9815,1315772.3566
1614,300228.SZ,富瑞特装,化工机械,1.0,1.0,9.932,9.9315,260717.9283
1703,300317.SZ,珈伟新能,半导体,1.0,1.0,9.946,9.9458,398973.5763
1056,002596.SZ,海南瑞泽,其他建材,1.0,1.0,10.042,10.0418,680463.9434
180,000603.SZ,盛达矿业,铅锌,1.0,3.0,5.407,9.9589,421167.4053
358,000862.SZ,银星能源,新型电力,1.0,1.0,10.059,10.0592,373006.5502
514,002052.SZ,同洲电子,通信设备,1.0,4.0,4.565,9.9307,355073.7303
560,002098.SZ,浔兴股份,服饰,1.0,3.0,4.734,9.9567,363728.0
611,002149.SZ,西部材料,小金属,1.0,3.0,5.206,10.0457,307520.2951
696,002234.SZ,民和股份,农业综合,1.0,5.0,5.511,9.9894,395689.3161
731,002270.SZ,华明装备,电气设备,1.0,9.0,3.041,9.9585,391631.0227
896,002435.SZ,长江润发,化学制药,1.0,1.0,10.086,10.0855,194493.8913
919,002458.SZ,益生股份,农业综合,1.0,5.0,7.359,10.0169,543540.9913
958,002497.SZ,雅化集团,化工原料,1.0,1.0,9.972,9.9715,629063.2528
1112,002652.SZ,扬子新材,其他建材,1.0,4.0,3.874,9.9537,242025.135
1638,300252.SZ,金信诺,电气设备,1.0,1.0,10.008,10.0084,511584.7036
1224,002770.SZ,科迪乳业,乳制品,1.0,1.0,10.164,10.1639,195925.8914
1242,002789.SZ,建艺集团,装修装饰,1.0,1.0,9.982,9.9816,117840.1775
1255,002803.SZ,吉宏股份,广告包装,1.0,1.0,10.031,10.031,138668.4473
1285,002836.SZ,新宏泽,广告包装,1.0,3.0,4.944,10.0334,74180.288
1396,300008.SZ,天海防务,船舶,1.0,3.0,6.1,9.9644,186144.7796
1420,300032.SZ,金龙机电,元器件,1.0,1.0,10.03,10.0304,285747.3983
1445,300057.SZ,万顺股份,广告包装,1.0,3.0,5.857,10.0,276171.7727
1503,300116.SZ,坚瑞沃能,电气设备,1.0,3.0,5.557,10.0629,226471.5245
1575,300189.SZ,神农基因,种植业,1.0,1.0,10.145,10.1449,268349.1728
94,000426.SZ,兴业矿业,铅锌,1.0,3.0,5.417,9.9561,999172.3756
3332,603396.SH,金辰股份,专用机械,1.0,9.0,5.028,9.9914,121636.0236
