,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_RANK_SCORE,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,605339.SH,605339,南侨食品,食品,69.78,3.0,15.0,115.0,44.33,,0.0
1,600032.SH,600032,浙江新能,新型电力,8.95,3.0,10.0,110.0,18.62,,0.0
2,301005.SZ,301005,N超捷,汽车配件,72.38,2.0,8.0,108.0,10.34,,0.0
3,605499.SH,605499,东鹏饮料,软饮料,97.55,3.0,8.0,108.0,39.03,,0.0
4,002280.SZ,002280,联络互动,软件服务,6.44,3.0,7.0,107.0,113.43,"上海磐耀资产管理有限公司-磐耀源岳定制1号私募证券投资基金
香港中央结算有限公司(陆股通)",2.0
5,605186.SH,605186,健麾信息,专用机械,36.71,3.0,7.0,107.0,12.48,,0.0
6,603511.SH,603511,爱慕股份,服饰,36.58,3.0,6.0,106.0,14.64,,0.0
7,603059.SH,603059,倍加洁,家居用品,31.49,3.0,4.0,104.0,31.49,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
8,000995.SZ,000995,皇台酒业,白酒,28.12,3.0,3.0,103.0,49.89,甘肃西部资产管理股份有限公司,1.0
9,002269.SZ,002269,美邦服饰,服饰,4.61,3.0,3.0,103.0,115.83,"工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
中央汇金资产管理有限责任公司
大成基金-农业银行-大成中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划",8.0
10,603196.SH,603196,日播时尚,服饰,9.09,3.0,3.0,103.0,21.82,,0.0
11,002940.SZ,002940,昂利康,化学制药,40.9,3.0,3.0,103.0,20.38,"中国农业银行股份有限公司-国泰金牛创新成长混合型证券投资基金
广发证券股份有限公司-长信睿进灵活配置混合型证券投资基金
广发银行股份有限公司-国泰聚信价值优势灵活配置混合型证券投资基金
中国光大银行股份有限公司-长信企业精选两年定期开放灵活配置混合型证券投资基金
中国民生银行股份有限公司-长信增利动态策略混合型证券投资基金",5.0
12,002341.SZ,002341,新纶科技,化工原料,4.91,2.0,3.0,103.0,46.98,,0.0
13,600751.SH,600751,海航科技,软件服务,3.53,3.0,3.0,103.0,90.83,"上银基金-浦发银行-上银基金财富15号资产管理计划
方正富邦基金-华夏银行-天海定增2号资产管理计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",3.0
14,603650.SH,603650,彤程新材,化工原料,45.34,3.0,3.0,103.0,59.58,"朱雀基金-西部信托·陕煤-朱雀新材料产业投资单一资金信托-陕煤朱雀新材料产业资产管理计划
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
华润深国投信托有限公司-朱雀合伙专项证券投资集合资金信托计划
香港中央结算有限公司(陆股通)",4.0
