,ts_code,symbol,name,industry,COL_CONTINUOUS_LIMIT,COL_LASTPRICE,concept,circ_mv
0,300775.SZ,300775,三角防务,航空,11.0,24.3,,12.04亿
1,002902.SZ,002902,铭普光磁,元器件,6.0,43.44,"5G, 光通信, 华为产业链, 高送转, ",31.4亿
2,300615.SZ,300615,欣天科技,元器件,3.0,25.69,"5G, ",10.05亿
3,603977.SH,603977,国泰集团,化工原料,3.0,11.3,"稀土磁材, 股权转让, 民爆, 高铁轨交, 资产重组, ",19.88亿
4,300780.SZ,300780,德恩精工,机械基件,3.0,22.21,,8.14亿
5,603042.SH,603042,华脉科技,通信设备,3.0,17.51,"5G, 光通信, ",17.69亿
6,603982.SH,603982,泉峰汽车,汽车配件,2.0,29.93,,14.96亿
7,300656.SZ,300656,民德电子,电脑设备,2.0,24.67,"无人机, 无人驾驶, 移动支付, 半导体, 国产芯片, ",12.62亿
8,300399.SZ,300399,京天利,互联网,2.0,15.85,"互联网金融, 国产软件, ",21.25亿
9,002943.SZ,002943,宇晶股份,机床制造,2.0,40.06,"工业自动化, 智能制造, ",10.02亿
10,300543.SZ,300543,朗科智能,电气设备,2.0,22.83,"锂电池, 新能源汽车, ",9.73亿
11,002093.SZ,002093,国脉科技,电信运营,2.0,9.88,"5G, 教育, 物联网, 数字中国, 云计算, ",97.97亿
12,600936.SH,600936,广西广电,影视音像,1.0,4.86,"阿里巴巴概念股, 大数据, 广西, 广电, ",58.12亿
13,600844.SH,600844,丹化科技,化工原料,1.0,3.92,"有色-锌, 有色金属, 资产重组, ",
14,603738.SH,603738,泰晶科技,元器件,1.0,15.92,"被动元件, 华为产业链, ",9.36亿
15,300684.SZ,300684,中石科技,化工原料,1.0,21.43,"5G, 高送转-预期, 华为产业链, 高送转, ",21.03亿
16,300687.SZ,300687,赛意信息,软件服务,1.0,15.63,"华为产业链, 大数据, 高送转, 工业互联网, 国产软件, 创投, 透明工厂, ",14.68亿
