,trade_date,up_count,down_count,up_limit_count,down_limit_count,limit_count_1,limit_count_2,limit_count_3,limit_count_4,limit_count_over5,max_limit_count,max_limit_stock
0,20200430.0,3068.0,633.0,78.0,11.0,47.0,16.0,6.0,6.0,3.0,9.0,603109.SH 神驰机电
1,20200429.0,1677.0,2023.0,41.0,29.0,19.0,10.0,8.0,2.0,2.0,8.0,603109.SH 神驰机电
2,20200428.0,823.0,2877.0,32.0,58.0,15.0,12.0,4.0,0.0,1.0,7.0,603109.SH 神驰机电
3,20200427.0,1310.0,2389.0,41.0,45.0,23.0,9.0,7.0,1.0,1.0,5.0,000564.SZ 供销大集
4,20200424.0,666.0,3033.0,32.0,43.0,11.0,10.0,7.0,2.0,2.0,5.0,002204.SZ 大连重工
5,20200423.0,1279.0,2419.0,73.0,7.0,28.0,19.0,5.0,9.0,12.0,8.0,002581.SZ 未名医药
6,20200422.0,2384.0,1312.0,87.0,7.0,47.0,16.0,10.0,7.0,7.0,9.0,002400.SZ 省广集团
7,20200421.0,1126.0,2570.0,53.0,3.0,14.0,21.0,8.0,3.0,7.0,8.0,002400.SZ 省广集团
8,20200420.0,2500.0,1195.0,73.0,1.0,21.0,21.0,16.0,5.0,10.0,8.0,600107.SH 美尔雅
9,20200417.0,1502.0,2193.0,46.0,2.0,21.0,11.0,4.0,5.0,5.0,8.0,300658.SZ 延江股份
10,20200416.0,1874.0,1820.0,69.0,2.0,28.0,19.0,9.0,7.0,6.0,8.0,600107.SH 美尔雅
11,20200415.0,1036.0,2658.0,49.0,3.0,23.0,8.0,12.0,0.0,6.0,8.0,600107.SH 美尔雅
12,20200414.0,3171.0,523.0,76.0,0.0,30.0,21.0,9.0,6.0,10.0,9.0,600127.SH 金健米业
13,20200413.0,1137.0,2557.0,48.0,27.0,25.0,12.0,4.0,2.0,5.0,6.0,603867.SH 新化股份
14,20200410.0,571.0,3122.0,33.0,38.0,14.0,6.0,7.0,5.0,1.0,8.0,000889.SZ 中嘉博创
15,20200409.0,2257.0,1436.0,90.0,7.0,32.0,25.0,16.0,11.0,6.0,8.0,000903.SZ 云内动力
16,20200408.0,2140.0,1553.0,74.0,6.0,34.0,18.0,8.0,4.0,10.0,7.0,600983.SH 惠而浦
17,20200407.0,3522.0,170.0,143.0,3.0,72.0,28.0,14.0,10.0,19.0,9.0,600855.SH 航天长峰
18,20200403.0,1177.0,2515.0,58.0,4.0,25.0,9.0,4.0,11.0,9.0,8.0,600855.SH 航天长峰
19,20200402.0,3155.0,536.0,87.0,6.0,42.0,16.0,9.0,9.0,11.0,8.0,300526.SZ 中潜股份
20,20200401.0,1209.0,2482.0,35.0,16.0,16.0,11.0,3.0,1.0,4.0,8.0,300526.SZ 中潜股份
21,20200331.0,1460.0,2231.0,66.0,9.0,32.0,15.0,7.0,7.0,5.0,8.0,300526.SZ 中潜股份
22,20200330.0,706.0,2985.0,32.0,38.0,12.0,5.0,5.0,3.0,7.0,9.0,002953.SZ 日丰股份
23,20200327.0,1436.0,2254.0,40.0,12.0,23.0,10.0,3.0,3.0,1.0,5.0,002768.SZ 国恩股份
24,20200326.0,1038.0,2652.0,50.0,15.0,22.0,11.0,8.0,4.0,5.0,7.0,300820.SZ 英杰电气
25,20200325.0,3355.0,335.0,98.0,5.0,41.0,27.0,10.0,9.0,11.0,7.0,300820.SZ 英杰电气
26,20200324.0,3085.0,604.0,72.0,17.0,40.0,14.0,11.0,5.0,2.0,5.0,603608.SH 天创时尚
27,20200323.0,397.0,3291.0,46.0,147.0,18.0,14.0,6.0,3.0,5.0,7.0,300698.SZ 万马科技
28,20200320.0,2865.0,823.0,92.0,9.0,44.0,21.0,12.0,11.0,4.0,10.0,002953.SZ 日丰股份
29,20200319.0,2158.0,1529.0,66.0,20.0,22.0,21.0,9.0,6.0,8.0,9.0,300265.SZ 通光线缆
30,20200318.0,668.0,3017.0,51.0,9.0,17.0,11.0,13.0,3.0,7.0,11.0,300683.SZ 海特生物
31,20200317.0,1415.0,2269.0,65.0,24.0,20.0,20.0,12.0,4.0,9.0,7.0,300265.SZ 通光线缆
32,20200316.0,339.0,3344.0,46.0,189.0,14.0,13.0,4.0,2.0,13.0,10.0,002838.SZ 道恩股份
33,20200313.0,804.0,2878.0,62.0,26.0,19.0,16.0,12.0,8.0,7.0,6.0,603042.SH 华脉科技
34,20200312.0,583.0,3099.0,59.0,18.0,15.0,14.0,5.0,12.0,13.0,10.0,300683.SZ 海特生物
35,20200311.0,1058.0,2623.0,68.0,12.0,15.0,16.0,14.0,10.0,13.0,10.0,600550.SH 保变电气
36,20200310.0,2971.0,710.0,126.0,31.0,29.0,38.0,27.0,17.0,15.0,9.0,600550.SH 保变电气
37,20200309.0,579.0,3102.0,83.0,84.0,24.0,19.0,13.0,9.0,18.0,11.0,002838.SZ 道恩股份
38,20200306.0,1516.0,2165.0,99.0,3.0,27.0,22.0,15.0,10.0,25.0,10.0,600318.SH 新力金融
39,20200305.0,2925.0,756.0,141.0,1.0,56.0,32.0,18.0,12.0,23.0,10.0,600318.SH 新力金融
40,20200304.0,2441.0,1239.0,86.0,4.0,26.0,14.0,16.0,12.0,18.0,9.0,600318.SH 新力金融
41,20200303.0,2593.0,1086.0,103.0,0.0,31.0,26.0,23.0,9.0,14.0,8.0,600416.SH *ST湘电
42,20200302.0,3427.0,251.0,203.0,8.0,93.0,48.0,30.0,18.0,14.0,9.0,000004.SZ 国农科技
43,20200228.0,289.0,3387.0,49.0,298.0,13.0,11.0,13.0,3.0,9.0,8.0,000004.SZ 国农科技
44,20200227.0,1834.0,1842.0,93.0,25.0,23.0,33.0,10.0,16.0,11.0,8.0,600416.SH *ST湘电
45,20200226.0,1319.0,2355.0,84.0,110.0,32.0,17.0,20.0,4.0,11.0,10.0,002613.SZ 北玻股份
46,20200225.0,1126.0,2548.0,132.0,1.0,19.0,35.0,23.0,13.0,42.0,12.0,002239.SZ 奥特佳
47,20200224.0,2077.0,1597.0,168.0,3.0,47.0,41.0,25.0,21.0,34.0,12.0,002239.SZ 奥特佳
48,20200221.0,2285.0,1388.0,101.0,2.0,25.0,25.0,19.0,14.0,18.0,11.0,002239.SZ 奥特佳
49,20200220.0,3092.0,581.0,113.0,2.0,40.0,27.0,18.0,16.0,12.0,12.0,300160.SZ 秀强股份
50,20200219.0,1263.0,2410.0,87.0,18.0,31.0,26.0,10.0,11.0,9.0,9.0,002239.SZ 奥特佳
