code,name,outstanding,p_change_range,normalizing_std,p_change_till_now,normalizing_std_till_now,stop_mark
600682,南京新百,9.73,-58.412,0.299,-25.907,0.168,
002260,*ST德奥,2.65,-53.798,0.221,-14.89,0.129,
000506,中润资源,9.29,-53.584,0.307,11.822,0.071,
601113,华鼎股份,8.33,-50.96,0.315,10.791,0.07,
002584,西陇科学,3.64,-48.251,0.324,-25.3,0.154,
002547,春兴精工,7.98,-46.455,0.291,-15.529,0.189,
000633,合金投资,3.85,-46.078,0.275,0.215,0.109,
002259,ST升达,7.24,-45.55,0.268,-16.342,0.166,
002413,雷科防务,9.95,-44.631,0.175,18.054,0.077,
000411,英特集团,2.07,-43.994,0.231,-4.498,0.09,
600695,绿庭投资,3.66,-42.816,0.233,40.333,0.275,
600393,粤泰股份,9.88,-41.838,0.23,-34.097,0.147,
600130,波导股份,7.68,-40.528,0.236,22.436,0.074,
002071,长城影视,5.18,-39.125,0.221,3.612,0.081,
600807,*ST天业,7.87,-38.89,0.14,35.996,0.115,
000976,华铁股份,5.87,-38.53,0.218,-16.931,0.102,
000752,西藏发展,2.64,-38.494,0.199,-10.883,0.078,
002609,捷顺科技,3.67,-37.942,0.132,-22.572,0.139,
002114,罗平锌电,3.23,-37.58,0.158,-3.524,0.111,
600365,通葡股份,4.0,-37.032,0.198,-3.912,0.071,
002721,金一文化,5.45,-35.863,0.195,-39.128,0.138,
600735,新华锦,3.76,-35.738,0.14,-21.832,0.13,
002522,浙江众成,8.48,-35.653,0.198,-20.538,0.147,
002810,山东赫达,0.61,-35.37,0.245,-2.586,0.062,
002356,赫美集团,4.8,-34.98,0.205,6.352,0.256,
600870,*ST厦华,5.23,-34.779,0.157,-4.101,0.138,
002529,海源复材,2.0,-34.67,0.174,-28.033,0.148,
002021,中捷资源,6.87,-32.827,0.183,20.521,0.079,
600734,实达集团,3.55,-32.798,0.143,3.025,0.101,
600532,宏达矿业,5.16,-31.451,0.159,5.218,0.175,
000691,亚太实业,2.9,-31.307,0.185,12.83,0.121,
002875,安奈儿,0.39,-30.47,0.132,2.796,0.11,
002560,通达股份,2.71,-29.594,0.151,4.063,0.069,
002530,金财互联,3.39,-29.565,0.13,-5.924,0.074,
002427,*ST尤夫,3.85,-29.529,0.118,118.431,0.33,
002780,三夫户外,0.64,-29.265,0.148,-18.327,0.111,
002766,索菱股份,2.49,-29.109,0.084,-29.667,0.1,
002164,宁波东力,4.4,-28.193,0.087,-36.562,0.203,
002220,天宝食品,5.45,-27.895,0.134,-27.57,0.138,
000835,长城动漫,3.03,-27.822,0.155,-3.932,0.101,
002451,摩恩电气,4.16,-27.733,0.123,-24.585,0.199,
600358,国旅联合,4.32,-27.531,0.109,-20.731,0.111,
600793,宜宾纸业,1.05,-27.342,0.125,15.572,0.076,
002468,申通快递,3.32,-27.153,0.149,0.988,0.072,
002247,聚力文化,5.4,-27.136,0.148,-32.959,0.163,
000514,渝 开 发,8.44,-26.852,0.131,-9.931,0.072,
000910,大亚圣象,5.4,-26.716,0.086,-24.507,0.126,
000760,斯太尔,6.54,-26.652,0.103,20.969,0.153,
002538,司尔特,6.98,-26.565,0.128,1.257,0.061,
002580,圣阳股份,2.98,-26.547,0.071,29.675,0.092,
002094,青岛金王,6.01,-25.925,0.098,-33.31,0.238,
002035,华帝股份,7.82,-25.861,0.099,-37.166,0.187,
600463,空港股份,3.0,-25.841,0.127,1.523,0.117,
600712,南宁百货,5.38,-25.782,0.129,4.642,0.095,
002540,亚太科技,8.95,-25.774,0.134,-10.366,0.08,
600929,湖南盐业,1.5,-25.586,0.077,-45.937,0.2,
002012,凯恩股份,4.67,-25.549,0.137,-4.855,0.15,
000609,中迪投资,2.92,-25.429,0.107,-6.541,0.106,
000890,法 尔 胜,3.8,-25.382,0.122,-5.971,0.07,
002742,三圣股份,2.69,-25.314,0.118,-14.839,0.056,
002520,日发精机,4.97,-25.02,0.124,6.404,0.041,
600556,ST慧球,3.95,-24.891,0.11,6.343,0.069,
600133,东湖高新,5.38,-24.869,0.089,-8.657,0.113,
