,ts_code,name,industry,continuously_limit_up,continuously_up,average_p_change,last_p_change,circ_mv
355,000859.SZ,国风塑业,塑料,10.0,13.0,8.155,10.0275,592189.2965
2241,600131.SH,岷江水电,水力发电,7.0,7.0,10.01,10.0273,492044.3297
2784,600776.SH,东方通信,通信设备,6.0,11.0,9.449,9.9869,3221720.2157
128,000536.SZ,华映科技,元器件,5.0,6.0,9.011,10.0865,765277.2411
3070,601700.SH,风范股份,电气设备,5.0,12.0,7.098,10.0414,1204625.616
2200,600086.SH,东方金钰,服饰,5.0,6.0,8.811,10.101,575980.5337
1937,300555.SZ,路通视信,通信设备,4.0,6.0,8.524,10.0405,126407.5372
3131,603000.SH,人民网,互联网,4.0,4.0,9.997,10.0,1751414.6327
1411,300023.SZ,宝德股份,专用机械,3.0,3.0,10.064,10.0671,118415.2521
53,000070.SZ,特发信息,通信设备,3.0,3.0,9.98,9.9924,865642.159
1967,300587.SZ,天铁股份,橡胶,3.0,3.0,10.0,9.9964,128264.034
2819,600816.SH,安信信托,多元金融,3.0,7.0,7.784,9.9702,3452984.2596
3038,601519.SH,大智慧,软件服务,3.0,6.0,8.428,10.0935,1170755.3
2783,600775.SH,南京熊猫,通信设备,3.0,3.0,9.979,9.9617,771270.6313
1007,002547.SZ,春兴精工,通信设备,3.0,4.0,7.825,10.0585,750615.3913
272,000727.SZ,华东科技,元器件,3.0,3.0,10.064,10.0917,703357.1897
2497,600446.SH,金证股份,软件服务,3.0,3.0,10.0,10.0116,1612567.8148
1317,002870.SZ,香山股份,电器仪表,3.0,3.0,10.005,10.0153,115465.36
1597,300211.SZ,亿通科技,通信设备,3.0,4.0,7.806,10.0154,132592.7131
51,000068.SZ,华控赛格,元器件,3.0,3.0,9.964,9.9278,613062.9216
1876,300492.SZ,山鼎设计,建筑施工,3.0,14.0,3.492,10.0072,89685.578
1117,002657.SZ,中科金财,软件服务,2.0,3.0,7.11,10.0129,470700.8843
2791,600783.SH,鲁信创投,矿物制品,2.0,3.0,7.871,9.9952,1695650.4717
1128,002668.SZ,奥马电器,家用电器,2.0,2.0,9.975,10.041,351359.8233
1130,002670.SZ,国盛金控,证券,2.0,2.0,10.005,10.0,766392.3325
1035,002575.SZ,群兴玩具,文教休闲,2.0,3.0,6.93,9.9558,585187.68
1067,002607.SZ,中公教育,汽车服务,2.0,2.0,10.0,9.9901,912213.5875
2828,600825.SH,新华传媒,出版业,2.0,3.0,6.768,10.0787,730376.6072
2862,600864.SH,哈投股份,证券,2.0,6.0,4.988,10.0917,946990.4118
2892,600895.SH,张江高科,园区开发,2.0,3.0,7.584,9.989,3086538.2732
2900,600909.SH,华安证券,证券,2.0,2.0,10.037,9.9836,1815744.0
884,002423.SZ,中原特钢,特种钢,2.0,6.0,5.1,9.971,571392.7515
2336,600240.SH,华业资本,全国地产,2.0,2.0,10.091,10.1818,431548.8408
2331,600235.SH,民丰特纸,造纸,2.0,3.0,7.453,10.061,253638.6
2932,600986.SH,科达股份,互联网,2.0,2.0,9.971,9.919,690613.4043
1133,002673.SZ,西部证券,证券,2.0,2.0,10.027,10.02,3845020.0675
2964,601066.SH,中信建投,证券,2.0,6.0,6.227,10.0304,724000.0
2401,600318.SH,新力金融,多元金融,2.0,3.0,6.755,10.0115,462704.0
1170,002712.SZ,思美传媒,广告包装,2.0,2.0,10.028,10.0709,239110.7377
2596,600570.SH,恒生电子,软件服务,2.0,3.0,7.288,10.0051,5284705.5097
2597,600571.SH,信雅达,软件服务,2.0,3.0,7.467,10.0236,402226.6638
1502,300115.SZ,长盈精密,元器件,2.0,3.0,7.681,10.0379,1052293.0259
2628,600604.SH,市北高新,园区开发,2.0,3.0,8.94,10.0,1408899.0516
1472,300085.SZ,银之杰,软件服务,2.0,3.0,6.996,9.9898,446286.924
1447,300059.SZ,东方财富,证券,2.0,4.0,6.609,10.0237,7704769.3419
2644,600621.SH,华鑫股份,证券,2.0,4.0,5.161,10.0284,622495.7802
1421,300033.SZ,同花顺,软件服务,2.0,6.0,6.516,9.9956,1995218.4703
2654,600635.SH,大众公用,供气供热,2.0,3.0,7.057,10.0733,1453693.7967
1385,002945.SZ,华林证券,证券,2.0,2.0,9.99,10.0174,341010.0
1380,002939.SZ,长城证券,证券,2.0,2.0,10.011,10.0402,425166.5343
2662,600643.SH,爱建集团,多元金融,2.0,3.0,7.866,10.0,1892957.3203
1368,002926.SZ,华西证券,证券,2.0,3.0,6.609,10.0097,2012862.8942
2443,600369.SH,西南证券,证券,2.0,2.0,9.946,9.9156,2941101.8536
1710,300324.SZ,旋极信息,软件服务,2.0,2.0,9.985,9.9707,777661.1588
1714,300328.SZ,宜安科技,铝,2.0,4.0,6.297,9.9896,433668.4968
1249,002797.SZ,第一创业,证券,2.0,4.0,5.318,9.9715,1481042.6388
2970,601099.SH,太平洋,证券,2.0,2.0,10.016,10.0313,2274064.5459
1239,002786.SZ,银宝山新,专用机械,2.0,3.0,9.184,9.9704,424701.36
1753,300368.SZ,汇金股份,专用机械,2.0,3.0,7.053,10.069,371005.5942
1193,002736.SZ,国信证券,证券,2.0,6.0,4.848,10.0,9651400.0
2322,600226.SH,瀚叶股份,农药化肥,2.0,2.0,10.024,9.8726,687539.8071
2544,600509.SH,天富能源,火力发电,2.0,3.0,7.609,10.0,438357.1476
283,000750.SZ,国海证券,证券,2.0,2.0,10.048,10.0358,2588340.6986
3095,601878.SH,浙商证券,证券,2.0,4.0,5.13,10.0414,1284644.2602
2016,300638.SZ,广和通,通信设备,2.0,4.0,5.963,10.0029,149186.1
2252,600146.SH,商赢环球,服饰,2.0,2.0,10.005,10.0575,153200.0
3067,601688.SH,华泰证券,证券,2.0,4.0,5.557,10.0045,13407890.0446
3076,601788.SH,光大证券,证券,2.0,6.0,5.465,9.9762,5426404.6874
304,000783.SZ,长江证券,证券,2.0,2.0,9.891,9.9567,4213406.0255
2176,600061.SH,国投资本,证券,2.0,6.0,4.589,9.9828,5334157.2014
3089,601860.SH,紫金银行,银行,2.0,2.0,9.98,10.0334,240886.489
3097,601881.SH,中国银河,证券,2.0,2.0,10.037,10.0196,1375954.5901
3039,601555.SH,东吴证券,证券,2.0,6.0,5.043,10.0442,2882327.0
3105,601901.SH,方正证券,证券,2.0,2.0,10.024,9.9727,6626841.623
151,000563.SZ,陕国投A,多元金融,2.0,3.0,9.44,9.9256,1756057.6908
259,000712.SZ,锦龙股份,证券,2.0,3.0,6.746,10.0337,1167616.0924
239,000686.SZ,东北证券,证券,2.0,6.0,4.573,10.0236,2183642.5697
3124,601990.SH,南京证券,证券,2.0,2.0,10.039,10.0465,325348.66
2238,600128.SH,弘业股份,商贸代理,2.0,3.0,7.263,10.0478,227026.1
195,000622.SZ,恒立实业,汽车配件,2.0,4.0,6.509,9.9865,346559.19
2259,600155.SH,华创阳安,证券,2.0,6.0,4.608,10.0423,1174500.1229
2256,600151.SH,航天机电,半导体,2.0,2.0,10.046,10.0,733231.3439
557,002095.SZ,生意宝,互联网,2.0,3.0,7.665,9.9883,709367.7785
3514,603859.SH,能科股份,软件服务,2.0,2.0,10.009,10.0186,118339.08
705,002243.SZ,通产丽星,塑料,2.0,6.0,8.31,9.9955,891570.2995
2975,601108.SH,财通证券,证券,2.0,3.0,6.764,9.9798,2625701.6768
1849,300465.SZ,高伟达,软件服务,2.0,2.0,9.998,10.0424,331963.264
2989,601162.SH,天风证券,证券,2.0,2.0,10.036,10.0467,487956.0
2998,601198.SH,东兴证券,证券,2.0,6.0,5.559,10.0233,3905272.2903
2156,600030.SH,中信证券,证券,2.0,4.0,5.763,9.9866,24212770.4139
3031,601377.SH,兴业证券,证券,2.0,6.0,5.989,9.9561,5029200.4272
3532,603888.SH,新华网,互联网,2.0,4.0,8.194,9.981,408351.5337
2168,600053.SH,九鼎投资,多元金融,2.0,3.0,6.871,10.0,1211312.9952
2292,600191.SH,华资实业,食品,2.0,2.0,9.985,10.0629,254589.3
2056,300679.SZ,电连技术,元器件,2.0,3.0,7.157,10.0,353364.8013
639,002177.SZ,御银股份,电脑设备,2.0,6.0,4.406,10.1299,273276.2146
69,000166.SZ,申万宏源,证券,2.0,4.0,5.262,10.0186,13362907.6236
3388,603598.SH,引力传媒,影视音像,2.0,2.0,10.007,9.9785,274559.4725
3030,601375.SH,中原证券,证券,2.0,6.0,4.21,10.0379,1047393.4959
1991,300612.SZ,宣亚国际,广告包装,2.0,2.0,10.015,10.0293,85053.0468
2184,600070.SH,浙江富润,纺织,1.0,2.0,6.418,9.9707,301138.581
