,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,688777.SH,688777,中控技术,软件服务,124.75,2.0,21.0,48.69,,0.0
1,601127.SH,601127,小康股份,汽车配件,19.8,2.0,7.0,184.81,"华鑫国际信托有限公司-华鑫信托·396号证券投资集合资金信托计划
重庆两江股权投资基金管理有限公司-重庆两江新区战略性新兴产业股权投资基金合伙企业(有限合伙)
小康控股-红塔证券-20康EB02担保及信托财产专户
小康控股-红塔证券-19小康EB担保及信托财产专户",4.0
2,605068.SH,605068,明新旭腾,汽车配件,44.41,3.0,7.0,18.43,,0.0
3,605177.SH,605177,东亚药业,化学制药,49.31,2.0,5.0,14.0,,0.0
4,003004.SZ,003004,N声迅,软件服务,29.17,1.0,4.0,5.97,,0.0
5,600121.SH,600121,郑州煤电,煤炭开采,3.08,2.0,4.0,37.53,中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金,1.0
6,002682.SZ,002682,龙洲股份,公路,5.34,3.0,3.0,29.45,"华信(北京)投资基金有限公司-华信信仰一号私募证券投资基金
中央汇金资产管理有限责任公司",2.0
7,300869.SZ,300869,康泰医学,医疗保健,141.93,1.0,3.0,54.7,,0.0
8,603619.SH,603619,中曼石油,石油开采,11.29,2.0,2.0,45.16,,0.0
9,600979.SH,600979,广安爱众,水力发电,3.65,2.0,2.0,44.98,"北京风炎投资管理有限公司-风炎投资·安瑞1号私募基金
北京风炎投资管理有限公司—风炎投资·安瑞1号私募基金
北京风炎投资管理有限公司-风炎投资.安瑞1号私募基金",3.0
10,600707.SH,600707,彩虹股份,元器件,5.34,2.0,2.0,132.16,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
合肥芯屏产业投资基金(有限合伙)
北信瑞丰基金-浦发银行-北京国际信托-北京信托·轻盐丰收理财2015015号集合资金信托计划",3.0
11,300733.SZ,300733,西菱动力,汽车配件,23.89,1.0,2.0,16.21,"中国建设银行股份有限公司-华润元大信息传媒科技混合型证券投资基金
中国工商银行-华安安信消费服务股票型证券投资基金
中信银行股份有限公司-华安添瑞6个月持有期混合型证券投资基金
中国工商银行股份有限公司-华安安康灵活配置混合型证券投资基金
中国建设银行股份有限公司-南方现代教育股票型证券投资基金
中国建设银行股份有限公司-华安沪港深通精选灵活配置混合型证券投资基金
交通银行股份有限公司-华安安顺灵活配置混合型证券投资基金",7.0
12,300711.SZ,300711,广哈通信,通信设备,24.92,1.0,2.0,51.45,北京汐合精英投资有限公司-汐合量化1号私募证券投资基金,1.0
13,300589.SZ,300589,江龙船艇,船舶,38.54,1.0,2.0,36.51,"中国国际金融香港资产管理有限公司-CICCFT4(QFII)
全国社保基金一零七组合",2.0
14,300424.SZ,300424,航新科技,航空,22.5,2.0,2.0,44.07,"中国建设银行股份有限公司-富国中证军工指数分级证券投资基金
宁波梅山保税港区凌顶投资管理有限公司-凌顶恒誉穿云航空产业1号私募证券投资基金
北京开元国创恒誉资产管理有限公司-开元国创恒誉穿云航空产业1号私募证券投资基金
中国建设银行股份有限公司-长信国防军工量化灵活配置混合型证券投资基金",4.0
15,300065.SZ,300065,海兰信,软件服务,15.42,1.0,2.0,51.04,"中国建设银行股份有限公司-华夏盛世精选混合型证券投资基金
中国银行股份有限公司-华夏鼎沛债券型证券投资基金
杭州东方嘉富资产管理有限公司-杭州宣富投资管理合伙企业(有限合伙)
上海通怡投资管理有限公司-通怡海川10号私募证券投资基金
交通银行股份有限公司-浦银安盛增长动力灵活配置混合型证券投资基金
全国社保基金四零三组合
中国工商银行-浦银安盛价值成长混合型证券投资基金",7.0
16,603758.SH,603758,秦安股份,汽车配件,10.04,2.0,2.0,44.06,上海兰丞秦安股权投资基金合伙企业(有限合伙),1.0
17,002786.SZ,002786,银宝山新,专用机械,8.24,2.0,2.0,31.29,"邦信资产管理有限公司
中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
兴业证券-兴业-兴业证券金麒麟5号集合资产管理计划
中国建设银行股份有限公司-信达澳银先进智造股票型证券投资基金
招商基金-建设银行-招商信诺人寿-招商基金-招商信诺量化多策略委托投资资产
全国社会保障基金理事会转持二户
中国建设银行股份有限公司-信达澳银精华灵活配置混合型证券投资基金",7.0
18,300713.SZ,300713,英可瑞,电气设备,33.1,1.0,2.0,26.64,"中国国际金融香港资产管理有限公司-客户资金2
深圳科乐投资管理企业(有限合伙)-科乐长虹私募证券投资基金
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金",3.0
19,002227.SZ,002227,奥特迅,电气设备,17.01,2.0,2.0,37.48,"深圳市林园投资管理有限责任公司-林园投资133号私募证券投资基金
深圳市林园投资管理有限责任公司-林园投资132号私募证券投资基金
中央汇金资产管理有限责任公司",3.0
20,002622.SZ,002622,融钰集团,综合类,3.32,1.0,1.0,27.89,"创隆资产管理有限公司
陕西省国际信托股份有限公司-陕国投·鑫鑫向荣78号证券投资集合资金信托计划",2.0
21,300730.SZ,300730,科创信息,软件服务,17.85,1.0,1.0,15.06,,0.0
22,002670.SZ,002670,国盛金控,证券,10.51,1.0,1.0,170.56,中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金,1.0
23,002193.SZ,002193,如意集团,纺织,7.48,1.0,1.0,19.52,"金鹰基金-浦发银行-方正东亚信托有限责任公司
中国东方资产管理股份有限公司",2.0
24,600731.SH,600731,湖南海利,农药化肥,12.58,1.0,1.0,41.1,"中国建设银行股份有限公司-长城量化小盘股票型证券投资基金
上海禛瑛投资管理有限公司-禛瑛稳健1号私募投资基金
交通银行股份有限公司-长信量化先锋混合型证券投资基金",3.0
25,600744.SH,600744,华银电力,火力发电,3.25,1.0,1.0,26.9,创金合信基金-招商银行-湖南轻盐创投定增资产管理计划,1.0
26,002098.SZ,002098,浔兴股份,服饰,5.9,1.0,1.0,21.12,,0.0
27,000966.SZ,000966,长源电力,火力发电,4.18,1.0,1.0,46.33,全国社保基金四一二组合,1.0
28,603010.SH,603010,万盛股份,化工原料,23.18,1.0,1.0,79.77,上海浦东发展银行股份有限公司-广发高端制造股票型发起式证券投资基金,1.0
29,603011.SH,603011,合锻智能,机床制造,6.26,1.0,1.0,28.1,"泰达宏利基金-平安银行-华润深国投信托-华润信托·安徽国资定增1期集合信托计划
长信基金-浦发银行-陆家嘴国际信托-陆家嘴信托-鸿泰6号集合资金信托计划
天治基金-浦发银行-华宝信托-华宝-银河31号集合资金信托计划",3.0
