,ts_code,name,industry,COL_LASTPRICE,COL_DAILY_AGGRESSIVE_ACCUMULATION,COL_FLOAT_HOLDERS
0,002770.SZ,科迪乳业,乳制品,3.82,50.55,
1,600127.SH,金健米业,农业综合,10.86,50.05,"湖南发展资产管理集团有限公司
领航投资澳洲有限公司-领航新兴市场股指基金(交易所)"
2,300048.SZ,合康新能,电气设备,5.72,50.05,
3,603997.SH,继峰股份,汽车配件,12.01,49.96,"中国工商银行股份有限公司-广发核心精选混合型证券投资基金
招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
中国银行股份有限公司-广发优企精选灵活配置混合型证券投资基金
中国工商银行股份有限公司-广发行业领先混合型证券投资基金
中国建设银行股份有限公司-中欧价值发现股票型证券投资基金
中国工商银行股份有限公司-中欧潜力价值灵活配置混合型证券投资基金
香港中央结算有限公司(陆股通)"
4,000903.SZ,云内动力,机械基件,5.16,40.17,
5,600855.SH,航天长峰,专用机械,26.96,40.02,
6,000662.SZ,天夏智慧,软件服务,4.88,39.77,
7,600191.SH,华资实业,食品,8.68,36.02,
8,002486.SZ,嘉麟杰,服饰,4.91,30.27,
9,002178.SZ,延华智能,建筑工程,5.15,30.26,
10,600107.SH,美尔雅,服饰,10.08,30.05,
11,002401.SZ,中远海科,软件服务,16.47,30.03,中央汇金资产管理有限责任公司
12,002503.SZ,搜于特,服饰,4.3,30.02,
13,002846.SZ,英联股份,广告包装,34.61,30.01,
14,300273.SZ,和佳医疗,医疗保健,8.5,29.98,
15,600983.SH,惠而浦,家用电器,6.52,29.93,
16,002696.SZ,百洋股份,渔业,8.03,29.91,"北信瑞丰基金-工商银行-富立天瑞华商投资管理有限公司-富立天瑞华商凤凰山六号私募投资基金
东海基金-工商银行-国海证券股份有限公司
中国农业银行股份有限公司-富国中证500指数增强型证券投资基金(LOF)
北信瑞丰基金-中信银行-长安国际信托股份有限公司
中融基金-平安银行-中融国际信托-中融信托-融耀定增29号单一资金信托"
17,600467.SH,好当家,渔业,3.0,29.85,
18,603200.SH,上海洗霸,环境保护,60.96,29.28,
19,000021.SZ,深科技,IT设备,22.57,27.57,
20,002157.SZ,正邦科技,饲料,21.11,26.72,
21,603890.SH,春秋电子,机械基件,17.11,25.98,
22,600540.SH,新赛股份,种植业,5.01,25.65,
23,603533.SH,掌阅科技,互联网,23.49,23.85,
24,002588.SZ,史丹利,农药化肥,5.12,23.08,
25,000908.SZ,景峰医药,化学制药,4.35,20.15,
26,000678.SZ,襄阳轴承,机械基件,6.99,20.1,
27,002075.SZ,沙钢股份,特种钢,11.08,20.09,香港中央结算有限公司(陆股通)
28,603067.SH,振华股份,化工原料,6.26,20.08,
29,000554.SZ,泰山石油,石油贸易,5.63,20.07,
30,603918.SH,金桥信息,软件服务,14.36,20.04,
31,002398.SZ,垒知集团,其他建材,9.46,20.04,"中国光大银行股份有限公司-兴全商业模式优选混合型证券投资基金(LOF)
全国社保基金四一二组合"
32,002860.SZ,星帅尔,电气设备,29.23,20.03,
33,000702.SZ,正虹科技,饲料,6.56,20.03,芜湖长元股权投资基金(有限合伙)
34,600079.SH,人福医药,化学制药,16.46,20.03,"上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
全国社保基金一一三组合
中央汇金资产管理有限责任公司
基本养老保险基金八零二组合"
35,300658.SZ,延江股份,纺织,29.24,20.02,
36,603309.SH,维力医疗,医疗保健,21.07,20.02,
37,300204.SZ,舒泰神,生物制药,12.51,20.02,"北京华高永利资产管理有限公司-华高永利2号私募证券投资基金
中国建设银行股份有限公司-博时裕益灵活配置混合型证券投资基金
华泰证券资管-招商银行-华泰聚力16号集合资产管理计划"
38,002581.SZ,未名医药,生物制药,13.93,20.02,
39,002768.SZ,国恩股份,塑料,50.46,20.01,
40,300738.SZ,奥飞数据,电信运营,72.07,20.0,
41,300765.SZ,新诺威,食品,63.47,20.0,
42,002838.SZ,道恩股份,塑料,43.68,20.0,
43,000833.SZ,粤桂股份,造纸,5.83,20.0,
44,603676.SH,卫信康,化学制药,12.62,20.0,
45,300390.SZ,天华超净,元器件,10.15,19.97,
46,000505.SZ,京粮控股,食品,9.03,19.95,鑫牛润瀛(天津)股权投资基金管理有限公司-鑫牛润瀛(天津)股权投资基金合伙企业(有限合伙)
47,000633.SZ,合金投资,综合类,4.39,19.94,
48,002584.SZ,西陇科学,化工原料,8.26,19.94,
49,000889.SZ,中嘉博创,通信设备,10.82,19.92,
50,600359.SH,新农开发,农业综合,7.72,19.91,
51,300364.SZ,中文在线,出版业,3.74,19.91,
52,600361.SH,华联综超,超市连锁,4.77,19.24,
53,603991.SH,至正股份,塑料,21.55,19.09,
54,300050.SZ,世纪鼎利,软件服务,7.14,17.93,
55,600257.SH,大湖股份,渔业,4.4,17.45,
56,300348.SZ,长亮科技,软件服务,24.78,17.24,
57,002505.SZ,大康农业,农业综合,2.33,17.15,
58,002946.SZ,新乳业,乳制品,13.1,17.13,
59,000576.SZ,广东甘化,造纸,7.57,17.12,"华鑫国际信托有限公司-华鑫信托·华鹏66号集合资金信托计划
国通信托有限责任公司-国通信托·紫金8号集合资金信托计划
国通信托有限责任公司-国通信托·同洲精进2号集合资金信托计划
华鑫国际信托有限公司-华鑫信托·民鑫20号证券投资集合资金信托计划
华鑫国际信托有限公司-华鑫信托·华鹏24号集合资金信托计划
国通信托有限责任公司-国通信托·慧赢13号单一资金信托"
60,002824.SZ,和胜股份,铝,17.5,16.86,
61,600598.SH,北大荒,种植业,17.13,16.69,"香港中央结算有限公司(陆股通)
全国社保基金四一三组合
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
62,600737.SH,中粮糖业,食品,9.49,16.49,
63,600251.SH,冠农股份,农业综合,7.1,16.45,
64,600300.SH,维维股份,软饮料,3.69,16.24,
65,002537.SZ,海联金汇,汽车整车,5.59,16.23,
66,002470.SZ,金正大,农药化肥,3.22,16.06,
67,300334.SZ,津膜科技,专用机械,8.33,15.89,
68,300465.SZ,高伟达,软件服务,12.98,15.73,
69,002709.SZ,天赐材料,化工原料,22.84,15.69,
70,300249.SZ,依米康,软件服务,7.85,15.69,
71,000798.SZ,中水渔业,渔业,6.83,15.65,
72,600303.SH,曙光股份,汽车整车,3.58,15.48,
73,002123.SZ,梦网集团,互联网,15.03,15.23,
74,300636.SZ,同和药业,化学制药,44.72,15.14,"中国-比利时直接股权投资基金
国泰基金管理有限公司-社保基金四二一组合
中国银行股份有限公司-国泰融安多策略灵活配置混合型证券投资基金
平安资产-邮储银行-如意10号资产管理产品
中国工商银行股份有限公司-诺安先锋混合型证券投资基金
广发银行股份有限公司-国泰聚信价值优势灵活配置混合型证券投资基金
中国农业银行股份有限公司-泰康新机遇灵活配置混合型证券投资基金"
75,600097.SH,开创国际,渔业,10.93,15.12,
76,002840.SZ,华统股份,食品,15.54,14.83,
77,688066.SH,航天宏图,软件服务,45.32,10.59,
78,002148.SZ,北纬科技,互联网,5.01,10.11,
79,000687.SZ,华讯方舟,通信设备,3.82,10.09,
80,000420.SZ,吉林化纤,化纤,2.4,10.09,
81,002668.SZ,奥马电器,家用电器,4.91,10.09,
82,002699.SZ,美盛文化,服饰,5.46,10.08,
83,600929.SH,湖南盐业,食品,6.67,10.07,湖南省财信产业基金管理有限公司
84,000788.SZ,北大医药,化学制药,6.78,10.06,
85,600146.SH,商赢环球,服饰,11.39,10.05,
86,000850.SZ,华茂股份,纺织,4.27,10.05,
87,002195.SZ,二三四五,软件服务,3.07,10.04,
88,300318.SZ,博晖创新,医疗保健,5.48,10.04,
89,300042.SZ,朗科科技,IT设备,15.35,10.04,
90,300386.SZ,飞天诚信,软件服务,15.35,10.04,
91,300194.SZ,福安药业,化学制药,6.8,10.03,申万宏源证券-民生银行-申万宏源领航200号集合资产管理计划
92,300621.SZ,维业股份,装修装饰,12.07,10.03,
93,002239.SZ,奥特佳,汽车配件,4.28,10.03,
94,300634.SZ,彩讯股份,软件服务,19.42,10.03,
95,300218.SZ,安利股份,塑料,8.67,10.03,
96,002370.SZ,亚太药业,化学制药,5.38,10.02,上海华富利得资产-民生银行-富鼎6号专项资产管理计划
97,002464.SZ,众应互联,互联网,5.71,10.02,
98,002510.SZ,天汽模,汽车配件,5.6,10.02,
99,300663.SZ,科蓝软件,软件服务,23.05,10.02,
100,600501.SH,航天晨光,汽车配件,9.0,10.02,
101,300085.SZ,银之杰,软件服务,14.61,10.02,
102,300202.SZ,聚龙股份,专用机械,9.22,10.02,
103,300510.SZ,金冠股份,电气设备,4.72,10.02,
104,300280.SZ,紫天科技,专用机械,28.56,10.02,
105,300399.SZ,京天利,互联网,13.63,10.01,
106,002271.SZ,东方雨虹,其他建材,36.06,10.01,
107,603499.SH,翔港科技,广告包装,16.38,10.01,
108,000676.SZ,智度股份,互联网,8.02,10.01,
109,601952.SH,苏垦农发,种植业,11.21,10.01,
110,300468.SZ,四方精创,软件服务,33.75,10.01,中央汇金资产管理有限责任公司
111,600513.SH,联环药业,化学制药,12.75,10.01,
112,300020.SZ,银江股份,软件服务,9.9,10.0,
113,000976.SZ,华铁股份,运输设备,5.17,10.0,
114,300045.SZ,华力创通,IT设备,11.66,10.0,
115,300201.SZ,海伦哲,专用机械,3.63,10.0,
116,300579.SZ,数字认证,软件服务,40.37,10.0,"全国社会保障基金理事会转持一户
广东天贝合资产管理有限公司-天贝合狼朗号私募证券投资基金
广东天贝合资产管理有限公司-天贝合拾贝2号私募证券投资基金"
117,300292.SZ,吴通控股,软件服务,5.5,10.0,
118,002152.SZ,广电运通,IT设备,9.69,9.99,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
全国社保基金四零二组合"
119,600728.SH,佳都科技,软件服务,9.8,9.99,
120,603232.SH,格尔软件,软件服务,39.07,9.99,
121,300109.SZ,新开源,化工原料,16.51,9.99,
122,600452.SH,涪陵电力,水力发电,18.49,9.99,
123,300047.SZ,天源迪科,软件服务,7.71,9.99,
124,603538.SH,美诺华,化学制药,30.29,9.99,
