,ts_code,name,industry,COL_DEEP_INDEX,COL_FALL_P_CHANGE,COL_CURRENT_PRICE,circ_mv
3072,601700.SH,风范股份,电气设备,3.0,-23.96,10.25,1161562.8
819,002358.SZ,森源电气,电气设备,0.0,-23.08,15.53,1413890.4598
705,002243.SZ,通产丽星,塑料,3.0,-22.23,22.47,820040.3041
2785,600776.SH,东方通信,通信设备,3.0,-20.82,36.81,3519036.2356
1317,002870.SZ,香山股份,电器仪表,3.0,-20.72,28.06,112576.72
1968,300587.SZ,天铁股份,橡胶,3.0,-19.81,24.97,105283.1984
2201,600086.SH,东方金钰,服饰,3.0,-19.42,6.56,693290.3305
1877,300492.SZ,山鼎设计,建筑施工,3.0,-18.95,26.01,76332.5224
358,000862.SZ,银星能源,新型电力,4.0,-17.54,8.13,407599.8996
2316,600218.SH,全柴动力,农用机械,4.0,-17.23,13.91,512938.205
1938,300555.SZ,路通视信,通信设备,4.0,-16.79,12.64,117571.1016
355,000859.SZ,国风塑业,塑料,4.0,-16.48,9.08,671295.7318
2638,600614.SH,鹏起科技,综合类,3.0,-16.32,6.52,985489.953
3534,603888.SH,新华网,互联网,3.0,-15.95,24.23,427586.7615
1128,002668.SZ,奥马电器,家用电器,4.0,-15.91,6.88,450159.3267
94,000426.SZ,兴业矿业,铅锌,5.0,-15.56,6.98,928658.2133
1412,300023.SZ,宝德股份,专用机械,4.0,-15.36,8.1,116971.1636
2124,300751.SZ,迈为股份,专用机械,4.0,-15.22,170.83,222079.0
1598,300211.SZ,亿通科技,通信设备,3.0,-15.11,7.78,144477.7742
128,000536.SZ,华映科技,元器件,4.0,-14.71,4.43,887481.1984
195,000622.SZ,恒立实业,汽车配件,3.0,-14.56,8.1,344433.06
1669,300282.SZ,三盛教育,文教休闲,3.0,-13.98,15.02,341600.21
1025,002565.SZ,顺灏股份,造纸,5.0,-13.7,12.58,861524.8995
1382,002941.SZ,新疆交建,建筑施工,4.0,-13.27,37.34,242710.0
1506,300118.SZ,东方日升,半导体,3.0,-13.15,10.2,696191.4069
1007,002547.SZ,春兴精工,通信设备,4.0,-13.09,9.51,758592.1755
1309,002862.SZ,实丰文化,文教休闲,4.0,-12.76,25.34,78959.44
1967,300586.SZ,美联新材,化工原料,3.0,-12.58,15.73,96149.625
1062,002602.SZ,世纪华通,汽车配件,3.0,-12.5,20.47,3357249.117
2624,600599.SH,熊猫金控,多元金融,4.0,-12.5,15.45,256470.0
639,002177.SZ,御银股份,电脑设备,4.0,-12.36,4.44,286166.6021
2923,600975.SH,新五丰,农业综合,4.0,-12.33,7.7,502560.1997
40,000050.SZ,深天马A,元器件,5.0,-12.28,17.18,3126515.3723
2495,600438.SH,通威股份,饲料,4.0,-12.24,11.83,3501053.7092
375,000890.SZ,法尔胜,钢加工,3.0,-12.12,6.71,254727.6047
3197,603098.SH,森特股份,装修装饰,5.0,-12.09,15.9,119269.08
1169,002711.SZ,欧浦智网,仓储物流,3.0,-11.87,4.47,469424.6392
1963,300582.SZ,英飞特,半导体,3.0,-11.87,16.22,193639.2957
1149,002689.SZ,远大智能,运输设备,4.0,-11.78,6.01,625533.1259
2691,600677.SH,航天通信,通信设备,3.0,-11.78,15.36,639633.5401
2052,300674.SZ,宇信科技,软件服务,4.0,-11.63,37.13,148557.13
1711,300324.SZ,旋极信息,软件服务,3.0,-11.28,8.13,842984.6961
1715,300328.SZ,宜安科技,铝,4.0,-11.19,10.53,432027.3672
3060,601619.SH,嘉泽新能,新型电力,3.0,-11.15,5.82,293185.2284
2100,300724.SZ,捷佳伟创,专用机械,5.0,-11.13,37.71,301680.0
2629,600604.SH,市北高新,园区开发,3.0,-11.11,15.73,2098672.5457
802,002341.SZ,新纶科技,化工原料,4.0,-10.98,11.99,749634.9024
3465,603728.SH,鸣志电器,电气设备,4.0,-10.89,15.06,264694.56
912,002451.SZ,摩恩电气,电气设备,5.0,-10.81,14.98,623766.7506
2820,600816.SH,安信信托,多元金融,3.0,-10.58,8.81,4116480.5585
2498,600446.SH,金证股份,软件服务,4.0,-10.47,24.08,2054530.8455
1661,300274.SZ,阳光电源,电气设备,3.0,-10.46,12.0,1279113.7812
2893,600895.SH,张江高科,园区开发,3.0,-10.42,20.8,3221274.264
3198,603099.SH,长白山,旅游景点,3.0,-10.39,10.37,276536.79
2545,600509.SH,天富能源,火力发电,4.0,-10.38,5.07,459188.1691
749,002288.SZ,超华科技,元器件,3.0,-10.36,6.1,488176.828
1052,002592.SZ,八菱科技,汽车配件,4.0,-10.33,20.13,494650.4741
1367,002925.SZ,盈趣科技,元器件,3.0,-10.19,57.8,962488.8657
1216,002761.SZ,多喜爱,纺织,4.0,-10.18,18.55,376474.8767
1465,300077.SZ,国民技术,半导体,4.0,-10.14,9.36,506321.4312
2122,300749.SZ,顶固集创,家居用品,3.0,-10.11,38.59,109981.5
907,002446.SZ,盛路通信,通信设备,3.0,-10.06,10.02,541651.0107
51,000068.SZ,华控赛格,元器件,3.0,-10.01,6.89,693596.6387
938,002477.SZ,雏鹰农牧,农业综合,3.0,-9.96,2.58,508434.5633
1239,002786.SZ,银宝山新,专用机械,3.0,-9.95,10.48,399539.52
2337,600240.SH,华业资本,全国地产,4.0,-9.91,3.85,548337.636
2610,600584.SH,长电科技,半导体,3.0,-9.91,15.0,1553872.2165
1637,300250.SZ,初灵信息,软件服务,3.0,-9.9,17.35,241155.1695
1960,300579.SZ,数字认证,软件服务,3.0,-9.85,37.4,179616.9296
1842,300457.SZ,赢合科技,专用机械,4.0,-9.74,29.19,553876.2743
124,000531.SZ,穗恒运A,火力发电,4.0,-9.66,7.89,540528.6865
2003,300624.SZ,万兴科技,软件服务,4.0,-9.62,63.95,310285.3361
1485,300097.SZ,智云股份,电器仪表,5.0,-9.49,15.74,317702.5221
823,002362.SZ,汉王科技,电脑设备,3.0,-9.36,18.45,327895.8926
1123,002663.SZ,普邦股份,建筑施工,3.0,-9.34,3.64,454945.7312
166,000586.SZ,汇源通信,通信设备,3.0,-9.32,12.21,236190.24
1652,300265.SZ,通光线缆,电气设备,3.0,-9.27,9.97,335749.396
1516,300128.SZ,锦富技术,元器件,4.0,-9.25,6.16,656481.4761
1190,002733.SZ,雄韬股份,电气设备,3.0,-9.18,24.69,807951.3578
1484,300096.SZ,易联众,软件服务,3.0,-9.18,11.99,451449.9727
1650,300263.SZ,隆华科技,专用机械,5.0,-9.15,6.04,341408.8226
1778,300393.SZ,中来股份,塑料,3.0,-9.14,22.71,273831.8772
2253,600146.SH,商赢环球,服饰,4.0,-9.0,8.56,171200.0
2389,600303.SH,曙光股份,汽车整车,3.0,-8.92,4.72,292793.0677
1112,002652.SZ,扬子新材,其他建材,4.0,-8.92,5.19,264444.3054
2663,600643.SH,爱建集团,多元金融,4.0,-8.91,13.29,1905863.8475
2169,600053.SH,九鼎投资,多元金融,3.0,-8.9,28.18,1221717.9744
272,000727.SZ,华东科技,元器件,5.0,-8.87,3.21,940740.2412
2829,600825.SH,新华传媒,出版业,3.0,-8.82,6.99,730376.6072
1468,300080.SZ,易成新能,半导体,3.0,-8.78,7.1,356410.5002
283,000750.SZ,国海证券,证券,4.0,-8.77,6.18,2605202.8529
3003,601208.SH,东材科技,化工原料,5.0,-8.74,5.84,365934.984
1925,300541.SZ,先进数通,软件服务,3.0,-8.74,17.14,129689.2941
3033,601377.SH,兴业证券,证券,4.0,-8.73,7.35,4922053.6804
2224,600112.SH,天成控股,电气设备,3.0,-8.71,4.94,251547.1939
1864,300479.SZ,神思电子,软件服务,4.0,-8.7,20.3,324800.0
464,002002.SZ,鸿达兴业,化工原料,4.0,-8.59,5.04,1284774.7671
2792,600783.SH,鲁信创投,矿物制品,3.0,-8.57,24.75,1842289.2527
2709,600695.SH,绿庭投资,多元金融,3.0,-8.47,6.37,233439.5758
2582,600552.SH,凯盛科技,玻璃,5.0,-8.45,6.55,500344.022
591,002129.SZ,中环股份,半导体,5.0,-8.45,10.23,2705053.9047
790,002329.SZ,皇氏集团,乳制品,3.0,-8.45,4.38,227159.5554
1245,002792.SZ,通宇通讯,通信设备,3.0,-8.4,35.41,250399.3257
1060,002600.SZ,领益智造,元器件,5.0,-8.38,7.26,1080208.882
3262,603232.SH,格尔软件,软件服务,4.0,-8.37,33.89,173415.13
2302,600201.SH,生物股份,生物制药,4.0,-8.37,16.61,1870685.0403
1994,300615.SZ,欣天科技,元器件,3.0,-8.37,21.45,86486.4
2057,300679.SZ,电连技术,元器件,3.0,-8.36,36.88,372558.4297
1710,300323.SZ,华灿光电,半导体,3.0,-8.32,9.25,649732.5948
917,002456.SZ,欧菲科技,元器件,3.0,-8.29,14.7,3921802.7938
1422,300033.SZ,同花顺,软件服务,4.0,-8.27,87.5,2312645.5975
3470,603738.SH,泰晶科技,元器件,5.0,-8.26,16.11,94671.5121
2840,600837.SH,海通证券,证券,4.0,-8.24,13.46,10892008.5683
2323,600226.SH,瀚叶股份,农药化肥,3.0,-8.22,3.94,785190.3884
1130,002670.SZ,国盛金控,证券,4.0,-8.22,15.6,979174.4789
1378,002937.SZ,兴瑞科技,元器件,3.0,-8.22,32.14,147844.0
122,000529.SZ,广弘控股,食品,4.0,-8.21,6.41,365295.8857
151,000563.SZ,陕国投A,多元金融,3.0,-8.13,6.23,2469580.0031
1866,300481.SZ,濮阳惠成,化工原料,4.0,-8.13,19.43,494192.5293
1035,002575.SZ,群兴玩具,文教休闲,3.0,-8.11,10.01,589308.72
1837,300452.SZ,山河药辅,化学制药,3.0,-8.08,18.02,193813.1063
586,002124.SZ,天邦股份,饲料,3.0,-8.07,14.78,1564450.3306
1743,300356.SZ,光一科技,电气设备,4.0,-8.07,8.82,325257.1439
2485,600421.SH,ST仰帆,机械基件,4.0,-8.06,9.12,178387.2
1784,300399.SZ,京天利,互联网,4.0,-8.06,12.86,172395.0682
2383,600297.SH,广汇汽车,汽车服务,3.0,-8.05,5.18,4201136.3065
647,002185.SZ,华天科技,半导体,3.0,-8.05,6.02,1282524.2274
2260,600155.SH,华创阳安,证券,4.0,-8.02,10.61,1197064.9668
3240,603186.SH,华正新材,元器件,2.0,-8.01,28.11,207217.8208
1762,300377.SZ,赢时胜,软件服务,4.0,-7.99,16.55,848497.1538
740,002279.SZ,久其软件,软件服务,4.0,-7.96,9.11,545157.6419
37,000046.SZ,泛海控股,全国地产,3.0,-7.94,7.04,3643346.6664
3041,601555.SH,东吴证券,证券,4.0,-7.92,9.83,2841853.0
502,002040.SZ,南京港,港口,3.0,-7.91,11.02,338037.1181
910,002449.SZ,国星光电,半导体,3.0,-7.91,13.1,795834.4634
2129,300757.SZ,罗博特科,专用机械,4.0,-7.88,71.18,142360.0
2944,600999.SH,招商证券,证券,4.0,-7.88,18.85,9243473.5707
1974,300593.SZ,新雷能,电气设备,5.0,-7.87,21.77,145663.7536
1529,300141.SZ,和顺电气,电气设备,3.0,-7.87,9.86,161679.0236
884,002423.SZ,中原特钢,特种钢,3.0,-7.85,13.56,682049.7984
3502,603822.SH,嘉澳环保,环境保护,4.0,-7.84,32.53,132087.8536
2863,600864.SH,哈投股份,证券,4.0,-7.84,6.63,1046424.405
1996,300617.SZ,安靠智电,电气设备,3.0,-7.82,25.81,94735.605
1167,002708.SZ,光洋股份,汽车配件,3.0,-7.81,9.79,364479.8487
3408,603626.SH,科森科技,专用机械,3.0,-7.8,10.26,162217.507
672,002210.SZ,飞马国际,仓储物流,3.0,-7.77,4.4,717217.0949
1133,002673.SZ,西部证券,证券,4.0,-7.72,11.28,3950075.2606
3097,601878.SH,浙商证券,证券,4.0,-7.71,11.66,1409120.609
207,000636.SZ,风华高科,元器件,3.0,-7.71,15.53,1390250.4314
1117,002657.SZ,中科金财,软件服务,4.0,-7.7,20.01,564693.8178
312,000793.SZ,华闻传媒,出版业,3.0,-7.69,4.31,835699.8882
914,002453.SZ,华软科技,化工原料,3.0,-7.67,6.49,360013.1645
849,002388.SZ,新亚制程,元器件,3.0,-7.65,5.91,236163.6
632,002170.SZ,芭田股份,农药化肥,3.0,-7.64,4.82,315531.7882
2278,600175.SH,美都能源,综合类,3.0,-7.64,2.88,705898.8026
1249,002797.SZ,第一创业,证券,4.0,-7.57,8.39,1609578.7227
3573,603976.SH,正川股份,医疗保健,5.0,-7.55,18.7,71620.8841
2025,300647.SZ,超频三,元器件,4.0,-7.54,17.6,137863.44
698,002236.SZ,大华股份,电器仪表,3.0,-7.54,17.12,3140337.2648
423,000957.SZ,中通客车,汽车整车,4.0,-7.53,8.6,509887.7254
562,002100.SZ,天康生物,饲料,4.0,-7.53,7.36,709066.0866
3069,601688.SH,华泰证券,证券,4.0,-7.5,24.4,13282684.4128
2414,600331.SH,宏达股份,铅锌,3.0,-7.47,4.16,845312.0
3203,603106.SH,恒银金融,电脑设备,4.0,-7.45,13.45,175320.75
3004,601211.SH,国泰君安,证券,4.0,-7.45,20.77,15610971.717
1057,002597.SZ,金禾实业,化工原料,3.0,-7.44,17.85,988979.7944
60,000100.SZ,TCL集团,家用电器,3.0,-7.43,4.02,5140687.5793
1073,002613.SZ,北玻股份,专用机械,3.0,-7.41,3.51,220986.2244
1971,300590.SZ,移为通信,通信设备,5.0,-7.41,40.0,388000.0
719,002258.SZ,利尔化学,农药化肥,4.0,-7.41,15.99,836184.2308
750,002289.SZ,宇顺电子,元器件,4.0,-7.39,7.44,192945.432
2934,600986.SH,科达股份,互联网,3.0,-7.36,5.82,740215.472
3293,603319.SH,湘油泵,汽车配件,3.0,-7.33,23.93,135635.9196
2157,600030.SH,中信证券,证券,4.0,-7.31,26.7,26205146.739
3000,601198.SH,东兴证券,证券,4.0,-7.3,14.2,3916304.1329
298,000776.SZ,广发证券,证券,4.0,-7.3,17.82,10548177.3888
3189,603081.SH,大丰实业,专用机械,3.0,-7.28,18.44,143327.205
1027,002567.SZ,唐人神,饲料,4.0,-7.22,9.6,726915.9754
2285,600183.SH,生益科技,元器件,3.0,-7.21,11.98,2536754.1102
1051,002591.SZ,恒大高新,化工原料,3.0,-7.2,8.01,145694.828
3319,603363.SH,傲农生物,饲料,3.0,-7.18,13.43,247102.5238
3491,603803.SH,瑞斯康达,通信设备,3.0,-7.18,13.96,306829.0066
1100,002640.SZ,跨境通,服饰,4.0,-7.17,12.48,1272809.8818
3099,601881.SH,中国银河,证券,4.0,-7.16,12.47,1531978.0123
222,000666.SZ,经纬纺机,纺织机械,4.0,-7.16,15.25,447616.1182
3503,603823.SH,百合花,染料涂料,3.0,-7.09,17.33,121904.7361
1639,300252.SZ,金信诺,电气设备,4.0,-6.98,14.32,560083.5593
2655,600635.SH,大众公用,供气供热,3.0,-6.97,7.05,1705248.1309
