,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,300903.SZ,300903,科翔股份,元器件,68.5,2.0,35.0,28.01,,0.0
1,300906.SZ,300906,日月明,专用机械,65.52,1.0,15.0,13.1,,0.0
2,300905.SZ,300905,宝丽迪,塑料,97.2,1.0,10.0,17.5,,0.0
3,000816.SZ,000816,智慧农业,农用机械,3.36,3.0,8.0,44.9,香港中央结算有限公司(陆股通),1.0
4,300126.SZ,300126,锐奇股份,轻工机械,13.19,2.0,6.0,27.79,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
5,300153.SZ,300153,科泰电源,电气设备,10.8,2.0,4.0,34.27,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中央汇金资产管理有限责任公司",2.0
6,605111.SH,605111,新洁能,半导体,149.94,2.0,3.0,37.93,上海量宇资产管理有限公司-冠一一号私募基金,1.0
7,600686.SH,600686,金龙汽车,汽车整车,8.87,3.0,3.0,53.82,华润深国投信托有限公司-泽熙1期单一资金信托,1.0
8,600807.SH,600807,济南高新,区域地产,4.37,2.0,3.0,34.39,国通信托有限责任公司,1.0
9,300590.SZ,300590,移为通信,通信设备,29.65,1.0,2.0,50.73,"中国工商银行股份有限公司-泓德泓富灵活配置混合型证券投资基金
中国工商银行股份有限公司-国泰中证全指通信设备交易型开放式指数证券投资基金
中国银行股份有限公司-华夏中证5G通信主题交易型开放式指数证券投资基金
中国工商银行股份有限公司-易方达中证人工智能主题交易型开放式指数证券投资基金
中国农业银行股份有限公司-银华中证5G通信主题交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-宝盈科技30灵活配置混合型证券投资基金",7.0
10,002612.SZ,002612,朗姿股份,服饰,11.96,2.0,2.0,31.26,"中国建设银行股份有限公司-华安生态优先混合型证券投资基金
中原信托有限公司-金融产品投资20160303号单一资金信托
广东逸信基金管理有限公司-逸信汇富1号朗姿股份私募投资基金
中国建设银行股份有限公司-博时裕益灵活配置混合型证券投资基金
江苏中韩晨晖朗姿股权投资基金(有限合伙)",5.0
11,300807.SZ,300807,天迈科技,软件服务,53.99,1.0,2.0,9.18,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中国工商银行股份有限公司-国泰中证全指通信设备交易型开放式指数证券投资基金",2.0
12,300258.SZ,300258,精锻科技,汽车配件,18.52,2.0,2.0,69.76,"全国社保基金四一三组合
中国农业银行股份有限公司-国泰智能汽车股票型证券投资基金
中央汇金资产管理有限责任公司
中国工商银行股份有限公司-嘉实智能汽车股票型证券投资基金
招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
杭州弘则投资有限公司-弘则横舟1号私募证券投资基金",6.0
