,ts_code,symbol,name,industry,COL_CHG,COL_LAST_CHG,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,300312.SZ,300312,*ST邦讯,通信设备,83.68200836820081,19.9454,9.96,"中国国际金融香港资产管理有限公司-客户资金2
深圳市鼎益丰基金投资管理有限公司-鼎益丰天河1号私募证券投资基金",2.0
1,300530.SZ,300530,*ST达志,化工原料,72.63544536271809,15.6212,18.21,"玖盈资本管理(深圳)有限责任公司-玖盈二号私募证券投资基金
深圳市君如资产管理顾问有限公司-君如价值1号私募证券投资基金
深圳市君如资产管理顾问有限公司-君如木兰1号私募证券投资基金
深圳市前海小龙资产管理有限公司-小龙趋势1号私募证券投资基金",4.0
2,601279.SH,601279,英利汽车,汽车配件,61.111111111111114,9.9927,22.53,,0.0
3,605089.SH,605089,味知香,食品,61.08063175394847,10.0023,24.22,,0.0
4,300339.SZ,300339,润和软件,软件服务,56.96347031963471,19.9825,106.08,"香港中央结算有限公司(陆股通)
南京国资混改基金有限公司
服务贸易创新发展引导基金(有限合伙)",3.0
5,601567.SH,601567,三星医疗,电器仪表,56.398104265402836,6.8826,183.03,"上海雷根资产管理有限公司-雷根添宝全天候三号私募证券投资基金
上海雷根资产管理有限公司-雷根CTA复合策略3号私募基金
金鹰基金-浦发银行-金鹰穗通定增136号资产管理计划",3.0
6,603020.SH,603020,爱普股份,食品,51.20934111759799,3.246,58.02,,0.0
7,605300.SH,605300,佳禾食品,食品,50.0,2.453,10.69,,0.0
8,000655.SZ,000655,金岭矿业,普钢,49.94026284348867,2.449,74.72,"中国国际金融香港资产管理有限公司-客户资金2
中信里昂资产管理有限公司-客户资金
上海明汯投资管理有限公司-明汯朱庇特2号私募证券投资基金",3.0
9,300272.SZ,300272,开能健康,环境保护,48.84105960264902,-0.7726,36.94,上海市建国社会公益基金会,1.0
10,600906.SH,600906,财达证券,证券,46.5804066543438,9.9861,39.65,,0.0
11,000150.SZ,000150,宜华健康,医疗保健,46.578947368421076,10.0791,44.89,广发证券资管-浦发银行-广发原驰·宜华健康1号集合资产管理计划,1.0
12,605117.SH,605117,德业股份,家用电器,46.42781875658588,10.0063,29.65,,0.0
13,002426.SZ,002426,胜利精密,元器件,46.41148325358853,10.0719,90.07,东吴创业投资有限公司-证券行业支持民企发展系列之东吴证券1号私募股权投资基金(契约型),1.0
14,300278.SZ,300278,*ST华昌,专用机械,45.21276595744681,10.9756,11.92,陕西省国际信托股份有限公司-陕国投·永利33号证券投资集合资金信托计划,1.0
15,603630.SH,603630,拉芳家化,日用化工,43.35227272727271,9.9826,56.63,中国建设银行股份有限公司-中欧价值发现股票型证券投资基金,1.0
16,300526.SZ,300526,中潜股份,专用机械,42.96444667000503,11.9608,58.31,"北京泽盈投资有限公司-顺势2号私募证券投资基金
北京泽盈投资有限公司-顺势1号私募证券投资基金
思量(厦门)资产管理有限公司-思量天锋一号私募证券投资基金",3.0
17,688662.SH,688662,富信科技,半导体,41.89693801344285,2.2055,7.62,,0.0
18,600007.SH,600007,中国国贸,园区开发,41.5043653458697,10.0261,212.23,"香港中央结算有限公司(陆股通)
易方达基金管理有限公司-社保基金1104组合",2.0
19,300064.SZ,300064,*ST金刚,矿物制品,40.88397790055247,4.0816,17.75,,0.0
20,688050.SH,688050,爱博医疗,医疗保健,39.94472361809045,4.3894,63.18,"中国银行股份有限公司-博时健康成长主题双周定期可赎回混合型证券投资基金
中国工商银行股份有限公司-博时科创板三年定期开放混合型证券投资基金
上海高毅资产管理合伙企业(有限合伙)-高毅-晓峰1号睿远证券投资基金
全国社保基金四零三组合
中国工商银行股份有限公司-华夏乐享健康灵活配置混合型证券投资基金
交通银行股份有限公司-万家行业优选混合型证券投资基金(LOF)
中国银行股份有限公司-博时医疗保健行业混合型证券投资基金
中国工商银行股份有限公司-万家科创板2年定期开放混合型证券投资基金
中国工商银行股份有限公司-汇添富科创板2年定期开放混合型证券投资基金
中国建设银行股份有限公司-万家科创主题3年封闭运作灵活配置混合型证券投资基金
上海高毅资产管理合伙企业(有限合伙)-高毅晓峰2号致信基金
交通银行-华夏蓝筹核心混合型证券投资基金(LOF)",12.0
21,002490.SZ,002490,山东墨龙,化工机械,39.02439024390245,-4.6823,30.87,"华夏基金-中央汇金资产管理有限责任公司-华夏基金-汇金资管单一资产管理计划
香港中央结算有限公司(陆股通)
深圳前海经纬融和资产管理有限公司-融和2期私募证券投资基金",3.0
22,300202.SZ,300202,*ST聚龙,IT设备,37.64172335600908,4.475,27.1,"香港中央结算有限公司(陆股通)
海通期货-华泰证券-证券行业支持民企发展系列之海通期货1号集合资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划
海通期货-华泰证券-支持民企发展系列之海通期货9号集合资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划",11.0
23,000615.SZ,000615,奥园美谷,化纤,37.53846153846154,6.4708,206.96,建信信托有限责任公司-建信信托-私人银行家族信托单一信托6918号,1.0
24,603518.SH,603518,锦泓集团,服饰,37.254901960784316,-6.2318,40.25,,0.0
25,600587.SH,600587,新华医疗,医疗保健,36.72619047619045,3.6085,92.68,"广发基金-农业银行-广发中证金融资产管理计划
香港中央结算有限公司(陆股通)
易方达基金-农业银行-易方达中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划",11.0
26,600234.SH,600234,山水文化,综合类,36.059113300492605,8.9117,27.96,,0.0
27,002172.SZ,002172,澳洋健康,化纤,35.755258126195,0.8523,54.88,,0.0
28,000158.SZ,000158,常山北明,纺织,35.6896551724138,10.0699,123.83,香港中央结算有限公司(陆股通),1.0
29,600250.SH,600250,南纺股份,商贸代理,35.44857768052516,9.9467,16.72,中国证券投资者保护基金有限责任公司,1.0
30,300273.SZ,300273,和佳医疗,医疗保健,34.92907801418441,10.2899,47.77,"深圳德威资本投资管理有限公司-德威资本盛安1号私募证券投资基金
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划",2.0
31,002316.SZ,002316,亚联发展,软件服务,33.25635103926097,3.0357,16.93,上海创奥投资管理合伙企业(有限合伙)-奥凯盛鑫7号私募证券投资基金,1.0
32,001203.SZ,001203,大中矿业,普钢,33.023975251353434,9.9744,37.66,,0.0
33,300937.SZ,300937,药易购,医药商业,31.87881097560976,0.1012,15.72,中国国际金融香港资产管理有限公司-客户资金2,1.0
34,300193.SZ,300193,佳士科技,专用机械,31.081081081081095,16.7593,57.35,"华夏基金华益3号股票型养老金产品-中国建设银行股份有限公司
深圳德威资本投资管理有限公司-德威资本盛安1号私募证券投资基金
华夏基金-上海银行-华夏基金-新夏1号集合资产管理计划",3.0
35,300313.SZ,300313,ST天山,农业综合,31.016042780748677,1.1352,18.05,,0.0
36,601969.SH,601969,海南矿业,普钢,30.229007633587777,-9.8309,166.74,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
上海并购股权投资基金合伙企业(有限合伙)",2.0
37,300061.SZ,300061,旗天科技,互联网,30.067567567567565,9.4787,62.85,"博时资本-宁波银行-博时资本康耐特2号专项资产管理计划
民生证券-宁波银行-民生证券旗天科技1号集合资产管理计划
盐城市城南新区大数据产业创投基金(有限合伙)",3.0
38,600227.SH,600227,圣济堂,化学制药,29.90033222591364,10.1408,49.98,"云南国际信托有限公司-云南信托·大西部丝绸之路2号集合资金信托计划
中国长城资产管理股份有限公司",2.0
39,600307.SH,600307,酒钢宏兴,普钢,29.756097560975636,-9.5238,166.61,"领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国国际金融香港资产管理有限公司-客户资金2",3.0
40,300598.SZ,300598,诚迈科技,软件服务,29.545099265280616,5.2451,87.48,"珠海市金羿资产管理有限公司-金羿1期私募证券投资基金
上海国和现代服务业股权投资基金合伙企业(有限合伙)
中国银行股份有限公司-海富通股票混合型证券投资基金
北交联合投资基金管理有限公司
中国建设银行股份有限公司-银华同力精选混合型证券投资基金
全国社保基金一一三组合
中国农业银行股份有限公司-银华内需精选混合型证券投资基金(LOF)",7.0
