,ts_code,symbol,name,industry,COL_LASTPRICE,COL_FITNESS
0,600011.SH,600011,华能国际,火力发电,6.59,10704.55
1,600863.SH,600863,内蒙华电,火力发电,3.02,2801.65
2,300760.SZ,300760,迈瑞医疗,医疗保健,151.68,2784.63
3,002475.SZ,002475,立讯精密,元器件,22.2,1872.36
4,002607.SZ,002607,中公教育,文教休闲,12.4,1648.36
5,600389.SH,600389,江山股份,农药化肥,20.36,1603.01
6,603819.SH,603819,神力股份,电气设备,19.03,1593.62
7,603088.SH,603088,宁波精达,专用机械,14.6,1581.36
8,603866.SH,603866,桃李面包,食品,40.57,1560.53
9,600367.SH,600367,红星发展,化工原料,8.64,1467.97
10,600741.SH,600741,华域汽车,汽车配件,20.87,1459.11
11,601928.SH,601928,凤凰传媒,出版业,7.6,1454.35
12,600026.SH,600026,中远海能,水运,6.18,1406.16
13,601869.SH,601869,长飞光纤,通信设备,37.65,1388.02
14,600025.SH,600025,华能水电,水力发电,4.08,1379.93
15,000603.SZ,000603,盛达矿业,铅锌,10.89,1377.59
16,600027.SH,600027,华电国际,火力发电,3.86,1338.91
17,300658.SZ,300658,延江股份,纺织,12.78,1336.35
18,603013.SH,603013,亚普股份,汽车配件,16.09,1335.48
19,600506.SH,600506,香梨股份,种植业,12.28,1332.89
20,603288.SH,603288,海天味业,食品,103.37,1278.48
21,600050.SH,600050,中国联通,电信运营,6.17,1270.98
22,603386.SH,603386,广东骏亚,元器件,15.8,1175.81
23,600489.SH,600489,中金黄金,黄金,8.42,1175.15
24,603012.SH,603012,创力集团,专用机械,10.35,1117.19
25,002929.SZ,002929,润建股份,通信设备,30.1,1101.16
26,000961.SZ,000961,中南建设,建筑施工,9.16,1019.24
27,603655.SH,603655,朗博科技,汽车配件,17.73,1008.54
28,603060.SH,603060,国检集团,建筑施工,26.96,997.81
29,002387.SZ,002387,维信诺,元器件,13.18,995.46
30,000791.SZ,000791,甘肃电投,水力发电,4.4,981.23
31,002597.SZ,002597,金禾实业,化工原料,19.07,978.37
32,002468.SZ,002468,申通快递,仓储物流,24.73,939.93
33,601155.SH,601155,新城控股,区域地产,39.05,937.09
34,300513.SZ,300513,恒实科技,软件服务,26.1,935.01
35,600694.SH,600694,大商股份,百货,28.09,927.38
36,002715.SZ,002715,登云股份,汽车配件,17.53,917.17
37,000429.SZ,000429,粤高速A,路桥,8.7,916.9
38,300484.SZ,300484,蓝海华腾,电气设备,11.56,900.79
39,300593.SZ,300593,新雷能,电气设备,20.22,900.63
40,603810.SH,603810,丰山集团,农药化肥,39.47,891.54
41,002557.SZ,002557,洽洽食品,食品,22.8,888.88
42,002716.SZ,002716,金贵银业,小金属,7.44,887.2
43,600305.SH,600305,恒顺醋业,食品,15.46,878.8
44,300678.SZ,300678,中科信息,软件服务,22.3,878.27
45,300504.SZ,300504,天邑股份,通信设备,25.35,861.75
46,002578.SZ,002578,闽发铝业,铝,3.78,835.48
47,600378.SH,600378,天科股份,化工原料,14.4,808.63
48,601212.SH,601212,白银有色,铜,4.29,785.37
49,002636.SZ,002636,金安国纪,元器件,8.44,775.12
50,300478.SZ,300478,杭州高新,橡胶,15.55,770.71
51,002457.SZ,002457,青龙管业,塑料,8.48,766.81
52,000035.SZ,000035,中国天楹,环境保护,4.83,761.09
53,601028.SH,601028,玉龙股份,钢加工,5.59,757.29
54,300692.SZ,300692,中环环保,环境保护,12.65,745.24
55,002339.SZ,002339,积成电子,电气设备,6.45,744.77
56,300523.SZ,300523,辰安科技,软件服务,50.78,743.9
57,300226.SZ,300226,上海钢联,互联网,69.86,735.35
58,002927.SZ,002927,泰永长征,电气设备,30.58,732.96
59,600195.SH,600195,中牧股份,饲料,12.84,720.66
60,002313.SZ,002313,日海智能,通信设备,20.28,708.5
61,002217.SZ,002217,合力泰,元器件,5.9,697.92
62,002115.SZ,002115,三维通信,互联网,13.33,694.18
63,300560.SZ,300560,中富通,通信设备,20.77,681.28
64,300650.SZ,300650,太龙照明,电气设备,14.69,673.64
65,000032.SZ,000032,深桑达A,元器件,9.32,670.57
66,000601.SZ,000601,韶能股份,水力发电,4.45,664.76
67,600234.SH,600234,*ST山水,文教休闲,7.17,660.69
68,603803.SH,603803,瑞斯康达,通信设备,13.02,655.97
69,300565.SZ,300565,科信技术,通信设备,15.04,648.2
70,300410.SZ,300410,正业科技,电器仪表,19.6,647.36
71,600323.SH,600323,瀚蓝环境,水务,15.56,642.68
72,603901.SH,603901,永创智能,专用机械,8.66,638.41
73,603829.SH,603829,洛凯股份,电气设备,10.51,629.54
74,603222.SH,603222,济民制药,化学制药,36.6,628.48
75,002772.SZ,002772,众兴菌业,种植业,9.19,625.76
76,300689.SZ,300689,澄天伟业,元器件,31.23,622.11
77,603515.SH,603515,欧普照明,电气设备,33.14,617.98
78,600382.SH,600382,广东明珠,商贸代理,10.22,616.45
79,601992.SH,601992,金隅集团,水泥,3.6,611.84
80,600612.SH,600612,老凤祥,服饰,42.52,611.62
81,603027.SH,603027,千禾味业,食品,18.38,607.15
82,603978.SH,603978,深圳新星,铝,22.98,604.04
83,300632.SZ,300632,光莆股份,半导体,15.12,603.18
84,600104.SH,600104,上汽集团,汽车整车,24.28,598.48
85,603920.SH,603920,世运电路,元器件,14.04,598.07
86,603043.SH,603043,广州酒家,食品,30.12,596.7
87,600298.SH,600298,安琪酵母,食品,29.61,594.33
88,002735.SZ,002735,王子新材,塑料,13.62,585.38
89,002852.SZ,002852,道道全,食品,14.81,582.55
90,300720.SZ,300720,海川智能,电器仪表,25.76,582.5
91,600766.SH,600766,园城黄金,黄金,8.79,582.41
92,603080.SH,603080,新疆火炬,供气供热,19.65,580.85
93,600526.SH,600526,*ST菲达,环境保护,5.21,575.5
94,300563.SZ,300563,神宇股份,通信设备,32.12,574.46
