,ts_code,symbol,name,industry,COL_EIGEN_SLOPE,COL_LAST_PCT_CHG,COL_LASTPRICE
0,300299.SZ,300299,富春股份,通信设备,5.25,10.0629,7.0
1,002231.SZ,002231,奥维通信,通信设备,7.46,10.0599,9.19
2,300397.SZ,300397,天和防务,通信设备,9.24,10.0123,26.81
3,002796.SZ,002796,世嘉科技,专用机械,7.75,10.0084,39.35
4,600775.SH,600775,南京熊猫,通信设备,8.14,9.9931,15.96
5,300698.SZ,300698,万马科技,通信设备,8.77,9.985,22.03
6,300292.SZ,300292,吴通控股,软件服务,5.21,9.98,5.51
7,002547.SZ,002547,春兴精工,通信设备,10.12,9.9688,10.59
8,300593.SZ,300593,新雷能,电气设备,3.3,6.5012,21.46
9,002384.SZ,002384,东山精密,通信设备,3.89,5.4453,20.72
10,600198.SH,600198,*ST大唐,通信设备,5.84,5.0273,17.34
11,002194.SZ,002194,*ST凡谷,通信设备,6.05,5.0023,23.09
12,600289.SH,600289,*ST信通,软件服务,3.29,4.908,3.42
13,300079.SZ,300079,数码科技,通信设备,6.14,4.8815,7.52
14,300638.SZ,300638,广和通,通信设备,6.25,4.8002,70.3
15,300493.SZ,300493,润欣科技,通信设备,2.83,4.7373,12.16
16,603991.SH,603991,至正股份,塑料,4.18,3.3495,23.45
17,300025.SZ,300025,华星创业,通信设备,4.54,3.2558,6.66
18,603220.SH,603220,贝通信,通信设备,6.49,3.004,35.66
19,002115.SZ,002115,三维通信,通信设备,6.6,3.0,14.42
20,300394.SZ,300394,天孚通信,通信设备,5.41,2.9803,35.59
21,603042.SH,603042,华脉科技,通信设备,4.29,2.6813,16.85
22,603186.SH,603186,华正新材,元器件,3.23,2.2052,31.98
23,300711.SZ,300711,广哈通信,通信设备,8.74,2.16,25.54
24,002475.SZ,002475,立讯精密,元器件,2.67,1.9946,26.59
25,002093.SZ,002093,国脉科技,电信运营,2.83,1.6634,10.39
26,000063.SZ,000063,中兴通讯,通信设备,3.61,1.5797,34.08
27,002579.SZ,002579,中京电子,元器件,2.69,1.4876,12.28
28,000917.SZ,000917,电广传媒,影视音像,3.6,1.4723,8.96
29,000070.SZ,000070,特发信息,通信设备,5.81,1.3258,16.05
30,002089.SZ,002089,新海宜,通信设备,4.96,1.2174,5.82
31,300259.SZ,300259,新天科技,电器仪表,2.21,1.2136,4.17
32,002138.SZ,002138,顺络电子,元器件,2.48,1.1334,19.63
33,002217.SZ,002217,合力泰,元器件,1.49,1.0463,6.76
34,300123.SZ,300123,亚光科技,船舶,2.13,1.0324,13.7
35,300629.SZ,300629,新劲刚,矿物制品,1.33,0.8445,20.3
36,300408.SZ,300408,三环集团,元器件,3.05,0.8057,21.27
37,300684.SZ,300684,中石科技,化工原料,2.01,0.7415,39.4
38,600703.SH,600703,三安光电,半导体,-3.56,0.6762,13.4
39,300414.SZ,300414,中光防雷,元器件,3.0,0.5114,25.55
40,000008.SZ,000008,神州高铁,运输设备,-1.77,0.4175,4.81
41,603678.SH,603678,火炬电子,元器件,-1.35,0.3899,20.6
42,300726.SZ,300726,宏达电子,元器件,1.5,0.3687,21.78
43,300217.SZ,300217,东方电热,电器仪表,2.14,0.2985,3.36
44,300319.SZ,300319,麦捷科技,元器件,2.57,0.2695,7.44
45,300134.SZ,300134,大富科技,通信设备,3.34,0.254,15.79
46,000836.SZ,000836,富通鑫茂,通信设备,4.85,0.2119,4.73
47,002927.SZ,002927,泰永长征,电气设备,1.17,0.1475,33.95
48,300209.SZ,300209,天泽信息,软件服务,1.19,0.144,13.91
49,000810.SZ,000810,创维数字,家用电器,-2.46,0.0904,11.07
50,603559.SH,603559,中通国脉,通信设备,3.72,0.0376,26.58
51,002309.SZ,002309,中利集团,电气设备,-1.28,0.0,9.64
52,002885.SZ,002885,京泉华,元器件,-4.14,-0.0403,24.79
53,002364.SZ,002364,中恒电气,电气设备,1.69,-0.1733,11.52
54,002725.SZ,002725,跃岭股份,汽车配件,1.77,-0.183,10.91
55,300537.SZ,300537,广信材料,染料涂料,2.11,-0.1898,15.78
56,300563.SZ,300563,神宇股份,通信设备,2.65,-0.2737,29.15
57,300620.SZ,300620,光库科技,元器件,-0.57,-0.3147,41.18
