,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,688668.SH,688668,鼎通科技,元器件,38.4,1.0,12.0,7.42,,0.0
1,603025.SH,603025,大豪科技,IT设备,24.79,3.0,12.0,227.65,香港中央结算有限公司(陆股通),1.0
2,605299.SH,605299,舒华体育,文教休闲,13.8,2.0,8.0,6.9,,0.0
3,003026.SZ,003026,中晶科技,半导体,24.2,3.0,6.0,6.04,,0.0
4,001896.SZ,001896,豫能控股,火力发电,7.1,2.0,6.0,81.69,,0.0
5,600006.SH,600006,东风汽车,汽车整车,10.19,2.0,5.0,203.8,"平安资产-工商银行-平安资产创赢18号资产管理产品
基本养老保险基金一三零一组合
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
平安资管-农业银行-平安资产如意35号资产管理产品
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",6.0
6,600199.SH,600199,金种子酒,白酒,20.48,2.0,5.0,124.2,"中央汇金资产管理有限责任公司
中国银行股份有限公司-招商中证白酒指数分级证券投资基金",2.0
7,605500.SH,605500,N森林,造纸,27.32,1.0,4.0,13.66,,0.0
8,605186.SH,605186,N健麾,专用机械,20.45,1.0,4.0,6.95,,0.0
9,600121.SH,600121,郑州煤电,煤炭开采,5.85,3.0,3.0,71.28,中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金,1.0
10,002756.SZ,002756,永兴材料,特种钢,45.4,2.0,3.0,106.93,基本养老保险基金一零零三组合,1.0
11,600059.SH,600059,古越龙山,红黄酒,16.89,3.0,3.0,136.56,"中国银行股份有限公司-富兰克林国海中小盘股票型证券投资基金
中国对外经济贸易信托有限公司-外贸信托·锐进16期中欧瑞博证券投资集合资金信托计划
中国农业银行股份有限公司-富兰克林国海弹性市值混合型证券投资基金
中央汇金资产管理有限责任公司
中国对外经济贸易信托有限公司-外贸信托-中欧瑞博成长智投证券投资集合资金信托计划
招商银行股份有限公司-富兰克林国海基本面优选混合型证券投资基金",6.0
12,600292.SH,600292,远达环保,环境保护,6.39,2.0,2.0,49.89,中央汇金资产管理有限责任公司,1.0
13,600110.SH,600110,诺德股份,电气设备,8.65,2.0,2.0,99.5,"基本养老保险基金一二零六组合
中国建设银行股份有限公司-华夏兴和混合型证券投资基金
中国对外经济贸易信托有限公司-鸿道3期",3.0
14,000550.SZ,000550,江铃汽车,汽车整车,22.11,2.0,2.0,114.63,中央汇金资产管理有限责任公司,1.0
15,600616.SH,600616,金枫酒业,红黄酒,11.94,2.0,2.0,79.88,,0.0
16,002553.SZ,002553,南方轴承,汽车配件,9.74,2.0,2.0,22.82,"上海嘉恳资产管理有限公司-嘉恳兴丰17号私募证券投资基金
华泰证券资管-南京银行-华泰家园10号集合资产管理计划",2.0
17,000899.SZ,000899,赣能股份,火力发电,5.45,2.0,2.0,53.17,,0.0
18,000821.SZ,000821,京山轻机,轻工机械,8.93,2.0,2.0,40.81,"天风证券-光大银行-证券行业支持民企发展系列之天风证券1号集合资产管理计划
京山京源-华创证券-19京源E1担保及信托财产专户",2.0
19,603110.SH,603110,东方材料,染料涂料,23.87,2.0,2.0,34.31,,0.0
20,000713.SZ,000713,丰乐种业,种植业,13.93,2.0,2.0,55.62,,0.0
21,601579.SH,601579,会稽山,红黄酒,15.05,2.0,2.0,74.85,"上海大丰资产管理有限公司
浙商金汇信托股份有限公司-浙金·汇利36号证券投资集合资金信托计划",2.0
22,003006.SZ,003006,百亚股份,造纸,27.65,1.0,1.0,11.83,杭州优益增投资管理有限公司-优益增3号私募基金,1.0
23,002967.SZ,002967,广电计量,综合类,30.61,1.0,1.0,58.0,"富达管理及研究公司有限责任公司-富达新兴亚洲基金(交易所)
招商银行股份有限公司-广发新经济混合型发起式证券投资基金
中国工商银行-广发聚丰混合型证券投资基金
中国工商银行-广发稳健增长证券投资基金
汇添富基金管理股份有限公司-社保基金四二三组合
基本养老保险基金一二零五组合
全国社保基金五零一组合
中国建设银行股份有限公司-易方达国防军工混合型证券投资基金",8.0
24,002850.SZ,002850,科达利,机械基件,84.8,1.0,1.0,110.25,"基本养老保险基金八零四组合
招商银行股份有限公司-银华心怡灵活配置混合型证券投资基金
中国工商银行股份有限公司-银华中小盘精选混合型证券投资基金
中国农业银行股份有限公司-华夏复兴混合型证券投资基金
中国工商银行股份有限公司-易方达新兴成长灵活配置混合型证券投资基金
中国建设银行股份有限公司-银华核心价值优选混合型证券投资基金
中国工商银行股份有限公司-嘉实智能汽车股票型证券投资基金
基本养老保险基金一二零六组合",8.0
25,605009.SH,605009,豪悦护理,造纸,232.77,1.0,1.0,62.08,"中国建设银行股份有限公司-嘉实泰和混合型证券投资基金
中国国际金融香港资产管理有限公司-客户资金2
全国社保基金一一二组合
国泰基金-浦发银行-国泰-禾盈1号资产管理计划
上海绿山投资中心(有限合伙)-绿山投资中国优势私募证券投资基金
国泰基金-上海银行-国泰基金格物2号集合资产管理计划
全国社保基金五零四组合",7.0
26,002838.SZ,002838,道恩股份,塑料,25.85,1.0,1.0,86.81,"南京惠冠资产管理有限公司-南京惠冠榕泉价值1期私募证券投资基金
招商证券资管-北京诚通金控投资有限公司-招商资管-诚通金控1号单一资产管理计划
上海阿杏投资管理有限公司-蒹葭私募投资基金
香港中央结算有限公司(陆股通)",4.0
27,600165.SH,600165,新日恒力,化工原料,7.3,1.0,1.0,50.0,"国通信托有限责任公司-国通信托·紫金8号集合资金信托计划
福州泛太平洋基金管理有限公司-领航五号私募证券投资基金",2.0
28,000521.SZ,000521,长虹美菱,家用电器,4.63,1.0,1.0,40.4,"财通基金-宁波银行-海通兴泰(安徽)新兴产业投资基金(有限合伙)
中国建设银行股份有限公司-华夏中证四川国企改革交易型开放式指数证券投资基金",2.0
29,603960.SH,603960,克来机电,专用机械,42.88,1.0,1.0,110.31,"香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-上投摩根新兴动力混合型证券投资基金
中国工商银行-易方达价值成长混合型证券投资基金
全国社保基金四一三组合
中国农业银行股份有限公司-嘉实新兴产业股票型证券投资基金
施罗德投资管理(香港)有限公司-施罗德环球基金系列大中华(交易所)",6.0
30,600543.SH,600543,莫高股份,红黄酒,11.35,1.0,1.0,36.45,中信证券-甘肃兴陇资本管理有限公司-中信证券兴陇1号单一资产管理计划,1.0
31,601012.SH,601012,隆基股份,电气设备,87.9,1.0,1.0,3315.31,"中央汇金资产管理有限责任公司
中国工商银行股份有限公司-广发双擎升级混合型证券投资基金
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-广发科技先锋混合型证券投资基金",4.0
32,603063.SH,603063,禾望电气,电气设备,20.34,1.0,1.0,86.73,,0.0
33,603069.SH,603069,海汽集团,公路,22.11,1.0,1.0,69.87,浙江九章资产管理有限公司-九章幻方中证500量化进取4号私募基金,1.0
34,600851.SH,600851,海欣股份,化学制药,8.73,1.0,1.0,64.45,"中央汇金资产管理有限责任公司
重庆国际信托股份有限公司-兴国2号集合资金信托
深圳市惠和投资基金管理有限公司-深圳市惠和基金惠和2号证券投资基金
重庆国际信托股份有限公司-兴国1号集合资金信托计划",4.0
35,600744.SH,600744,华银电力,火力发电,3.23,1.0,1.0,26.73,创金合信基金-招商银行-湖南轻盐创投定增资产管理计划,1.0
36,600686.SH,600686,金龙汽车,汽车整车,8.76,1.0,1.0,53.15,华润深国投信托有限公司-泽熙1期单一资金信托,1.0
37,600573.SH,600573,惠泉啤酒,啤酒,12.27,1.0,1.0,30.68,"上海昀启投资有限公司-昀启投资-私募学院菁英69号基金
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金",2.0
38,600517.SH,600517,国网英大,电气设备,5.83,1.0,1.0,102.78,"中央汇金资产管理有限责任公司
领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金",3.0
39,600267.SH,600267,海正药业,化学制药,18.41,1.0,1.0,177.75,"上海银叶投资有限公司-银叶-攻玉主题精选2期私募证券投资基金
中央汇金资产管理有限责任公司
上海融昌资产管理有限公司",3.0
40,600460.SH,600460,士兰微,半导体,21.62,1.0,1.0,283.67,"香港中央结算有限公司(陆股通)
国泰君安证券股份有限公司-国联安中证全指半导体产品与设备交易型开放式指数证券投资基金
中国建设银行股份有限公司-华夏国证半导体芯片交易型开放式指数证券投资基金
中国银行股份有限公司-国泰CES半导体芯片行业交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司",5.0
41,603799.SH,603799,华友钴业,小金属,67.5,1.0,1.0,747.33,"兴业银行股份有限公司-广发稳健优选六个月持有期混合型证券投资基金
中国工商银行股份有限公司-广发价值优势混合型证券投资基金
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-南方中证申万有色金属交易型开放式指数证券投资基金",4.0
42,603880.SH,603880,南卫股份,医疗保健,12.78,1.0,1.0,28.08,中国建设银行股份有限公司-博道伍佰智航股票型证券投资基金,1.0
43,600313.SH,600313,农发种业,种植业,5.86,1.0,1.0,59.74,"新活力资本投资有限公司-新活力稳进私募基金
现代种业发展基金有限公司
中国工商银行股份有限公司-天弘文化新兴产业股票型证券投资基金",3.0
