,ts_code,symbol,name,industry,COL_LASTPRICE,COL_DAILY_BREAK,COL_DAILY_BREAK_OFFSET1,COL_FLOAT_HOLDERS
0,601000.SH,601000,唐山港,港口,2.24,True,True,"云南国际信托有限公司-云南信托·大西部丝绸之路1号集合资金信托计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)"
1,300111.SZ,300111,向日葵,半导体,2.53,True,False,
2,600322.SH,600322,天房发展,区域地产,2.7,True,True,"上海嘉恳资产管理有限公司-嘉恳水滴9号私募证券投资基金
上海理石投资管理有限公司-理石烜鼎赢新套利4号私募证券投资基金
重庆国际信托股份有限公司-重庆信托-渝信创新优势玖号集合资金信托
重庆国际信托股份有限公司-渝信创新优势拾叁号集合资金信托
重庆国际信托股份有限公司-兴国2号集合资金信托"
3,002305.SZ,002305,南国置业,区域地产,2.74,True,False,"东吴基金-上海银行-渤海国际信托股份有限公司
东吴基金-上海银行-东吴鼎利6020号资产管理计划
东吴基金-上海银行-渤海国际信托股份有限公司
东吴基金-上海银行-东吴鼎利6020号资产管理计划"
4,600275.SH,600275,ST昌鱼,农业综合,2.77,True,True,
5,002496.SZ,002496,*ST辉丰,农药化肥,2.93,True,True,
6,600578.SH,600578,京能电力,火力发电,2.96,True,True,"中央汇金资产管理有限责任公司
哈尔滨市道里区慈善基金会
中央汇金资产管理有限责任公司
哈尔滨市道里区慈善基金会
中央汇金资产管理有限责任公司
哈尔滨市道里区慈善基金会"
7,002431.SZ,002431,棕榈股份,建筑工程,3.04,True,True,中央汇金资产管理有限责任公司
8,600586.SH,600586,金晶科技,玻璃,3.07,True,False,"中央汇金资产管理有限责任公司
嘉实基金-农业银行-嘉实中证金融资产管理计划
中国建设银行股份有限公司-广发中证全指建筑材料指数型发起式证券投资基金
香港中央结算有限公司(陆股通)"
9,600870.SH,600870,ST厦华,家用电器,3.28,True,True,
