,ts_code,name,industry,COL_LASTPRICE,concept,circ_mv
0,300615.SZ,欣天科技,元器件,28.26,"5G, ",11.05亿
1,300656.SZ,民德电子,电脑设备,27.14,"无人机, 无人驾驶, 移动支付, 半导体, 国产芯片, ",13.88亿
2,603977.SH,国泰集团,化工原料,11.08,"稀土磁材, 股权转让, 民爆, 高铁轨交, 资产重组, ",19.5亿
3,000975.SZ,银泰资源,铅锌,12.65,"内蒙古, 有色-锌, 回购, 有色金属, 业绩预增, 黄金, ",155.43亿
4,002902.SZ,铭普光磁,元器件,39.1,"5G, 光通信, 华为产业链, 高送转, ",28.26亿
5,002093.SZ,国脉科技,电信运营,9.9,"5G, 教育, 物联网, 数字中国, 云计算, ",98.17亿
6,002945.SZ,华林证券,证券,13.77,"券商, ",37.18亿
7,603042.SH,华脉科技,通信设备,15.76,"5G, 光通信, ",15.92亿
8,002237.SZ,恒邦股份,黄金,11.67,"股权转让, 黄金, ",99.39亿
9,000010.SZ,*ST美丽,建筑施工,3.8,"园林, PPP, 股权转让, 股权争夺, ST股, ",19.84亿
10,000785.SZ,武汉中商,百货,10.85,"新零售, 家具家居, 资产重组, ",27.24亿
11,300592.SZ,华凯创意,软件服务,12.02,"装修装饰, 人脸识别, ",
12,300209.SZ,天泽信息,软件服务,12.88,"5G, 社保重仓, 破净股, 物联网, 无人驾驶, 高质押率, 国产软件, 资产重组, ",33.97亿
13,600831.SH,广电网络,影视音像,11.57,"大数据, 云计算, 智慧城市, 广电, 知识产权, ",77.2亿
14,300736.SZ,百邦科技,通信设备,20.6,"高送转, 苹果产业链, 国资入股, ",10.35亿
15,603686.SH,龙马环卫,专用机械,13.04,"定增破发, PPP, ",38.72亿
16,600936.SH,广西广电,影视音像,4.84,"阿里巴巴概念股, 大数据, 广西, 广电, ",57.89亿
17,300731.SZ,科创新源,橡胶,27.33,"高送转-预期, 华为产业链, 汽车零部件, 创投, ",16.05亿
18,603978.SH,深圳新星,铝,22.65,"有色-铝, 有色金属, 国资入股, ",17.24亿
19,002848.SZ,高斯贝尔,通信设备,13.23,"5G, 被动元件, 家电, 黑色家电, ",11.59亿
20,300205.SZ,天喻信息,元器件,14.9,"教育, 物联网, 网络安全, 数字中国, 互联网金融, 移动支付, 国产软件, 高校系, ",63.47亿
21,603559.SH,中通国脉,通信设备,21.37,"5G, 云计算, ",17.99亿
22,000818.SZ,航锦科技,化工原料,12.0,"烧碱, 环氧丙烷, 军工, 军民融合, 兜底式增持, 燃料电池, 半导体, 国产芯片, 创投, ",
23,600547.SH,山东黄金,黄金,32.97,"MSCI, 债转股-AMC, 山东国企改革, 人民币贬值受益, 黄金, ",478.56亿
24,600988.SH,赤峰黄金,黄金,5.54,"内蒙古, 有色-锌, 有色金属, 人民币贬值受益, 资产重组, 黄金, ",79.02亿
25,600353.SH,旭光股份,元器件,5.79,"业绩预增, ",
26,601858.SH,中国科传,出版业,11.9,"中字头, 中科院系, 知识产权, ",22.67亿
27,002939.SZ,长城证券,证券,13.97,"券商, 央企改革, ",43.35亿
28,000603.SZ,盛达矿业,铅锌,10.47,"有色-锌, 有色金属, 互联网金融, 资产重组, ",48.5亿
29,300543.SZ,朗科智能,电气设备,20.55,"锂电池, 新能源汽车, ",8.75亿
30,002908.SZ,德生科技,元器件,20.24,"高送转-预期, 数字中国, 移动支付, 高送转, 医疗信息化, ",15.89亿
31,600363.SH,联创光电,元器件,9.67,"新能源汽车, 国产芯片, LED, 充电桩, ",42.88亿
32,603819.SH,神力股份,电气设备,19.0,"回购, 风电, ",10.66亿
33,002860.SZ,星帅尔,电气设备,19.7,"5G, 资产重组, ",9.31亿
34,600489.SH,中金黄金,黄金,8.47,"MSCI, 央企改革, 有色金属, 债转股-AMC, 有色-铜, 人民币贬值受益, 黄金, ",292.31亿
35,300678.SZ,中科信息,软件服务,22.01,"中科院系, 数字中国, 智能制造, 机器视觉, ",18.34亿
36,603083.SH,剑桥科技,通信设备,30.72,"5G, 光通信, 工业互联网, ",20.13亿
37,000668.SZ,荣丰控股,区域地产,17.2,"房地产, ",25.23亿
38,300597.SZ,吉大通信,通信设备,15.37,"5G, 智慧城市, 高校系, ",20.85亿
39,603901.SH,永创智能,专用机械,8.3,"社保重仓, 回购, 工业自动化, 智能制造, 机器视觉, 包装印刷, 机器人, ",15.27亿
40,002792.SZ,通宇通讯,通信设备,30.5,"5G, 光通信, 华为产业链, 高送转, ",68.69亿
41,600498.SH,烽火通信,通信设备,27.83,"5G, 光通信, 央企改革, 网络安全, 大数据, 云计算, ",308.06亿
42,002085.SZ,万丰奥威,汽车配件,7.51,"有色-镁, 特斯拉, 有色金属, 汽车零部件, ",158.74亿
43,300560.SZ,中富通,通信设备,18.88,"5G, 华为产业链, 军工, 军民融合, 数字中国, ",12.64亿
44,000966.SZ,长源电力,火力发电,5.22,"火电, 电改, 央企改革, 社保重仓, 业绩预增, 创投, ",57.85亿
45,603666.SH,亿嘉和,专用机械,54.06,"特高压, 智能制造, 机器人, ",13.28亿
46,000063.SZ,中兴通讯,通信设备,29.78,"5G, 光通信, 白马股, MSCI, 物联网, 百度概念股, 互联网金融, 移动支付, 大数据, 云计算, 人工智能, 智慧城市, ",1022.52亿
47,300484.SZ,蓝海华腾,电气设备,11.38,"工业自动化, 智能制造, ",15.13亿
48,601939.SH,建设银行,银行,7.16,"银行, MSCI, 破净股, ",686.91亿
49,000032.SZ,深桑达A,元器件,9.15,"央企改革, 军工研究所, 业绩预增, 军工, 无线充电, 无人商店, 智慧城市, 高铁轨交, 智慧安防, ",37.63亿
50,002217.SZ,合力泰,元器件,5.62,"5G, OLED, PCB板, 华为产业链, 小米概念股, 无线充电, 指纹识别, 3D玻璃, 股权转让, 国资入股, ",144.21亿
51,600382.SH,广东明珠,商贸代理,10.11,"破净股, 房地产, 铁矿石, ",34.55亿
