,ts_code,symbol,name,industry,COL_CHG,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,002622.SZ,002622,融钰集团,综合类,68.40731070496085,54.18,"创隆资产管理有限公司
陕西省国际信托股份有限公司-陕国投·鑫鑫向荣78号证券投资集合资金信托计划",2.0
1,002386.SZ,002386,天原股份,化工原料,56.25,83.91,"中央汇金资产管理有限责任公司
中国工商银行股份有限公司-万家科创板2年定期开放混合型证券投资基金
中国建设银行股份有限公司-万家科创主题3年封闭运作灵活配置混合型证券投资基金
中国东方资产管理股份有限公司",4.0
2,002762.SZ,002762,金发拉比,服饰,37.65718067504964,40.07,,0.0
3,002900.SZ,002900,哈三联,化学制药,34.308510638297875,51.75,"中瑞国信资产管理有限公司
中合供销一期(上海)股权投资基金合伙企业(有限合伙)",2.0
4,000718.SZ,000718,苏宁环球,区域地产,33.03684879288438,239.68,"安徽省铁路发展基金股份有限公司
香港中央结算有限公司(陆股通)",2.0
5,600321.SH,600321,正源股份,其他建材,32.16080402010051,39.73,,0.0
6,601567.SH,601567,三星医疗,电器仪表,29.729729729729737,239.6,"香港中央结算有限公司(陆股通)
上海雷根资产管理有限公司-雷根添宝全天候三号私募证券投资基金
上海雷根资产管理有限公司-雷根CTA复合策略3号私募基金
金鹰基金-浦发银行-金鹰穗通定增136号资产管理计划",4.0
7,002802.SZ,002802,洪汇新材,化工原料,28.995863106430985,36.64,,0.0
8,603630.SH,603630,拉芳家化,日用化工,28.495339547270305,64.98,"中国农业银行股份有限公司-工银瑞信消费行业股票型证券投资基金
招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
中国建设银行股份有限公司-南方瑞合三年定期开放混合型发起式证券投资基金(LOF)",3.0
9,003020.SZ,003020,立方制药,化学制药,28.4879974551179,14.59,,0.0
10,603987.SH,603987,康德莱,医疗保健,26.45914396887159,128.1,"中国建设银行股份有限公司-国泰价值经典灵活配置混合型证券投资基金(LOF)
中国建设银行股份有限公司-国泰大健康股票型证券投资基金
中国工商银行股份有限公司-中欧医疗健康混合型证券投资基金
交通银行股份有限公司-国泰金鹰增长灵活配置混合型证券投资基金
中国工商银行股份有限公司-融通健康产业灵活配置混合型证券投资基金
中国工商银行股份有限公司-海富通中小盘混合型证券投资基金
中国建设银行股份有限公司-国泰医药健康股票型证券投资基金
中国建设银行股份有限公司-国泰研究精选两年持有期混合型证券投资基金",8.0
11,600738.SH,600738,丽尚国潮,百货,25.787965616045838,67.85,"香港中央结算有限公司(陆股通)
卿云投资管理有限公司-卿云5期私募投资基金",2.0
12,000615.SZ,000615,奥园美谷,化纤,24.52830188679245,219.0,海通证券资管-中信银行-证券行业支持民企发展系列之海通证券资管7号集合资产管理计划,1.0
13,000650.SZ,000650,仁和药业,中成药,24.00382873920477,154.73,香港中央结算有限公司(陆股通),1.0
14,600222.SH,600222,太龙药业,中成药,20.847457627118636,40.92,,0.0
15,600713.SH,600713,南京医药,医药商业,19.82667138309162,56.46,,0.0
16,000560.SZ,000560,我爱我家,房产服务,19.4647201946472,110.86,,0.0
17,002612.SZ,002612,朗姿股份,服饰,15.353851504086258,173.38,"广东逸信基金管理有限公司-逸信汇富1号朗姿股份私募投资基金
江苏中韩晨晖朗姿股权投资基金(有限合伙)
中原信托有限公司-金融产品投资20160303号单一资金信托",3.0
18,000516.SZ,000516,国际医学,医疗保健,15.267605633802827,394.66,"中国工商银行-南方绩优成长股票型证券投资基金
泰达宏利基金-民生银行-泰达宏利价值成长定向增发170号资产管理计划
香港中央结算有限公司(陆股通)",3.0
19,603222.SH,603222,济民制药,化学制药,14.34948979591837,57.38,深圳前海正帆投资管理有限公司-正帆敏行4号私募证券投资基金,1.0
20,002172.SZ,002172,澳洋健康,化纤,13.545150501672243,52.48,,0.0
21,600206.SH,600206,有研新材,半导体,13.087248322147648,113.78,"广东粤财信托有限公司-粤财信托·粤中3号集合资金信托计划
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-南方中证申万有色金属交易型开放式指数证券投资基金
国泰君安证券股份有限公司-国联安中证全指半导体产品与设备交易型开放式指数证券投资基金
中国建设银行股份有限公司-国泰国证有色金属行业指数分级证券投资基金",5.0
22,002054.SZ,002054,德美化工,化工原料,12.71617497456765,34.29,中央汇金资产管理有限责任公司,1.0
23,000538.SZ,000538,云南白药,中成药,12.183784750156423,755.72,"全国社保基金一一八组合
中央汇金资产管理有限责任公司
瑞银资产管理(新加坡)有限公司-瑞银卢森堡投资SICAV
香港中央结算有限公司(陆股通)",4.0
24,300962.SZ,300962,中金辐照,综合类,11.748195669607053,17.45,,0.0
25,600814.SH,600814,杭州解百,百货,9.681881051175644,56.7,,0.0
26,002728.SZ,002728,特一药业,中成药,9.380982769623492,21.79,,0.0
27,000150.SZ,000150,宜华健康,医疗保健,8.840864440078589,44.65,广发证券资管-浦发银行-广发原驰·宜华健康1号集合资产管理计划,1.0
28,603998.SH,603998,方盛制药,中成药,8.399366085578453,29.37,,0.0
29,000592.SZ,000592,平潭发展,林业,7.9510703363914415,67.56,香港中央结算有限公司(陆股通),1.0
30,600196.SH,600196,复星医药,化学制药,7.630906768837797,1355.79,"中央汇金资产管理有限责任公司
中国工商银行-上证50交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)",3.0
31,600420.SH,600420,国药现代,化学制药,7.43879472693032,117.18,,0.0
32,002626.SZ,002626,金达威,食品,7.4363992172211235,304.56,"中央汇金资产管理有限责任公司
全国社保基金六零四组合
香港中央结算有限公司(陆股通)",3.0
33,600735.SH,600735,新华锦,商贸代理,5.102040816326525,30.98,,0.0
34,600200.SH,600200,江苏吴中,化学制药,4.492939666238782,57.99,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",2.0
35,002137.SZ,002137,实益达,通信设备,4.460966542750944,21.32,,0.0
36,603058.SH,603058,永吉股份,广告包装,4.4097232477774195,29.62,上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金,1.0
37,600812.SH,600812,华北制药,化学制药,4.339051463168508,168.63,"易方达基金-农业银行-易方达中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
中央汇金资产管理有限责任公司
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划",11.0
38,002004.SZ,002004,华邦健康,化学制药,4.047976011994003,126.25,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",2.0
39,600467.SH,600467,好当家,渔业,3.47490347490349,39.15,,0.0
40,605098.SH,605098,行动教育,文教休闲,3.4383954154727725,9.14,,0.0
41,000990.SZ,000990,诚志股份,化工原料,2.8771384136858646,165.77,香港中央结算有限公司(陆股通),1.0
42,603139.SH,603139,康惠制药,中成药,2.6035502958579926,17.32,陕西德同福方投资管理有限公司-陕西省新材料高技术创业投资基金(有限合伙),1.0
43,002345.SZ,002345,潮宏基,服饰,2.4482109227872195,48.13,,0.0
