,ts_code,symbol,name,industry,COL_CONTINUOUS_LIMIT,COL_LASTPRICE,concept,circ_mv
0,002077.SZ,002077,大港股份,区域地产,7.0,10.01,"房地产, 锂电池, 新能源汽车, 半导体, 科创板概念股, ",53.23亿
1,603697.SH,603697,有友食品,食品,5.0,18.25,,14.51亿
2,002953.SZ,002953,日丰股份,电气设备,4.0,22.19,,9.55亿
3,300292.SZ,300292,吴通控股,软件服务,4.0,8.44,"5G, 光通信, 华为产业链, 物联网, 滴滴出行概念股, 独角兽, ",86.9亿
4,300542.SZ,300542,新晨科技,软件服务,3.0,18.17,"高送转, 区块链, 国产软件, ",15.39亿
5,300778.SZ,300778,新城市,建筑施工,3.0,52.39,,10.48亿
6,002404.SZ,002404,嘉欣丝绸,纺织,3.0,7.58,"供应链金融, 纺织服装, 环杭州湾大湾区, 人民币贬值受益, 举牌股, ",34.8亿
7,000713.SZ,000713,丰乐种业,种植业,3.0,13.26,"农药, 安徽国企改革, 转基因, 乡村振兴, 业绩预增, 农业种植, 人造肉, ",39.63亿
8,300023.SZ,300023,宝德股份,专用机械,2.0,7.4,"油服, 页岩气, 工业自动化, 智能制造, 强势人气股, ",10.69亿
9,002316.SZ,002316,亚联发展,软件服务,2.0,10.85,"华为产业链, 新零售, 数字中国, 互联网金融, 移动支付, 大数据, 智慧城市, 独角兽, 电子车牌, ",31.84亿
10,000523.SZ,000523,广州浪奇,日用化工,2.0,6.8,"社保重仓, 粤港澳大湾区, 食品, 白糖, 工业大麻, ",42.63亿
11,002231.SZ,002231,奥维通信,通信设备,2.0,8.05,"5G, 养老产业, 壳公司, ",24.62亿
12,002708.SZ,002708,光洋股份,汽车配件,2.0,13.6,"汽车零部件, 股权转让, 壳公司, 创投, ",50.63亿
13,603722.SH,603722,阿科力,化工原料,2.0,28.82,"风电, 页岩气, 燃料电池, ",11.74亿
14,300342.SZ,300342,天银机电,元器件,2.0,12.34,"军工, 军民融合, 太赫兹, 白色家电, 家电, 股权转让, 国资入股, ",49.74亿
15,002238.SZ,002238,天威视讯,影视音像,2.0,11.1,"广电, 深圳本地股/深汕合作, ",68.53亿
16,600163.SH,600163,中闽能源,新型电力,1.0,4.4,"风电, 债转股-AMC, ",43.98亿
17,600191.SH,600191,华资实业,食品,1.0,6.22,"内蒙古, 参股券商, 食品, 白糖, ",30.16亿
18,600146.SH,600146,商赢环球,服饰,1.0,14.69,"纺织服装, 高质押率, 互联网金融, 区块链, 跨境电商, 宁夏, 强势人气股, ",29.38亿
19,600273.SH,600273,嘉化能源,化工原料,1.0,12.19,"烧碱, 煤化工, ",172.33亿
20,300742.SZ,300742,越博动力,汽车配件,1.0,33.0,"高送转-预期, 无人驾驶, 新能源汽车, ",12.99亿
21,600136.SH,600136,当代明诚,影视音像,1.0,11.51,"社保重仓, 高质押率, 足球, 体育产业, 影视, ",56.04亿
22,600127.SH,600127,金健米业,农业综合,1.0,5.54,"乡村振兴, 食品, 湖南国企改革, 乳业（奶粉）, ",35.55亿
23,300772.SZ,300772,运达股份,电气设备,1.0,21.91,"风电, ",16.1亿
24,600300.SH,600300,维维股份,软饮料,1.0,3.98,"回购, 饮料, 食品, 人造肉, ",66.55亿
25,300626.SZ,300626,华瑞股份,电气设备,1.0,8.6,"兜底式增持, 工业自动化, 智能制造, ",8.05亿
26,300508.SZ,300508,维宏股份,软件服务,1.0,37.75,"工业自动化, 智能制造, 工业互联网, ",15.6亿
27,300460.SZ,300460,惠伦晶体,元器件,1.0,9.21,"被动元件, 股权转让, 智慧安防, ",15.5亿
28,300391.SZ,300391,康跃科技,机械基件,1.0,8.69,"大飞机, 光伏, 工业自动化, 智能制造, 高送转, ",17.43亿
29,300338.SZ,300338,开元股份,文教休闲,1.0,12.94,"教育, 社保重仓, 智能仪表, ",24.34亿
30,600287.SH,600287,江苏舜天,商贸代理,1.0,8.04,"参股券商, 期货概念, ",35.12亿
31,600509.SH,600509,天富能源,火力发电,1.0,5.16,"火电, 电改, 国家队重仓, 破净股, 天然气, 新疆, 定增破发, 新疆国企改革, ",46.73亿
32,600313.SH,600313,农发种业,种植业,1.0,3.5,"央企改革, 转基因, 乡村振兴, 农垦, 土地流转, 农业种植, ",35.68亿
33,600378.SH,600378,天科股份,化工原料,1.0,14.28,"油服, 可燃冰, 央企改革, 业绩预增, 页岩气, 石油化工, 燃料电池, 资产重组, 碳交易, ",28.87亿
34,603880.SH,603880,南卫股份,医疗保健,1.0,10.86,"医疗器械, 资产重组, ",4.59亿
35,603776.SH,603776,永安行,公共交通,1.0,29.55,"新能源整车, 回购, 物联网, 燃料电池, 新能源汽车, 共享经济, 独角兽, 蚂蚁金服概念股, ",25.45亿
36,603320.SH,603320,迪贝电气,机械基件,1.0,24.87,,8.08亿
37,603055.SH,603055,台华新材,纺织,1.0,11.72,"涤纶, 锦纶（尼龙）, ",11.81亿
38,603032.SH,603032,德新交运,公路,1.0,32.15,"社保重仓, 业绩预增, 新疆, 资产重组, 强势人气股, ",25.21亿
39,603028.SH,603028,赛福天,钢加工,1.0,11.42,"壳公司, ",25.22亿
40,603020.SH,603020,爱普股份,食品,1.0,9.55,"人造肉, ",30.56亿
41,601908.SH,601908,京运通,电气设备,1.0,3.65,"风电, 光伏, ",72.75亿
42,601619.SH,601619,嘉泽新能,新型电力,1.0,4.92,"业绩预增, 风电, 光伏, 区块链, 资产重组, 宁夏, ",24.78亿
43,601008.SH,601008,连云港,港口,1.0,5.25,"一带一路, 港口, 回购, 中韩自贸区, 自贸区, ",53.3亿
44,600894.SH,600894,广日股份,运输设备,1.0,7.82,"国家队重仓, 破净股, 工业自动化, 智慧停车, 智能制造, 机器人, ",67.25亿
45,600834.SH,600834,申通地铁,公共交通,1.0,8.31,"上海国企改革, 移动支付, ",39.67亿
46,600794.SH,600794,保税科技,仓储物流,1.0,6.36,"军工, 军民融合, 快递物流, ",75.78亿
47,600758.SH,600758,红阳能源,煤炭开采,1.0,7.74,"煤炭, 电改, 风电, 燃料电池, 股权转让, 强势人气股, ",60.81亿
48,600662.SH,600662,强生控股,公共交通,1.0,6.37,"阿里巴巴概念股, 旅游, 汽车销售, 上海国企改革, 进口博览会, 共享经济, ",67.1亿
49,600626.SH,600626,申达股份,纺织,1.0,8.76,"汽车零部件, 上海国企改革, 进口博览会, ",62.22亿
50,600525.SH,600525,长园集团,电气设备,1.0,5.67,"特高压, 特斯拉, 粤港澳大湾区, 新能源汽车, 充电桩, ",74.04亿
51,600418.SH,600418,江淮汽车,汽车整车,1.0,5.65,"新能源整车, 汽车整车, 安徽国企改革, 蔚来汽车概念股, 破净股, 百度概念股, 无人驾驶, 新能源汽车, 工业互联网, 富勒烯, ",106.97亿
52,600410.SH,600410,华胜天成,软件服务,1.0,13.77,"阿里巴巴概念股, 国家队重仓, 回购, 业绩预增, 军工, 军民融合, 物联网, 智慧物流, 网络安全, 智能制造, 大数据, 云计算, 人工智能, 工业互联网, 智慧城市, 国产软件, 国产芯片, 科创板概念股, 透明工厂, ",151.3亿
53,300325.SZ,300325,德威新材,塑料,1.0,6.41,"特高压, 供应链金融, 锦纶（尼龙）, 燃料电池, 举牌股, 资产重组, ",63.87亿
54,300119.SZ,300119,瑞普生物,生物制药,1.0,25.92,"动物保健, ",49.92亿
55,300274.SZ,300274,阳光电源,电气设备,1.0,10.78,"阿里巴巴概念股, 社保重仓, 光伏, 储能, 新能源汽车, 充电桩, ",114.91亿
56,002490.SZ,002490,山东墨龙,化工机械,1.0,4.94,"油服, 海工装备, 业绩预增, 页岩气, 天然气, ",17.17亿
57,002476.SZ,002476,宝莫股份,化工原料,1.0,6.04,"油服, 页岩气, 天然气, 石油化工, ",35.41亿
58,002431.SZ,002431,棕榈股份,建筑施工,1.0,4.47,"教育, 旅游, 园林, 粤港澳大湾区, 雄安-园林环保, 特色小镇, 定增破发, PPP, 雄安新区, 足球, 股权转让, VR&AR, 国资入股, ",59.22亿
59,002391.SZ,002391,长青股份,农药化肥,1.0,9.52,"高股息, 农药, 社保重仓, 高送转, 草铵膦, ",33.94亿
60,002220.SZ,002220,天宝食品,食品,1.0,2.88,"破净股, 冷链, 低价股, 人造肉, ",19.04亿
61,002218.SZ,002218,拓日新能,半导体,1.0,3.42,"光伏, ",41.58亿
62,002214.SZ,002214,大立科技,电器仪表,1.0,9.79,"军工, 军民融合, 智能制造, 智慧安防, 机器人, 壳公司, ",34.98亿
63,002211.SZ,002211,宏达新材,橡胶,1.0,6.83,"有机硅, 雄安-园林环保, 雄安新区, 股权转让, ",29.54亿
64,002164.SZ,002164,宁波东力,电气设备,1.0,5.03,"风电, 定增破发, ",21.94亿
65,002140.SZ,002140,东华科技,建筑施工,1.0,9.89,"高股息, 固废处理, 国家队重仓, 央企改革, 供应链金融, 雄安-公共服务, 环保, 雄安新区, VR&AR, ",43.47亿
66,002057.SZ,002057,中钢天源,元器件,1.0,13.86,"硅锰, 央企改革, 债转股-AMC, 稀土磁材, 锂电池, 燃料电池, 新能源汽车, 高送转, ",44.3亿
67,002020.SZ,002020,京新药业,化学制药,1.0,12.78,"回购, 参股券商, 医药, 化学药, 迈瑞医疗概念股, ",75.21亿
68,001896.SZ,001896,豫能控股,火力发电,1.0,4.18,"火电, 电改, 破净股, 风电, 燃料电池, ",38.85亿
69,000862.SZ,000862,银星能源,新型电力,1.0,5.9,"央企改革, 风电, 光伏, 宁夏, 强势人气股, ",29.58亿
70,000815.SZ,000815,美利云,造纸,1.0,14.71,"大数据, 云计算, 造纸, 宁夏, ",46.6亿
71,000723.SZ,000723,美锦能源,焦炭加工,1.0,16.64,"煤炭, 油服, 新能源整车, 新进指数成份股, 石墨电极, 业绩预增, 高质押率, 燃料电池, 智能制造, 新能源汽车, 资产重组, 机器人, 强势人气股, ",179.92亿
72,000715.SZ,000715,中兴商业,百货,1.0,10.31,"新零售, 股权转让, ",28.72亿
73,000650.SZ,000650,仁和药业,中成药,1.0,9.53,"医药, 中药, 互联网金融, 互联网医疗, 眼科, 工业大麻, ",112.49亿
74,000616.SZ,000616,海航投资,全国地产,1.0,3.33,"业绩预增, 养老产业, 房地产, 资产重组, ",47.63亿
75,000568.SZ,000568,泸州老窖,白酒,1.0,77.72,"MSCI, 白酒, ",1134.79亿
76,002481.SZ,002481,双塔食品,食品,1.0,7.11,"海底捞概念股, 业绩预增, 保健品, 食品, 山东国企改革, 燃料乙醇, 人造肉, ",78.72亿
77,002504.SZ,002504,弘高创意,装修装饰,1.0,4.09,"特色小镇, 独角兽, 装修装饰, ST摘帽, ",16.95亿
78,300221.SZ,300221,银禧科技,塑料,1.0,7.74,"石墨电极, 有色金属, 业绩预增, 有色-钴, 宁德时代概念股, 3D打印, 智能制造, LED, ",32.77亿
79,002519.SZ,002519,银河电子,通信设备,1.0,4.58,"回购, 军工, 军民融合, 家电, 新能源汽车, 黑色家电, 充电桩, 广电, ",38.08亿
80,300207.SZ,300207,欣旺达,元器件,1.0,13.08,"华为产业链, 社保重仓, 回购, 业绩预增, 锂电池, 小米概念股, 无线充电, 新能源汽车, 石墨烯, VR&AR, 苹果产业链, 国资入股, ",182.76亿
81,300202.SZ,300202,聚龙股份,专用机械,1.0,7.99,"国家队重仓, 社保重仓, 物联网, 高质押率, 智能制造, 互联网金融, 区块链, 无人商店, 机器视觉, 资产重组, 人脸识别, ",32.87亿
82,000558.SZ,000558,莱茵体育,文教休闲,1.0,4.02,"特色小镇, 高质押率, 房地产, 足球, 股权转让, 电竞, 彩票, 国资入股, 体育产业, ",51.79亿
83,300118.SZ,300118,东方日升,半导体,1.0,11.54,"回购, 光伏, 储能, ",80.38亿
84,300111.SZ,300111,向日葵,半导体,1.0,2.61,"光伏, 医药, 化学药, 新能源汽车, 低价股, 资产重组, 充电桩, ",29.16亿
85,300081.SZ,300081,恒信东方,文教休闲,1.0,11.48,"回购, 雄安-智慧城市, 雄安新区, VR&AR, 独角兽, 手势识别, 动漫, ",36.32亿
86,300029.SZ,300029,天龙光电,专用机械,1.0,5.58,"光伏, ",11.16亿
87,002931.SZ,002931,锋龙股份,汽车配件,1.0,30.12,"高送转-预期, 汽车零部件, ",7.97亿
88,002905.SZ,002905,金逸影视,影视音像,1.0,23.1,"影视, ",15.52亿
89,002886.SZ,002886,沃特股份,塑料,1.0,20.91,"5G, 国资入股, ",10.37亿
90,002836.SZ,002836,新宏泽,广告包装,1.0,15.51,"业绩预增, 包装印刷, 资产重组, ",8.74亿
91,002828.SZ,002828,贝肯能源,石油开采,1.0,12.72,"油服, 油气改革, 可燃冰, 页岩气, 天然气, 新疆, ",12.58亿
92,002825.SZ,002825,纳尔股份,化工原料,1.0,19.18,"业绩预增, 煤化工, ",7.79亿
93,002813.SZ,002813,路畅科技,汽车配件,1.0,29.78,"百度概念股, 无人驾驶, 共享经济, ",8.93亿
94,002786.SZ,002786,银宝山新,专用机械,1.0,8.25,"社保重仓, 工业自动化, 3D打印, 智能制造, ",31.33亿
95,002703.SZ,002703,浙江世宝,汽车配件,1.0,6.64,"汽车零部件, 无人驾驶, ",36.72亿
