,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_15,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,300898.SZ,300898,C熊猫,乳制品,64.62,2.0,2.0,51.0,17.1,,0.0
1,605358.SH,605358,立昂微,半导体,52.44,15.0,3.0,25.0,21.28,,0.0
2,300899.SZ,300899,C凯鑫,环境保护,79.99,2.0,2.0,23.0,12.76,,0.0
3,003009.SZ,003009,中天火箭,航空,53.14,12.0,3.0,15.0,20.64,,0.0
4,605111.SH,605111,新洁能,半导体,74.38,11.0,3.0,14.0,18.82,,0.0
5,605136.SH,605136,丽人丽妆,其他商业,41.53,10.0,3.0,13.0,16.62,,0.0
6,605338.SH,605338,巴比食品,食品,32.46,7.0,3.0,10.0,20.13,,0.0
7,300819.SZ,300819,聚杰微纤,化纤,49.62,3.0,2.0,5.0,12.34,"上海明汯投资管理有限公司-明汯量化中小盘增强1号私募证券投资基金
上海明汯投资管理有限公司-明汯股票中性专享1号私募证券投资基金
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金",3.0
8,605336.SH,605336,N帅丰,家用电器,38.48,2.0,2.0,5.0,13.54,,0.0
9,300519.SZ,300519,新光药业,中成药,27.34,2.0,2.0,4.0,31.19,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
10,300402.SZ,300402,宝色股份,专用机械,23.71,3.0,2.0,4.0,47.89,中央汇金资产管理有限责任公司,1.0
11,300419.SZ,300419,浩丰科技,软件服务,10.37,2.0,2.0,4.0,38.14,,0.0
12,300727.SZ,300727,润禾材料,化工原料,27.8,2.0,2.0,4.0,10.82,,0.0
13,003012.SZ,003012,N东鹏,陶瓷,17.34,1.0,1.0,4.0,24.8,,0.0
14,601568.SH,601568,北元集团,化工原料,14.11,1.0,1.0,3.0,50.95,,0.0
15,300713.SZ,300713,英可瑞,电气设备,32.75,4.0,2.0,3.0,21.06,深圳科乐投资管理企业(有限合伙)-科乐长虹私募证券投资基金,1.0
16,300297.SZ,300297,蓝盾股份,软件服务,7.09,2.0,2.0,3.0,70.71,香港中央结算有限公司(陆股通),1.0
17,605116.SH,605116,奥锐特,化学制药,22.5,8.0,3.0,3.0,9.22,,0.0
18,300563.SZ,300563,神宇股份,通信设备,40.94,1.0,1.0,2.0,20.17,,0.0
19,300880.SZ,300880,迦南智能,电器仪表,50.22,2.0,1.0,2.0,15.88,,0.0
20,300781.SZ,300781,因赛集团,广告包装,40.58,1.0,1.0,2.0,11.18,安徽科讯创业投资基金合伙企业(有限合伙),1.0
21,300520.SZ,300520,科大国创,软件服务,33.27,1.0,1.0,2.0,65.67,"上海雅弘股权投资基金中心(有限合伙)
安徽省铁路发展基金股份有限公司",2.0
22,300863.SZ,300863,卡倍亿,汽车配件,165.12,3.0,1.0,2.0,21.63,,0.0
23,300581.SZ,300581,晨曦航空,航空,40.33,5.0,1.0,2.0,69.27,"中国工商银行股份有限公司-国泰鑫睿混合型证券投资基金
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金",2.0
24,300112.SZ,300112,万讯自控,电器仪表,11.99,1.0,1.0,2.0,25.62,,0.0
