,ts_code,symbol,name,industry,COL_CONTINUOUS_LIMIT,COL_LASTPRICE,concept,circ_mv
0,300781.SZ,300781,因赛集团,广告包装,7.0,46.39,,9.8亿
1,603258.SH,603258,电魂网络,互联网,5.0,26.9,"阿里巴巴概念股, 腾讯概念股, 游戏, 手游, ",31.35亿
2,000912.SZ,000912,泸天化,农药化肥,4.0,6.53,"甲醇, 煤化工, 化肥, ST摘帽, ",102.39亿
3,002107.SZ,002107,沃华医药,中成药,3.0,10.21,"医药, 中药, ",35.56亿
4,603963.SH,603963,大理药业,化学制药,2.0,12.24,"医药, 中药, ",12.15亿
5,600710.SH,600710,苏美达,工程机械,2.0,6.62,"央企改革, 智能制造, 机器人, ",42.39亿
6,300777.SZ,300777,中简科技,化纤,2.0,37.47,,14.99亿
7,002923.SZ,002923,润都股份,化学制药,2.0,20.06,"医药, 化学药, 高送转, 工业大麻, ",12.04亿
8,600422.SH,600422,昆药集团,中成药,2.0,10.55,"国家队重仓, 回购, 医药, 中药, 创新药, 化学药, 独角兽, ",80.07亿
9,600609.SH,600609,金杯汽车,汽车配件,2.0,4.5,"汽车整车, 汽车零部件, ",49.17亿
10,601038.SH,601038,一拖股份,农用机械,2.0,7.37,"央企改革, 乡村振兴, 债转股-AMC, 农机, ",43.77亿
11,603915.SH,603915,国茂股份,机械基件,2.0,18.03,,15.21亿
12,600853.SH,600853,龙建股份,建筑施工,1.0,4.99,"振兴东北, 大基建, PPP, ",26.79亿
13,300561.SZ,300561,汇金科技,软件服务,1.0,15.93,"阿里巴巴概念股, 物联网, 高送转-填权, 互联网金融, 云计算, 人工智能, 区块链, 国产软件, 资产重组, 无人银行, ",16.18亿
14,600509.SH,600509,天富能源,火力发电,1.0,5.32,"火电, 电改, 国家队重仓, 破净股, 天然气, 新疆, 定增破发, 新疆国企改革, ",48.18亿
15,601518.SH,601518,吉林高速,路桥,1.0,3.06,"高速公路, 振兴东北, 低价股, ",37.12亿
16,603099.SH,603099,长白山,旅游景点,1.0,10.47,"振兴东北, 旅游, 体育产业, ",27.92亿
17,300773.SZ,300773,拉卡拉,软件服务,1.0,53.13,"次新股, 互联网金融, 移动支付, ",21.26亿
18,300767.SZ,300767,震安科技,橡胶,1.0,39.11,"次新股, ",7.82亿
19,300730.SZ,300730,科创信息,软件服务,1.0,24.09,"智能制造, 大数据, 工业互联网, 国产软件, 机器视觉, ",18.21亿
20,300678.SZ,300678,中科信息,软件服务,1.0,26.28,"中科院系, 数字中国, 智能制造, 机器视觉, ",21.9亿
21,300663.SZ,300663,科蓝软件,软件服务,1.0,26.41,"高送转-填权, 互联网金融, 移动支付, 举牌股, 区块链, 国产软件, 京东金融概念股, 独角兽, 蚂蚁金服概念股, 强势人气股, 无人银行, ",48.78亿
22,300584.SZ,300584,海辰药业,化学制药,1.0,25.01,"医药, 创新药, 化学药, 年报季报, ",11.85亿
23,000408.SZ,000408,藏格控股,农药化肥,1.0,7.25,"有色-镁, 新进指数成份股, 社保重仓, 有色金属, 化肥, 高质押率, 锂电池, 新能源汽车, 资产重组, ",32.38亿
24,300539.SZ,300539,横河模具,塑料,1.0,9.68,,6.87亿
25,000506.SZ,000506,中润资源,黄金,1.0,4.21,"房地产, 资产重组, 手游, 黄金, ",39.1亿
26,000509.SZ,000509,华塑控股,其他建材,1.0,2.86,"民营医院, 低价股, 资产重组, 壳公司, ",23.61亿
27,000677.SZ,000677,恒天海龙,化纤,1.0,3.71,"轮胎, 石墨烯, 粘胶短纤, 强势人气股, 工业大麻, ",32.05亿
28,002157.SZ,002157,正邦科技,饲料,1.0,19.12,"阿里巴巴概念股, 饲料, 养猪, 土地流转, ",414.7亿
29,002199.SZ,002199,东晶电子,元器件,1.0,12.54,"被动元件, 电竞, 复牌股, 游戏, 壳公司, ",30.53亿
30,002204.SZ,002204,大连重工,专用机械,1.0,3.85,"航母, ",74.36亿
31,002247.SZ,002247,聚力文化,互联网,1.0,3.32,"低价股, 游戏, 手游, 创投, ",18.07亿
32,002464.SZ,002464,众应互联,互联网,1.0,8.16,"大数据, 高送转, 游戏, 手游, ",42.57亿
33,002536.SZ,002536,飞龙股份,汽车配件,1.0,10.16,"汽车零部件, 高送转, ",31.91亿
34,002645.SZ,002645,华宏科技,专用机械,1.0,7.3,,28.88亿
35,002689.SZ,002689,远大智能,运输设备,1.0,4.57,"风电, 智能制造, 机器人, ",47.57亿
36,002950.SZ,002950,奥美医疗,医疗保健,1.0,25.26,"次新股, 医疗器械, ",12.12亿
37,002952.SZ,002952,亚世光电,元器件,1.0,35.46,"次新股, 高送转, ",8.11亿
38,300043.SZ,300043,星辉娱乐,文教休闲,1.0,4.87,"二胎, 足球, 腾讯概念股, 游戏, 手游, 体育产业, 动漫, ",44.55亿
39,300313.SZ,300313,天山生物,农业综合,1.0,6.61,"赛马, 新疆, 定增破发, 土地流转, 壳公司, ",12.06亿
40,300403.SZ,300403,汉宇集团,家用电器,1.0,5.53,"供应链金融, 厨卫家电, 家电, 智能制造, 新能源汽车, 机器人, 充电桩, ",21.07亿
41,300405.SZ,300405,科隆股份,化工原料,1.0,8.12,"石油化工, 高送转, 股权转让, 国资入股, 壳公司, ",10.03亿
42,300406.SZ,300406,九强生物,生物制药,1.0,13.66,"医疗器械, 体外诊断, ",45.07亿
43,300431.SZ,300431,暴风集团,互联网,1.0,6.94,"家电, 创业板人气股, 直播/短视频, 大数据, 云计算, 人工智能, 区块链, 足球, VR&AR, 黑色家电, 手势识别, 体育产业, ",16.87亿
