,trade_date,ts_code,name,close,pct_change,net_amount,amount_rate,float_values,reason,buy_sell_rate,amount_in_values
0,20200416,688399.SH,硕世生物,94.9,15.7317,22754500.0,24.79,1265820803.0,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,0.97,0.02
1,20200416,002824.SZ,和胜股份,20.41,10.027,34631069.0,28.21,1902430938.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.59,0.02
2,20200416,603825.SH,华扬联众,23.28,10.0189,23106644.0,33.11,2206596033.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.98,0.01
3,20200416,300576.SZ,容大感光,40.49,9.9973,55111901.0,18.39,2390568065.0,日换手率达到20%的前五只证券,1.7,0.02
4,20200416,002160.SZ,常铝股份,5.52,9.9602,46531031.0,12.01,3766978029.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.25,0.01
5,20200416,603003.SH,龙宇燃油,9.46,10.0,14714995.0,15.47,3940396522.0,有价格涨跌幅限制的日价格振幅达到15%的前三只证券,0.4,0.0
6,20200416,300039.SZ,上海凯宝,6.56,10.0671,15447119.0,14.16,6801722834.0,日涨幅偏离值达到7%的前五只证券,0.25,0.0
7,20200416,300468.SZ,四方精创,38.28,10.0,70855743.0,20.05,7130916455.0,日涨幅偏离值达到7%的前五只证券,1.13,0.01
8,20200416,000767.SZ,漳泽电力,2.56,9.8712,2201481.0,26.54,7455473239.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.06,0.0
9,20200416,002400.SZ,省广集团,4.76,9.9307,36857686.0,15.18,7971849055.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.25,0.0
10,20200416,002041.SZ,登海种业,13.29,10.0166,10300147.0,16.81,11586429204.0,日涨幅偏离值达到7%的前五只证券,0.08,0.0
11,20200416,300463.SZ,迈克生物,35.22,9.9938,54432854.0,30.11,13269550701.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.31,0.0
12,20200416,600312.SH,平高电气,9.99,10.022,98661952.0,17.03,13555643876.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,1.71,0.01
13,20200416,300058.SZ,蓝色光标,6.56,10.0671,31613728.0,21.44,15225222932.0,日涨幅偏离值达到7%的前五只证券,0.41,0.0
14,20200416,300026.SZ,红日药业,6.53,9.9327,37833737.0,14.93,15891610854.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.38,0.0
15,20200416,002030.SZ,达安基因,22.53,10.0098,88299776.0,20.0,17125334512.0,日涨幅偏离值达到7%的前五只证券,0.56,0.01
16,20200416,002074.SZ,国轩高科,20.45,10.0054,72292072.0,25.96,20640394817.0,日涨幅偏离值达到7%的前五只证券,0.48,0.0
17,20200416,002152.SZ,广电运通,10.42,10.0317,97327213.0,21.89,24938816274.0,日涨幅偏离值达到7%的前五只证券,0.95,0.0
18,20200416,300676.SZ,华大基因,107.2,10.0051,15202089.0,17.26,26210579988.0,日涨幅偏离值达到7%的前五只证券,0.08,0.0
19,20200416,002075.SZ,沙钢股份,13.2,10.0,93863997.0,34.54,29129387390.0,日涨幅偏离值达到7%的前五只证券,0.26,0.0
20,20200416,601179.SH,中国西电,7.37,10.0,157303676.0,13.69,37777752934.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.75,0.0
