,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_15,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,300880.SZ,300880,C迦南,电器仪表,55.6,1.0,1.0,70.0,17.58,,0.0
1,300879.SZ,300879,C大叶,农用机械,49.0,1.0,1.0,57.0,18.59,,0.0
2,300881.SZ,300881,C盛德,钢加工,53.25,1.0,1.0,45.0,12.63,,0.0
3,605333.SH,605333,沪光股份,汽车配件,21.78,12.0,3.0,15.0,8.73,,0.0
4,300313.SZ,300313,天山生物,农业综合,19.3,8.0,3.0,13.0,35.54,"北京泽盈投资有限公司-泽盈顺势3号私募证券投资基金
北京泽盈投资有限公司-泽盈顺势8号私募证券投资基金",2.0
5,605123.SH,605123,派克新材,钢加工,77.41,7.0,3.0,10.0,20.9,,0.0
6,688056.SH,688056,N莱伯,电器仪表,47.4,1.0,1.0,9.0,7.33,,0.0
7,688017.SH,688017,绿的谐波,机械基件,66.9,3.0,2.0,8.0,18.43,,0.0
8,002996.SZ,002996,顺博合金,铝,16.12,4.0,3.0,7.0,8.54,,0.0
9,300100.SZ,300100,双林股份,汽车服务,13.18,4.0,2.0,7.0,50.23,中国建设银行股份有限公司-华夏兴和混合型证券投资基金,1.0
10,688513.SH,688513,N苑东,化学制药,74.72,1.0,1.0,6.0,18.5,,0.0
11,600983.SH,600983,惠而浦,家用电器,10.21,6.0,2.0,6.0,54.4,中央汇金资产管理有限责任公司,1.0
12,300337.SZ,300337,银邦股份,铝,8.57,4.0,3.0,6.0,60.7,,0.0
13,603155.SH,603155,新亚强,化工原料,50.45,2.0,2.0,5.0,19.62,,0.0
14,300722.SZ,300722,新余国科,专用机械,30.26,2.0,2.0,4.0,11.01,"中国建设银行股份有限公司-富国中证军工指数分级证券投资基金
中国建设银行股份有限公司-国泰中证军工交易型开放式指数证券投资基金
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中国国际金融香港资产管理有限公司-客户资金2",4.0
15,002315.SZ,002315,焦点科技,互联网,25.74,5.0,2.0,4.0,42.75,中央汇金资产管理有限责任公司,1.0
16,300008.SZ,300008,天海防务,船舶,7.7,2.0,1.0,4.0,57.21,东方富华(北京)投资基金管理有限公司-东方富华-上海佳豪专项资产管理计划,1.0
17,300491.SZ,300491,通合科技,电气设备,19.67,2.0,2.0,4.0,23.9,,0.0
18,300157.SZ,300157,恒泰艾普,石油开采,6.04,4.0,2.0,3.0,42.71,,0.0
19,300817.SZ,300817,双飞股份,机械基件,39.76,2.0,1.0,3.0,10.05,,0.0
20,600189.SH,600189,吉林森工,软饮料,8.03,4.0,2.0,3.0,39.54,"中国华融资产管理股份有限公司
吉林省吉盛资产管理有限责任公司",2.0
21,300589.SZ,300589,江龙船艇,船舶,20.83,2.0,1.0,3.0,19.73,全国社保基金一零七组合,1.0
22,300178.SZ,300178,腾邦国际,旅游服务,6.17,2.0,2.0,3.0,36.04,"建信基金-兴业银行-杭州民新万投投资合伙企业(有限合伙)
基本养老保险基金九零三组合
嘉实基金-农业银行-嘉实中证金融资产管理计划",3.0
23,300116.SZ,300116,坚瑞沃能,电气设备,3.52,6.0,2.0,3.0,129.79,"深圳市招商平安资产管理有限责任公司
上海国泰君安君彤投资管理有限公司-君彤二期投资基金
华润深国投信托有限公司-华润信托·招利13号单一资金信托",3.0
24,300128.SZ,300128,锦富技术,元器件,5.05,1.0,1.0,2.0,54.42,"泰兴市智成产业投资基金(有限合伙)
上海睿度资产管理有限公司-睿度资产聚缘1号私募证券投资基金",2.0
