,ts_code,symbol,name,industry,COL_IS_MEDICAL,COL_LASTPRICE,COL_DAILY_BREAK,COL_RECENT_AGGRESSIVE,COL_UP_RANGE,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,688488.SH,688488,N艾迪,生物制药,True,30.92,True,True,0.0,,0.0
1,000952.SZ,000952,广济药业,化学制药,True,9.56,True,False,0.13,盛稷股权投资基金(上海)有限公司,1.0
2,600518.SH,600518,ST康美,中成药,True,2.68,True,False,0.13,"五矿国际信托有限公司-五矿信托-优质精选上市公司投资单一资金信托
大成基金-农业银行-大成中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划",3.0
3,603963.SH,603963,大理药业,化学制药,True,9.42,True,False,0.14,,0.0
4,603351.SH,603351,威尔药业,化学制药,True,27.45,True,False,0.2,"中国工商银行股份有限公司-国泰鑫睿混合型证券投资基金
招商银行股份有限公司-国泰聚优价值灵活配置混合型证券投资基金
江苏人才创新创业投资二期基金(有限合伙)",3.0
5,600673.SH,600673,东阳光,化学制药,True,7.76,True,False,0.21,"香港中央结算有限公司(陆股通)
中国银行股份有限公司-景顺长城优选混合型证券投资基金",2.0
6,600267.SH,600267,海正药业,化学制药,True,15.6196,True,False,0.25,"中央汇金资产管理有限责任公司
上海融昌资产管理有限公司
宁波梅山保税港区盛麒资产管理有限公司-盛麒盛华私募证券投资基金",3.0
7,002173.SZ,002173,创新医疗,医疗保健,True,6.54,True,False,0.27,,0.0
8,603896.SH,603896,寿仙谷,中成药,True,38.28,True,True,0.37,,0.0
9,300759.SZ,300759,康龙化成,化学制药,True,106.34,True,False,0.4,香港中央结算有限公司(陆股通),1.0
10,000509.SZ,000509,*ST华塑,医疗保健,True,1.77,True,False,0.42,,0.0
11,603590.SH,603590,康辰药业,化学制药,True,51.8,True,True,0.49,香港中央结算有限公司(陆股通),1.0
12,300573.SZ,300573,兴齐眼药,化学制药,True,183.0,True,False,0.54,"中国建设银行股份有限公司-富国新动力灵活配置混合型证券投资基金
中国建设银行股份有限公司-富国低碳新经济混合型证券投资基金
中国工商银行股份有限公司-富国天惠精选成长混合型证券投资基金(LOF)
中国工商银行股份有限公司-华夏乐享健康灵活配置混合型证券投资基金
中国建设银行股份有限公司-富国精准医疗灵活配置混合型证券投资基金
中国银行股份有限公司-易方达医疗保健行业混合型证券投资基金
中国银行股份有限公司-博时医疗保健行业混合型证券投资基金",7.0
13,300143.SZ,300143,盈康生命,医疗保健,True,20.13,True,False,0.54,"浙商金汇信托股份有限公司-浙金·天府1号证券投资集合资金信托计划
建信基金-建设银行-中国人寿-中国人寿委托建信基金股票型组合",2.0
14,300298.SZ,300298,三诺生物,医疗保健,True,36.75,True,False,0.58,"招商银行股份有限公司-睿远均衡价值三年持有期混合型证券投资基金
广东省铁路发展基金有限责任公司
湖南省信托有限责任公司-湖南信托·三诺生物1号集合资金信托计划
香港中央结算有限公司(陆股通)
招商银行股份有限公司-睿远成长价值混合型证券投资基金",5.0
15,300030.SZ,300030,阳普医疗,医疗保健,True,13.95,True,True,0.65,"中央汇金资产管理有限责任公司
长安基金-光大银行-长安睿享2号分级资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划",3.0
16,605199.SH,605199,葫芦娃,中成药,True,13.22,True,True,0.77,,0.0
17,300238.SZ,300238,冠昊生物,医疗保健,True,33.67,True,True,1.07,"云南国际信托有限公司-云信-弘瑞29号集合资金信托计划
广东智硕资产管理有限公司-智硕莲花1号私募证券投资基金
华融国际信托有限责任公司-华融·汇盈32号证券投资单一资金信托
浙商金汇信托股份有限公司-浙金·冠昊生物1号员工持股集合资金信托计划",4.0
