,ts_code,name,industry,COL_PCT_CHG,COL_LASTPRICE,COL_FLOAT_HOLDERS
0,300830.SZ,金现代,软件服务,9.9369,6.97,
1,002046.SZ,轴研科技,机械基件,9.9511,6.74,"长城(天津)股权投资基金管理有限责任公司-长城国泰-定增1号契约型私募投资基金
中央汇金资产管理有限责任公司
长城(天津)股权投资基金管理有限责任公司-长城国泰-定增1号契约型私募投资基金
中央汇金资产管理有限责任公司"
2,002946.SZ,新乳业,乳制品,9.9665,13.13,"杭州恩宝资产管理有限公司-恩宝芝麻1号基金
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-大成产业升级股票型证券投资基金(LOF)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
上海塔基资产管理有限公司-上海塔基新范式私募投资基金
招商基金管理有限公司-社保基金一五零三组合
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
杭州恩宝资产管理有限公司-恩宝芝麻1号基金
平安资管-农业银行-平安资产如意35号资产管理产品"
3,002135.SZ,东南网架,建筑工程,9.9688,10.59,"建德市乾盈股权投资基金合伙企业(有限合伙)
金鹰基金-中信银行-华宝信托-华宝-中信1号单一资金信托
金元顺安基金-中信银行-中诚信托-2017年中信银行组合投资单一资金信托
西藏信托有限公司-西藏信托-智昂5号集合资金信托计划
安信基金-农业银行-华宝信托-安心投资【6】号集合资金信托计划
红塔红土基金-广发银行-杭州恒钰投资管理合伙企业(有限合伙)
建德市乾盈股权投资基金合伙企业(有限合伙)
金鹰基金-中信银行-华宝信托-华宝-中信1号单一资金信托
金元顺安基金-中信银行-中诚信托-2017年中信银行组合投资单一资金信托
西藏信托有限公司-西藏信托-智昂5号集合资金信托计划
安信基金-农业银行-华宝信托-安心投资【6】号集合资金信托计划
红塔红土基金-广发银行-杭州恒钰投资管理合伙企业(有限合伙)
建德市乾盈股权投资基金合伙企业(有限合伙)
金鹰基金-中信银行-华宝信托-华宝-中信1号单一资金信托
金元顺安基金-中信银行-中诚信托-2017年中信银行组合投资单一资金信托
西藏信托有限公司-西藏信托-智昂5号集合资金信托计划
安信基金-农业银行-华宝信托-安心投资【6】号集合资金信托计划
红塔红土基金-广发银行-杭州恒钰投资管理合伙企业(有限合伙)"
4,603777.SH,来伊份,食品,9.9732,16.43,
5,000049.SZ,德赛电池,电气设备,9.9975,44.89,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-嘉实环保低碳股票型证券投资基金
中国工商银行股份有限公司-嘉实智能汽车股票型证券投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-交银施罗德经济新动力混合型证券投资基金
交通银行股份有限公司-汇丰晋信大盘股票型证券投资基金
中国建设银行股份有限公司-交银施罗德成长30混合型证券投资基金"
6,300659.SZ,中孚信息,软件服务,10.0033,100.4,"中国银行股份有限公司-海富通股票混合型证券投资基金
基本养老保险基金一二零二组合
北京和聚投资管理有限公司-和聚平台证券投资基金
中国工商银行股份有限公司-嘉实主题新动力混合型证券投资基金
中国银行股份有限公司-海富通先进制造股票型证券投资基金
中国银行股份有限公司-海富通股票混合型证券投资基金
基本养老保险基金一二零二组合
中国对外经济贸易信托有限公司-鸿道3期
中国银行股份有限公司-嘉实逆向策略股票型证券投资基金
中国工商银行股份有限公司-嘉实主题新动力混合型证券投资基金
华润深国投信托有限公司-昀沣4号集合资金信托计划"
7,603721.SH,中广天择,影视音像,10.018,24.49,"天津天图兴盛股权投资基金合伙企业(有限合伙)
中国银行股份有限公司-海富通股票混合型证券投资基金
中国建设银行股份有限公司-交银施罗德经济新动力混合型证券投资基金
中国建设银行股份有限公司-万家科创主题3年封闭运作灵活配置混合型证券投资基金
中国银行股份有限公司-海富通先进制造股票型证券投资基金
中国工商银行股份有限公司-海富通科技创新混合型证券投资基金
天津天图兴盛股权投资基金合伙企业(有限合伙)
中国工商银行股份有限公司-财通价值动量混合型证券投资基金
中国建设银行股份有限公司-交银施罗德经济新动力混合型证券投资基金"
8,600359.SH,新农开发,农业综合,10.0418,7.89,浙江耀康资产管理有限公司-耀康必升1号私募证券投资基金
9,688080.SH,映翰通,通信设备,10.0491,87.5,"招商银行股份有限公司-泓德丰润三年持有期混合型证券投资基金
招商银行股份有限公司-泓德臻远回报灵活配置混合型证券投资基金
中国工商银行股份有限公司-泓德远见回报混合型证券投资基金
兴业银行股份有限公司-兴全精选混合型证券投资基金"
