,ts_code,name,industry,COL_LASTPRICE,concept,circ_mv
0,002077.SZ,大港股份,区域地产,10.01,"房地产, 锂电池, 新能源汽车, 半导体, 科创板概念股, ",53.23亿
1,000713.SZ,丰乐种业,种植业,13.26,"农药, 安徽国企改革, 转基因, 乡村振兴, 业绩预增, 农业种植, 人造肉, ",39.63亿
2,300576.SZ,容大感光,染料涂料,20.1,"PCB板, 国资入股, ",8.02亿
3,002481.SZ,双塔食品,食品,7.11,"海底捞概念股, 业绩预增, 保健品, 食品, 山东国企改革, 燃料乙醇, 人造肉, ",78.72亿
4,603508.SH,思维列控,软件服务,72.75,"回购, 无人机, 高铁轨交, 资产重组, ",116.4亿
5,600410.SH,华胜天成,软件服务,13.77,"阿里巴巴概念股, 国家队重仓, 回购, 业绩预增, 军工, 军民融合, 物联网, 智慧物流, 网络安全, 智能制造, 大数据, 云计算, 人工智能, 工业互联网, 智慧城市, 国产软件, 国产芯片, 科创板概念股, 透明工厂, ",151.3亿
6,002057.SZ,中钢天源,元器件,13.86,"硅锰, 央企改革, 债转股-AMC, 稀土磁材, 锂电池, 燃料电池, 新能源汽车, 高送转, ",44.3亿
7,600677.SH,航天通信,通信设备,19.63,"央企改革, 军工研究所, 业绩预增, 军工, 军民融合, 无人机, ",89.09亿
8,000589.SZ,贵州轮胎,汽车配件,5.57,"破净股, 轮胎, ",43.19亿
9,603776.SH,永安行,公共交通,29.55,"新能源整车, 回购, 物联网, 燃料电池, 新能源汽车, 共享经济, 独角兽, 蚂蚁金服概念股, ",25.45亿
10,000876.SZ,新希望,饲料,18.37,"MSCI, 东盟博览会, 金改, 社保重仓, 饲料, 养猪, 独角兽, 蚂蚁金服概念股, ",772.12亿
11,300123.SZ,亚光科技,船舶,16.7,"5G, 回购, 业绩预增, 军工, 军民融合, 高送转, 半导体, 股权转让, 国产芯片, 智慧安防, ",51.3亿
12,603600.SH,永艺股份,家居用品,11.08,"家具家居, ",33.36亿
13,603336.SH,宏辉果蔬,农业综合,23.84,"农业种植, 苹果期货, ",16.37亿
14,300220.SZ,金运激光,元器件,31.5,"3D打印, 智能制造, ",39.35亿
15,603028.SH,赛福天,钢加工,11.42,"壳公司, ",25.22亿
16,600371.SH,万向德农,种植业,9.5,"转基因, 乡村振兴, 万达系, 农业种植, 独角兽, 蚂蚁金服概念股, ",21.38亿
17,002119.SZ,康强电子,半导体,13.76,"移动支付, 举牌股, 半导体, 股权争夺, ",38.9亿
18,603696.SH,安记食品,食品,17.05,"调味品, 食品, ",28.64亿
