,ts_code,symbol,name,industry,COL_EIGEN_SLOPE,COL_LAST_PCT_CHG,COL_LASTPRICE
0,603363.SH,603363,傲农生物,饲料,3.27,10.0098,22.42
1,002567.SZ,002567,唐人神,饲料,4.85,10.0,15.51
2,002548.SZ,002548,金新农,饲料,2.61,9.9681,13.79
3,002726.SZ,002726,龙大肉食,食品,1.82,6.9444,10.78
4,300498.SZ,300498,温氏股份,农业综合,-4.13,6.4856,40.39
5,600975.SH,600975,新五丰,农业综合,-7.66,4.8746,14.63
6,002385.SZ,002385,大北农,饲料,-4.65,4.5918,6.15
7,603609.SH,603609,禾丰牧业,饲料,2.67,3.8113,11.44
8,002840.SZ,002840,华统股份,食品,-1.53,3.6545,18.72
9,002100.SZ,002100,天康生物,饲料,-5.76,3.6247,9.72
10,002157.SZ,002157,正邦科技,饲料,-6.67,3.5078,19.18
11,000529.SZ,000529,广弘控股,食品,3.41,3.1788,7.79
12,002124.SZ,002124,天邦股份,饲料,2.76,3.1,20.62
13,002714.SZ,002714,牧原股份,农业综合,2.41,3.0353,69.25
14,002311.SZ,002311,海大集团,饲料,2.31,2.9514,29.65
15,002458.SZ,002458,益生股份,农业综合,7.27,2.9365,25.94
16,002505.SZ,002505,大康农业,农业综合,-1.6,2.2523,2.27
17,000860.SZ,000860,顺鑫农业,白酒,3.2,1.9748,59.9
18,002477.SZ,002477,雏鹰农牧,农业综合,3.18,1.8051,2.82
19,000876.SZ,000876,新希望,饲料,-4.91,1.0623,14.27
20,300761.SZ,300761,立华股份,农业综合,-2.47,0.9841,63.62
21,600811.SH,600811,东方集团,综合类,-1.0,0.9091,4.44
22,000735.SZ,000735,罗牛山,农业综合,-2.1,0.3906,12.85
23,000048.SZ,000048,*ST康达,饲料,-1.42,-0.5261,22.69
24,002330.SZ,002330,得利斯,食品,1.49,-2.8614,6.45
