,ts_code,name,industry,COL_LASTPRICE,concept,circ_mv
0,300748.SZ,金力永磁,元器件,54.27,"稀土磁材, ",22.58亿
1,603739.SH,蔚蓝生物,农业综合,35.34,"动物保健, 燃料乙醇, ",13.66亿
2,002199.SZ,东晶电子,元器件,18.1,"被动元件, 电竞, 复牌股, 游戏, 壳公司, ",44.06亿
3,600206.SH,有研新材,半导体,13.08,"OLED, 央企改革, 业绩预增, 稀土磁材, 雄安-建材, 雄安新区, 半导体, LED, 科创板概念股, ",109.71亿
4,002905.SZ,金逸影视,影视音像,37.39,"影视, ",25.13亿
5,002503.SZ,搜于特,服饰,3.45,"教育, 回购, 纺织服装, 低价股, 股权转让, 科创板概念股, ",68.82亿
6,600463.SH,空港股份,园区开发,10.13,"机场, 北京城市规划, 军工, 军民融合, 房地产, 雄安新区, 雄安-工程基建, 京津冀, 科创板概念股, ",30.39亿
7,300671.SZ,富满电子,半导体,29.33,"半导体, 国产芯片, LED, ",10.41亿
8,603701.SH,德宏股份,汽车配件,18.58,"汽车零部件, 稀土磁材, ",26.57亿
9,300330.SZ,华虹计通,软件服务,11.88,"物联网, 移动支付, 无人商店, 智慧城市, 高铁轨交, ",19.92亿
10,300169.SZ,天晟新材,塑料,9.01,"高铁轨交, ",23.2亿
11,000612.SZ,焦作万方,铝,6.3,"有色-铝, 油服, 有色金属, 稀土磁材, 股权争夺, ",74.94亿
12,600281.SH,太化股份,化工原料,5.19,"稀土磁材, 山西国企改革, 燃料电池, ",26.7亿
13,300260.SZ,新莱应材,机械基件,13.99,,17.75亿
14,002842.SZ,翔鹭钨业,小金属,23.03,"社保重仓, 有色金属, 业绩预增, 有色-钨, 高送转, ",16.54亿
15,300674.SZ,宇信科技,软件服务,33.99,"密集调研, 互联网金融, 云计算, 创投, ",13.6亿
16,300480.SZ,光力科技,电器仪表,17.82,"军工, 军民融合, 半导体, ",18.81亿
17,002725.SZ,跃岭股份,汽车配件,11.45,"5G, 汽车零部件, 半导体, 独角兽, ",20.22亿
18,002943.SZ,宇晶股份,机床制造,34.54,"工业自动化, 智能制造, ",8.63亿
19,603220.SH,贝通信,通信设备,30.76,"5G, 强势人气股, ",25.97亿
20,603906.SH,龙蟠科技,化工原料,15.75,"社保重仓, 石油化工, 燃料电池, ",14.7亿
21,603668.SH,天马科技,饲料,12.09,"饲料, ",24.55亿
22,600058.SH,五矿发展,商贸代理,9.97,"央企改革, ",106.87亿
23,002618.SZ,丹邦科技,元器件,16.63,"OLED, PCB板, 石墨烯, ",91.12亿
24,000758.SZ,中色股份,铅锌,6.19,"有色-铝, 有色-锌, 东盟博览会, 央企改革, 有色金属, 大基建, 稀土磁材, ",121.89亿
25,002395.SZ,双象股份,塑料,20.08,"煤化工, 足球, 体育产业, ",35.9亿
26,002902.SZ,铭普光磁,元器件,29.67,"5G, 光通信, 华为产业链, 高送转, ",21.44亿
27,300427.SZ,红相股份,电气设备,17.83,"电改, 业绩预增, 军工, 军民融合, 区块链, 股权转让, ",43.95亿
28,603363.SH,傲农生物,饲料,24.05,"饲料, 养猪, 动物保健, ",44.25亿
29,600288.SH,大恒科技,软件服务,12.52,"太赫兹, 智能制造, 无人商店, 期货概念, 机器视觉, ",54.69亿
30,002729.SZ,好利来,元器件,35.85,,23.9亿
31,002942.SZ,新农股份,农药化肥,29.82,"农药, 业绩预增, ",8.95亿
32,600892.SH,大晟文化,影视音像,5.8,"高质押率, 游戏, 手游, 影视, 创投, ",31.3亿
33,002646.SZ,青青稞酒,白酒,13.99,"国家队重仓, 白酒, 高质押率, ",62.92亿
34,002338.SZ,奥普光电,电器仪表,15.69,"中科院系, 军工, 军民融合, 智能制造, 机器视觉, ",
35,603709.SH,中源家居,家居用品,35.48,"筹码集中, 人民币贬值受益, 家具家居, ",7.1亿
36,000962.SZ,东方钽业,小金属,8.66,"央企改革, 有色金属, 有色-钛, 宁夏, ",38.18亿
37,300095.SZ,华伍股份,机械基件,6.38,"大飞机, 风电, 军工, 军民融合, 股权转让, 高铁轨交, 国资入股, 壳公司, ",17.57亿
38,601162.SH,天风证券,证券,9.15,"券商, ",47.4亿
