,ts_code,name,industry,COL_PCT_CHG,COL_LASTPRICE,COL_DAILY_AGGRESSIVE_ACCUMULATION,COL_FLOAT_HOLDERS
0,002480.SZ,新筑股份,机械基件,10.0,7.7,50.26,"中国建设银行股份有限公司-华夏中证四川国企改革交易型开放式指数证券投资基金
芜湖长元股权投资基金(有限合伙)"
1,300151.SZ,昌红科技,机械基件,10.0088,12.53,40.1,
2,600812.SH,华北制药,化学制药,-2.6817,11.25,40.08,"中央汇金资产管理有限责任公司
中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)
博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)
博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
中央汇金资产管理有限责任公司
深圳德威资本投资管理有限公司-德威资本优盛私募基金
中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)
深圳德威资本投资管理有限公司-德威资本商品1号私募基金
博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划"
3,000019.SZ,深粮控股,其他商业,10.0103,10.66,40.01,
4,600268.SH,国电南自,电气设备,0.8045,12.53,40.0,"招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金
中国农业银行股份有限公司-华夏中证央企结构调整交易型开放式指数证券投资基金"
5,603183.SH,建研院,建筑工程,9.9696,14.45,39.97,
6,002464.SZ,众应互联,互联网,10.0,9.13,39.88,
7,002932.SZ,明德生物,医疗保健,10.0016,68.85,37.14,
8,601789.SH,宁波建工,建筑工程,10.0719,6.12,36.62,
9,002581.SZ,未名医药,生物制药,10.0,23.98,35.98,
