,ts_code,name,industry,COL_LASTPRICE,COL_DAILY_AGGRESSIVE_ACCUMULATION,COL_FLOAT_HOLDERS
0,300336.SZ,新文化,影视音像,8.48,50.11,
1,000700.SZ,模塑科技,汽车配件,11.17,49.93,
2,688012.SH,中微公司,专用机械,200.9,48.75,"深圳德威资本投资管理有限公司-德威资本优盛私募基金
中国银行股份有限公司-宝盈核心优势灵活配置混合型证券投资基金
民生通惠资产-工商银行-民生通惠通汇4号资产管理产品
中国工商银行股份有限公司-诺安新经济股票型证券投资基金"
3,300603.SZ,立昂技术,通信设备,35.45,40.01,
4,000818.SZ,航锦科技,化工原料,31.55,37.29,"国民信托有限公司-国民信托四方5号证券投资集合资金信托计划
香港中央结算有限公司(陆股通)"
5,603005.SH,晶方科技,半导体,84.98,33.04,"国家集成电路产业投资基金股份有限公司
中央汇金资产管理有限责任公司"
6,002074.SZ,国轩高科,电气设备,23.11,30.01,"全国社保基金一一八组合
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
7,603283.SH,赛腾股份,专用机械,45.24,25.86,
8,300703.SZ,创源文化,文教休闲,14.55,25.68,
9,600327.SH,大东方,汽车服务,4.81,25.64,"全国社保基金五零三组合
上海国际集团资产管理有限公司"
10,300502.SZ,新易盛,通信设备,54.84,25.46,"中国农业银行股份有限公司-银华内需精选混合型证券投资基金
中国工商银行股份有限公司-财通成长优选混合型证券投资基金
中国工商银行股份有限公司-财通价值动量混合型证券投资基金
建信信托有限责任公司-建信信托-金源家族信托单一信托2号"
11,002837.SZ,英维克,专用机械,27.83,25.38,"中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
统一证券投资信托股份有限公司-统一强汉基金
中国工商银行股份有限公司-泓德远见回报混合型证券投资基金
广州农村商业银行股份有限公司-金鹰信息产业股票型证券投资基金"
12,603069.SH,海汽集团,公路,14.41,24.11,全国社会保障基金理事会转持二户
