,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,688777.SH,688777,中控技术,软件服务,120.7,2.0,21.0,47.11,,0.0
1,601127.SH,601127,小康股份,汽车配件,19.64,3.0,7.0,183.32,"重庆两江股权投资基金管理有限公司-重庆两江新区战略性新兴产业股权投资基金合伙企业(有限合伙)
小康控股-红塔证券-19小康EB担保及信托财产专户
华鑫国际信托有限公司-华鑫信托·396号证券投资集合资金信托计划
小康控股-红塔证券-20康EB02担保及信托财产专户",4.0
2,605068.SH,605068,明新旭腾,汽车配件,40.37,3.0,6.0,16.75,,0.0
3,600121.SH,600121,郑州煤电,煤炭开采,3.42,3.0,4.0,41.67,中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金,1.0
4,605177.SH,605177,东亚药业,化学制药,44.83,1.0,4.0,12.73,,0.0
5,300869.SZ,300869,康泰医学,医疗保健,144.43,2.0,3.0,55.66,,0.0
6,002245.SZ,002245,澳洋顺昌,仓储物流,10.78,2.0,3.0,98.51,,0.0
7,600979.SH,600979,广安爱众,水力发电,3.97,2.0,2.0,48.92,"北京风炎投资管理有限公司—风炎投资·安瑞1号私募基金
北京风炎投资管理有限公司-风炎投资·安瑞1号私募基金
北京风炎投资管理有限公司-风炎投资.安瑞1号私募基金",3.0
8,300711.SZ,300711,广哈通信,通信设备,22.76,1.0,2.0,46.99,北京汐合精英投资有限公司-汐合量化1号私募证券投资基金,1.0
9,300713.SZ,300713,英可瑞,电气设备,35.22,1.0,2.0,28.34,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
深圳科乐投资管理企业(有限合伙)-科乐长虹私募证券投资基金
中国国际金融香港资产管理有限公司-客户资金2",3.0
10,002805.SZ,002805,丰元股份,化工原料,14.41,2.0,2.0,13.97,,0.0
11,002786.SZ,002786,银宝山新,专用机械,9.16,2.0,2.0,34.78,"中国建设银行股份有限公司-信达澳银精华灵活配置混合型证券投资基金
兴业证券-兴业-兴业证券金麒麟5号集合资产管理计划
中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
邦信资产管理有限公司
招商基金-建设银行-招商信诺人寿-招商基金-招商信诺量化多策略委托投资资产
全国社会保障基金理事会转持二户
中国建设银行股份有限公司-信达澳银先进智造股票型证券投资基金",7.0
12,002682.SZ,002682,龙洲股份,公路,4.85,2.0,2.0,26.75,"华信(北京)投资基金有限公司-华信信仰一号私募证券投资基金
中央汇金资产管理有限责任公司",2.0
13,000573.SZ,000573,粤宏远A,区域地产,3.37,2.0,2.0,21.3,,0.0
14,002466.SZ,002466,天齐锂业,小金属,26.94,1.0,2.0,396.95,"中央汇金资产管理有限责任公司
中国银行股份有限公司-华夏中证新能源汽车交易型开放式指数证券投资基金
基本养老保险基金八零四组合
香港中央结算有限公司(陆股通)
中国工商银行-汇添富均衡增长混合型证券投资基金
基本养老保险基金一二零六组合
中国建设银行股份有限公司-富国中证新能源汽车指数分级证券投资基金",7.0
15,603619.SH,603619,中曼石油,石油开采,11.87,2.0,2.0,47.48,,0.0
16,300283.SZ,300283,温州宏丰,电气设备,7.62,1.0,2.0,19.82,中央汇金资产管理有限责任公司,1.0
17,002227.SZ,002227,奥特迅,电气设备,18.38,2.0,2.0,40.5,"深圳市林园投资管理有限责任公司-林园投资133号私募证券投资基金
中央汇金资产管理有限责任公司
深圳市林园投资管理有限责任公司-林园投资132号私募证券投资基金",3.0
18,603948.SH,603948,建业股份,化工原料,26.35,2.0,2.0,10.54,,0.0
19,603083.SH,603083,剑桥科技,通信设备,16.19,1.0,1.0,40.83,"招商银行股份有限公司-华夏成长精选6个月定期开放混合型发起式证券投资基金
中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
全国社保基金六零二组合
中国银行股份有限公司-华夏中证5G通信主题交易型开放式指数证券投资基金
中国工商银行股份有限公司-财通智慧成长混合型证券投资基金
全国社保基金一一六组合",6.0
20,300730.SZ,300730,科创信息,软件服务,18.06,1.0,1.0,15.24,,0.0
21,300424.SZ,300424,航新科技,航空,19.99,1.0,1.0,39.16,"宁波梅山保税港区凌顶投资管理有限公司-凌顶恒誉穿云航空产业1号私募证券投资基金
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金
中国建设银行股份有限公司-长信国防军工量化灵活配置混合型证券投资基金
北京开元国创恒誉资产管理有限公司-开元国创恒誉穿云航空产业1号私募证券投资基金",4.0
