,ts_code,symbol,name,industry,COL_RECENT_LIMIT_COUNT
0,003004.SZ,003004,声迅股份,软件服务,7.0
1,600121.SH,600121,郑州煤电,煤炭开采,7.0
2,600707.SH,600707,彩虹股份,元器件,7.0
3,000798.SZ,000798,中水渔业,渔业,5.0
4,002510.SZ,002510,天汽模,汽车配件,5.0
5,605068.SH,605068,明新旭腾,汽车配件,5.0
6,601127.SH,601127,小康股份,汽车配件,5.0
7,600844.SH,600844,丹化科技,化工原料,4.0
8,002765.SZ,002765,蓝黛科技,汽车配件,4.0
9,600191.SH,600191,华资实业,食品,4.0
10,002682.SZ,002682,龙洲股份,公路,4.0
11,605266.SH,605266,健之佳,医药商业,4.0
12,002670.SZ,002670,国盛金控,证券,4.0
13,002750.SZ,002750,龙津药业,中成药,3.0
14,605177.SH,605177,东亚药业,化学制药,3.0
15,600117.SH,600117,西宁特钢,特种钢,3.0
16,002996.SZ,002996,顺博合金,铝,3.0
17,002948.SZ,002948,青岛银行,银行,3.0
18,002652.SZ,002652,扬子新材,其他建材,3.0
19,000766.SZ,000766,通化金马,化学制药,3.0
20,002196.SZ,002196,方正电机,纺织机械,3.0
21,002227.SZ,002227,奥特迅,电气设备,3.0
22,600213.SH,600213,亚星客车,汽车整车,3.0
23,601187.SH,601187,厦门银行,银行,3.0
24,603336.SH,603336,宏辉果蔬,农业综合,3.0
25,603439.SH,603439,贵州三力,中成药,3.0
26,002245.SZ,002245,澳洋顺昌,仓储物流,3.0
27,300501.SZ,300501,海顺新材,广告包装,2.0
28,300727.SZ,300727,润禾材料,化工原料,2.0
29,300424.SZ,300424,航新科技,航空,2.0
30,300752.SZ,300752,隆利科技,元器件,2.0
31,300094.SZ,300094,国联水产,渔业,2.0
32,002863.SZ,002863,今飞凯达,汽车配件,2.0
33,002862.SZ,002862,实丰文化,文教休闲,2.0
34,002813.SZ,002813,路畅科技,汽车配件,2.0
35,002805.SZ,002805,丰元股份,化工原料,2.0
36,002786.SZ,002786,银宝山新,专用机械,2.0
37,002756.SZ,002756,永兴材料,特种钢,2.0
38,002636.SZ,002636,金安国纪,元器件,2.0
39,002622.SZ,002622,融钰集团,综合类,2.0
40,300869.SZ,300869,康泰医学,医疗保健,2.0
41,600257.SH,600257,大湖股份,渔业,2.0
42,300892.SZ,300892,品渥食品,乳制品,2.0
43,600155.SH,600155,华创阳安,证券,2.0
44,688536.SH,688536,思瑞浦,半导体,2.0
45,605358.SH,605358,立昂微,半导体,2.0
46,605258.SH,605258,协和电子,元器件,2.0
47,603976.SH,603976,正川股份,医疗保健,2.0
48,603948.SH,603948,建业股份,化工原料,2.0
49,603758.SH,603758,秦安股份,汽车配件,2.0
50,603619.SH,603619,中曼石油,石油开采,2.0
51,603615.SH,603615,茶花股份,家居用品,2.0
52,603011.SH,603011,合锻智能,机床制造,2.0
53,601456.SH,601456,国联证券,证券,2.0
54,600979.SH,600979,广安爱众,水力发电,2.0
55,600746.SH,600746,江苏索普,化工原料,2.0
56,600733.SH,600733,北汽蓝谷,汽车整车,2.0
57,600559.SH,600559,老白干酒,白酒,2.0
58,600552.SH,600552,凯盛科技,玻璃,2.0
59,600543.SH,600543,莫高股份,红黄酒,2.0
60,600460.SH,600460,士兰微,半导体,2.0
61,600418.SH,600418,江淮汽车,汽车整车,2.0
62,600397.SH,600397,安源煤业,煤炭开采,2.0
63,600333.SH,600333,长春燃气,供气供热,2.0
64,600199.SH,600199,金种子酒,白酒,2.0
65,002618.SZ,002618,丹邦科技,元器件,2.0
66,688777.SH,688777,中控技术,软件服务,2.0
67,000625.SZ,000625,长安汽车,汽车整车,2.0
68,000628.SZ,000628,高新发展,园区开发,2.0
69,002321.SZ,002321,华英农业,农业综合,2.0
70,000157.SZ,000157,中联重科,工程机械,2.0
71,000573.SZ,000573,粤宏远A,区域地产,2.0
72,002098.SZ,002098,浔兴股份,服饰,2.0
73,603021.SH,603021,山东华鹏,玻璃,1.0
74,601311.SH,601311,骆驼股份,电气设备,1.0
75,000700.SZ,000700,模塑科技,汽车配件,1.0
76,600871.SH,600871,石化油服,石油开采,1.0
77,600872.SH,600872,中炬高新,食品,1.0
78,600895.SH,600895,张江高科,园区开发,1.0
79,600928.SH,600928,西安银行,银行,1.0
80,000691.SZ,000691,亚太实业,化工原料,1.0
81,603063.SH,603063,禾望电气,电气设备,1.0
82,601001.SH,601001,大同煤业,煤炭开采,1.0
83,000655.SZ,000655,金岭矿业,普钢,1.0
84,000638.SZ,000638,万方发展,软件服务,1.0
85,601360.SH,601360,三六零,互联网,1.0
86,603016.SH,603016,新宏泰,电气设备,1.0
87,601388.SH,601388,怡球资源,铝,1.0
88,000633.SZ,000633,合金投资,综合类,1.0
89,600800.SH,600800,天津磁卡,综合类,1.0
90,601579.SH,601579,会稽山,红黄酒,1.0
91,601686.SH,601686,N友发,钢加工,1.0
92,601860.SH,601860,紫金银行,银行,1.0
93,601965.SH,601965,中国汽研,汽车服务,1.0
94,603025.SH,603025,大豪科技,IT设备,1.0
95,603009.SH,603009,北特科技,汽车配件,1.0
96,603010.SH,603010,万盛股份,化工原料,1.0
97,002506.SZ,002506,协鑫集成,电气设备,1.0
98,000751.SZ,000751,锌业股份,铅锌,1.0
99,600760.SH,600760,中航沈飞,航空,1.0
100,600511.SH,600511,国药股份,医药商业,1.0
101,600316.SH,600316,洪都航空,航空,1.0
102,600331.SH,600331,宏达股份,铅锌,1.0
103,000983.SZ,000983,西山煤电,煤炭开采,1.0
104,600338.SH,600338,西藏珠峰,铅锌,1.0
105,600360.SH,600360,华微电子,半导体,1.0
106,000966.SZ,000966,长源电力,火力发电,1.0
107,000949.SZ,000949,新乡化纤,化纤,1.0
108,600428.SH,600428,中远海特,水运,1.0
109,600433.SH,600433,冠豪高新,造纸,1.0
110,000936.SZ,000936,华西股份,化纤,1.0
111,600497.SH,600497,驰宏锌锗,铅锌,1.0
112,600533.SH,600533,栖霞建设,区域地产,1.0
113,603076.SH,603076,乐惠国际,专用机械,1.0
114,000923.SZ,000923,河钢资源,普钢,1.0
115,000889.SZ,000889,中嘉博创,通信设备,1.0
116,000861.SZ,000861,海印股份,房产服务,1.0
117,600579.SH,600579,克劳斯,化工机械,1.0
118,600616.SH,600616,金枫酒业,红黄酒,1.0
119,000816.SZ,000816,智慧农业,农用机械,1.0
120,600722.SH,600722,金牛化工,化工原料,1.0
121,600731.SH,600731,湖南海利,农药化肥,1.0
122,600732.SH,600732,爱旭股份,电气设备,1.0
123,000809.SZ,000809,铁岭新城,区域地产,1.0
124,600744.SH,600744,华银电力,火力发电,1.0
125,603069.SH,603069,海汽集团,公路,1.0
126,603113.SH,603113,金能科技,化工原料,1.0
127,603083.SH,603083,剑桥科技,通信设备,1.0
128,605111.SH,605111,新洁能,半导体,1.0
129,603829.SH,603829,洛凯股份,电气设备,1.0
130,603876.SH,603876,鼎胜新材,铝,1.0
131,603879.SH,603879,永悦科技,化工原料,1.0
132,603915.SH,603915,国茂股份,机械基件,1.0
133,603929.SH,603929,亚翔集成,装修装饰,1.0
134,603936.SH,603936,博敏电子,元器件,1.0
135,000558.SZ,000558,莱茵体育,文教休闲,1.0
136,603960.SH,603960,克来机电,专用机械,1.0
137,000540.SZ,000540,中天金融,多元金融,1.0
138,605008.SH,605008,长鸿高科,塑料,1.0
139,000526.SZ,000526,紫光学大,文教休闲,1.0
140,000517.SZ,000517,荣安地产,区域地产,1.0
141,603790.SH,603790,雅运股份,染料涂料,1.0
142,605199.SH,605199,葫芦娃,中成药,1.0
143,000488.SZ,000488,晨鸣纸业,造纸,1.0
144,000413.SZ,000413,东旭光电,元器件,1.0
145,605399.SH,605399,晨光新材,化工原料,1.0
146,688017.SH,688017,绿的谐波,机械基件,1.0
147,688229.SH,688229,博睿数据,软件服务,1.0
148,688286.SH,688286,敏芯股份,元器件,1.0
149,688298.SH,688298,东方生物,医疗保健,1.0
150,000150.SZ,000150,宜华健康,医疗保健,1.0
151,688557.SH,688557,兰剑智能,专用机械,1.0
152,688578.SH,688578,艾力斯-U,化学制药,1.0
153,603826.SH,603826,坤彩科技,染料涂料,1.0
154,603755.SH,603755,日辰股份,食品,1.0
155,603096.SH,603096,新经典,出版业,1.0
156,603396.SH,603396,金辰股份,专用机械,1.0
157,002069.SZ,002069,獐子岛,渔业,1.0
158,603115.SH,603115,海星股份,元器件,1.0
159,603131.SH,603131,上海沪工,专用机械,1.0
160,603161.SH,603161,科华控股,汽车配件,1.0
161,603179.SH,603179,新泉股份,汽车配件,1.0
162,603185.SH,603185,上机数控,机床制造,1.0
163,603198.SH,603198,迎驾贡酒,白酒,1.0
164,603220.SH,603220,中贝通信,通信设备,1.0
165,603299.SH,603299,苏盐井神,化工原料,1.0
166,603319.SH,603319,湘油泵,汽车配件,1.0
167,603330.SH,603330,上海天洋,塑料,1.0
168,000619.SZ,000619,海螺型材,其他建材,1.0
169,603711.SH,603711,香飘飘,软饮料,1.0
170,603518.SH,603518,锦泓集团,服饰,1.0
171,603527.SH,603527,众源新材,铜,1.0
172,603535.SH,603535,嘉诚国际,仓储物流,1.0
173,603559.SH,603559,中通国脉,通信设备,1.0
174,603602.SH,603602,纵横通信,通信设备,1.0
175,603612.SH,603612,索通发展,矿物制品,1.0
176,000615.SZ,000615,奥园美谷,化纤,1.0
177,000609.SZ,000609,中迪投资,区域地产,1.0
178,603679.SH,603679,华体科技,电气设备,1.0
179,603697.SH,603697,有友食品,食品,1.0
180,603701.SH,603701,德宏股份,汽车配件,1.0
181,600261.SH,600261,阳光照明,家用电器,1.0
182,002096.SZ,002096,南岭民爆,化工原料,1.0
183,600237.SH,600237,铜峰电子,元器件,1.0
184,002249.SZ,002249,大洋电机,电气设备,1.0
185,002297.SZ,002297,博云新材,矿物制品,1.0
186,002287.SZ,002287,奇正藏药,中成药,1.0
187,002997.SZ,002997,瑞鹄模具,汽车配件,1.0
188,002998.SZ,002998,优彩资源,化纤,1.0
189,003002.SZ,003002,壶化股份,化工原料,1.0
190,002272.SZ,002272,川润股份,机械基件,1.0
191,003011.SZ,003011,海象新材,家居用品,1.0
192,003012.SZ,003012,东鹏控股,陶瓷,1.0
193,003015.SZ,003015,日久光电,元器件,1.0
194,003021.SZ,003021,N兆威,电气设备,1.0
195,300008.SZ,300008,天海防务,船舶,1.0
196,300065.SZ,300065,海兰信,软件服务,1.0
197,300076.SZ,300076,GQY视讯,IT设备,1.0
198,002258.SZ,002258,利尔化学,农药化肥,1.0
199,300139.SZ,300139,晓程科技,元器件,1.0
200,300208.SZ,300208,青岛中程,电气设备,1.0
201,300219.SZ,300219,鸿利智汇,元器件,1.0
202,300220.SZ,300220,金运激光,元器件,1.0
203,300221.SZ,300221,银禧科技,塑料,1.0
204,300225.SZ,300225,金力泰,染料涂料,1.0
205,300241.SZ,300241,瑞丰光电,半导体,1.0
206,300274.SZ,300274,阳光电源,电气设备,1.0
207,300283.SZ,300283,温州宏丰,电气设备,1.0
208,300318.SZ,300318,博晖创新,医疗保健,1.0
209,300356.SZ,300356,光一科技,电气设备,1.0
210,002945.SZ,002945,华林证券,证券,1.0
211,002938.SZ,002938,鹏鼎控股,元器件,1.0
212,002936.SZ,002936,郑州银行,银行,1.0
213,002363.SZ,002363,隆基机械,汽车配件,1.0
214,002553.SZ,002553,南方轴承,汽车配件,1.0
215,002466.SZ,002466,天齐锂业,小金属,1.0
216,002453.SZ,002453,华软科技,软件服务,1.0
217,002451.SZ,002451,摩恩电气,电气设备,1.0
218,002429.SZ,002429,兆驰股份,家用电器,1.0
219,002407.SZ,002407,多氟多,化工原料,1.0
220,002674.SZ,002674,兴业科技,纺织,1.0
221,002404.SZ,002404,嘉欣丝绸,纺织,1.0
222,002724.SZ,002724,海洋王,半导体,1.0
223,002385.SZ,002385,大北农,饲料,1.0
224,002379.SZ,002379,宏创控股,铝,1.0
225,002348.SZ,002348,高乐股份,文教休闲,1.0
226,002922.SZ,002922,伊戈尔,电气设备,1.0
227,002342.SZ,002342,巨力索具,机械基件,1.0
228,002806.SZ,002806,华锋股份,元器件,1.0
229,002810.SZ,002810,山东赫达,化工原料,1.0
230,002331.SZ,002331,皖通科技,软件服务,1.0
231,002824.SZ,002824,和胜股份,铝,1.0
232,002857.SZ,002857,三晖电气,电器仪表,1.0
233,002859.SZ,002859,洁美科技,元器件,1.0
234,002326.SZ,002326,永太科技,化工原料,1.0
235,002865.SZ,002865,钧达股份,汽车配件,1.0
236,002870.SZ,002870,香山股份,电器仪表,1.0
237,002906.SZ,002906,华阳集团,汽车配件,1.0
238,300402.SZ,300402,宝色股份,专用机械,1.0
239,300438.SZ,300438,鹏辉能源,电气设备,1.0
240,002514.SZ,002514,宝馨科技,机械基件,1.0
241,300444.SZ,300444,双杰电气,电气设备,1.0
242,300858.SZ,300858,科拓生物,食品,1.0
243,002221.SZ,002221,东华能源,石油贸易,1.0
244,002193.SZ,002193,如意集团,纺织,1.0
245,300898.SZ,300898,熊猫乳品,乳制品,1.0
246,300908.SZ,300908,仲景食品,食品,1.0
247,300910.SZ,300910,瑞丰新材,化工原料,1.0
248,300911.SZ,300911,C亿田,家用电器,1.0
249,300915.SZ,300915,C海融,食品,1.0
250,300916.SZ,300916,C朗特,元器件,1.0
251,600057.SH,600057,厦门象屿,仓储物流,1.0
252,600075.SH,600075,新疆天业,化工原料,1.0
253,600076.SH,600076,康欣新材,其他建材,1.0
254,600081.SH,600081,东风科技,汽车配件,1.0
255,600095.SH,600095,湘财股份,证券,1.0
256,002190.SZ,002190,成飞集成,汽车配件,1.0
257,002172.SZ,002172,澳洋健康,化纤,1.0
258,600132.SH,600132,重庆啤酒,啤酒,1.0
259,002165.SZ,002165,红宝丽,化工原料,1.0
260,600169.SH,600169,太原重工,工程机械,1.0
261,600188.SH,600188,兖州煤业,煤炭开采,1.0
262,002149.SZ,002149,西部材料,小金属,1.0
263,600197.SH,600197,伊力特,白酒,1.0
264,600198.SH,600198,大唐电信,通信设备,1.0
265,600203.SH,600203,福日电子,元器件,1.0
266,600211.SH,600211,西藏药业,中成药,1.0
267,300852.SZ,300852,四会富仕,元器件,1.0
268,300829.SZ,300829,金丹科技,食品,1.0
269,300822.SZ,300822,贝仕达克,元器件,1.0
270,300711.SZ,300711,广哈通信,通信设备,1.0
271,300452.SZ,300452,山河药辅,化学制药,1.0
272,300460.SZ,300460,惠伦晶体,元器件,1.0
273,300469.SZ,300469,信息发展,软件服务,1.0
274,300492.SZ,300492,华图山鼎,建筑工程,1.0
275,002235.SZ,002235,安妮股份,互联网,1.0
276,300542.SZ,300542,新晨科技,软件服务,1.0
277,300549.SZ,300549,优德精密,专用机械,1.0
278,300581.SZ,300581,晨曦航空,航空,1.0
279,300586.SZ,300586,美联新材,化工原料,1.0
280,300589.SZ,300589,江龙船艇,船舶,1.0
281,300650.SZ,300650,太龙照明,电气设备,1.0
282,300712.SZ,300712,永福股份,建筑工程,1.0
283,300819.SZ,300819,聚杰微纤,化纤,1.0
284,300713.SZ,300713,英可瑞,电气设备,1.0
285,300717.SZ,300717,华信新材,塑料,1.0
286,300720.SZ,300720,海川智能,电器仪表,1.0
287,002232.SZ,002232,启明信息,软件服务,1.0
288,300730.SZ,300730,科创信息,软件服务,1.0
289,300733.SZ,300733,西菱动力,汽车配件,1.0
290,300741.SZ,300741,华宝股份,食品,1.0
291,300742.SZ,300742,越博动力,汽车配件,1.0
292,000100.SZ,000100,TCL科技,元器件,1.0
293,300769.SZ,300769,德方纳米,化工原料,1.0
294,300816.SZ,300816,艾可蓝,环境保护,1.0
