,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_15,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,300313.SZ,300313,天山生物,农业综合,34.66,11.0,2.0,19.0,63.83,"北京泽盈投资有限公司-泽盈顺势8号私募证券投资基金
北京泽盈投资有限公司-泽盈顺势3号私募证券投资基金",2.0
1,688559.SH,688559,N海目星,专用机械,31.96,1.0,1.0,12.0,14.54,,0.0
2,300301.SZ,300301,长方集团,半导体,8.3,6.0,3.0,10.0,51.78,,0.0
3,605006.SH,605006,山东玻纤,玻璃,8.1,5.0,3.0,8.0,8.1,,0.0
4,002999.SZ,002999,天禾股份,批发业,13.95,5.0,3.0,8.0,8.66,,0.0
5,002997.SZ,002997,瑞鹄模具,汽车配件,26.32,5.0,3.0,8.0,12.08,,0.0
6,300102.SZ,300102,乾照光电,半导体,11.63,4.0,2.0,7.0,82.23,"山西黄河股权投资管理有限公司-太行产业并购私募基金
国通信托有限责任公司-国通信托·紫金15号卓丰增持集合资金信托计划
深圳和君正德资产管理有限公司-正德远盛产业创新结构化私募基金
深圳和君正德资产管理有限公司-正德鑫盛一号投资私募基金",4.0
7,300116.SZ,300116,坚瑞沃能,电气设备,4.3,7.0,1.0,7.0,158.55,"上海国泰君安君彤投资管理有限公司-君彤二期投资基金
深圳市招商平安资产管理有限责任公司
华润深国投信托有限公司-华润信托·招利13号单一资金信托",3.0
8,300708.SZ,300708,聚灿光电,半导体,33.8,3.0,2.0,6.0,30.91,,0.0
9,300064.SZ,300064,豫金刚石,矿物制品,6.64,4.0,3.0,6.0,42.41,,0.0
10,601702.SH,601702,华峰铝业,铝,6.42,3.0,3.0,6.0,16.03,,0.0
11,300185.SZ,300185,通裕重工,工程机械,6.04,6.0,3.0,5.0,181.35,中央汇金资产管理有限责任公司,1.0
12,002617.SZ,002617,露笑科技,电气设备,9.54,6.0,3.0,4.0,114.0,中央汇金资产管理有限责任公司,1.0
13,300239.SZ,300239,东宝生物,生物制药,9.62,2.0,2.0,4.0,48.58,"中央汇金资产管理有限责任公司
中科先行(北京)资产管理有限公司
中国华融资产管理股份有限公司
内蒙古金融资产管理有限公司",4.0
14,605003.SH,605003,众望布艺,纺织,37.08,1.0,1.0,4.0,8.16,,0.0
15,300008.SZ,300008,天海防务,船舶,10.3,4.0,2.0,4.0,76.53,东方富华(北京)投资基金管理有限公司-东方富华-上海佳豪专项资产管理计划,1.0
16,300359.SZ,300359,全通教育,文教休闲,9.8,2.0,1.0,3.0,52.29,北京顺业恒通资产管理有限公司,1.0
17,300217.SZ,300217,东方电热,电器仪表,4.27,3.0,2.0,3.0,37.54,中央汇金资产管理有限责任公司,1.0
18,300802.SZ,300802,矩子科技,IT设备,40.88,2.0,2.0,3.0,16.35,,0.0
19,000633.SZ,000633,合金投资,综合类,6.02,3.0,3.0,3.0,23.18,华润深国投信托有限公司-华润信托·泽乾一号集合资金信托计划,1.0
20,300111.SZ,300111,向日葵,半导体,5.18,2.0,2.0,3.0,57.87,,0.0
21,688095.SH,688095,福昕软件,软件服务,326.39,1.0,1.0,3.0,35.57,,0.0
22,300071.SZ,300071,华谊嘉信,广告包装,4.01,4.0,2.0,3.0,25.63,杭州福石资产管理有限公司,1.0
23,300135.SZ,300135,宝利国际,化工原料,4.17,4.0,2.0,3.0,38.43,,0.0
24,603077.SH,603077,和邦生物,化工原料,1.79,2.0,2.0,2.0,158.08,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
西部利得基金-兴业银行-华鑫国际信托-华鑫信托·慧智投资78号集合资金信托计划
西部利得基金-兴业银行-华鑫国际信托-华鑫信托·慧智投资77号集合资金信托计划
建信基金-兴业银行-华鑫国际信托-华鑫信托·慧智投资75号集合资金信托计划",5.0
25,300128.SZ,300128,锦富技术,元器件,4.73,1.0,1.0,2.0,50.97,"上海睿度资产管理有限公司-睿度资产聚缘1号私募证券投资基金
泰兴市智成产业投资基金(有限合伙)",2.0
26,300311.SZ,300311,任子行,软件服务,10.73,1.0,1.0,2.0,54.77,中央汇金资产管理有限责任公司,1.0
27,300152.SZ,300152,科融环境,环境保护,4.97,5.0,2.0,2.0,35.41,,0.0
28,300179.SZ,300179,四方达,矿物制品,9.14,2.0,2.0,2.0,30.99,"中央汇金资产管理有限责任公司
交通银行股份有限公司-长信量化先锋混合型证券投资基金
基本养老保险基金九零三组合",3.0
29,300237.SZ,300237,美晨生态,建筑工程,4.07,3.0,2.0,2.0,58.6,"九泰基金-浦发银行-九泰基金-恒胜新动力分级1号资产管理计划
陕西省国际信托股份有限公司-陕国投·金元宝68号证券投资集合资金信托计划",2.0
30,300106.SZ,300106,西部牧业,农业综合,18.0,5.0,1.0,2.0,38.04,,0.0
31,300247.SZ,300247,融捷健康,医疗保健,3.96,3.0,2.0,2.0,31.76,安徽高新毅达皖江产业发展创业投资基金(有限合伙),1.0
32,300310.SZ,300310,宜通世纪,通信设备,7.19,1.0,1.0,2.0,49.74,汇银富通资产管理有限公司,1.0
33,600121.SH,600121,郑州煤电,煤炭开采,2.43,2.0,2.0,2.0,29.61,中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金,1.0
34,300798.SZ,300798,锦鸡股份,染料涂料,20.82,2.0,1.0,2.0,8.7,,0.0
35,300335.SZ,300335,迪森股份,供气供热,6.23,2.0,1.0,2.0,16.97,中央汇金资产管理有限责任公司,1.0
36,300736.SZ,300736,百邦科技,通信设备,14.13,1.0,1.0,2.0,11.45,,0.0
37,300722.SZ,300722,新余国科,专用机械,33.83,3.0,1.0,2.0,12.31,"中国国际金融香港资产管理有限公司-客户资金2
中国建设银行股份有限公司-国泰中证军工交易型开放式指数证券投资基金
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金",4.0
38,300821.SZ,300821,东岳硅材,化工原料,14.9,1.0,1.0,2.0,44.7,,0.0
39,300588.SZ,300588,熙菱信息,软件服务,13.76,2.0,1.0,2.0,14.44,,0.0
40,300561.SZ,300561,汇金科技,软件服务,26.53,2.0,1.0,2.0,35.67,,0.0
41,300556.SZ,300556,丝路视觉,软件服务,25.48,1.0,1.0,2.0,21.95,中国文化产业投资基金(有限合伙),1.0
42,300540.SZ,300540,深冷股份,专用机械,22.07,1.0,1.0,2.0,19.13,,0.0
43,300499.SZ,300499,高澜股份,专用机械,12.82,1.0,1.0,2.0,25.1,深圳建信华讯股权投资基金管理有限公司-建华高精尖装备私募股权投资壹号基金,1.0
44,300478.SZ,300478,杭州高新,橡胶,16.8,1.0,1.0,2.0,20.36,中央汇金资产管理有限责任公司,1.0
45,300475.SZ,300475,聚隆科技,专用机械,12.72,2.0,1.0,2.0,34.47,"芜湖弘唯基石投资基金管理合伙企业(有限合伙)-弘唯基石华盈私募投资基金
深圳市领信基石股权投资基金管理合伙企业(有限合伙)-深圳市领汇基石股权投资基金合伙企业(有限合伙)
深圳市领信基石股权投资基金管理合伙企业(有限合伙)-深圳市领驰基石股权投资基金合伙企业(有限合伙)
深圳市领信基石股权投资基金管理合伙企业(有限合伙)-深圳市领泰基石投资合伙企业(有限合伙)",4.0
46,300471.SZ,300471,厚普股份,专用机械,14.35,1.0,1.0,2.0,34.63,上海阿杏投资管理有限公司-阿杏锦绣私募证券投资基金,1.0
47,300459.SZ,300459,金科文化,互联网,5.15,3.0,1.0,2.0,120.46,"招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
全国社保基金六零四组合
香港中央结算有限公司(陆股通)",3.0
48,300435.SZ,300435,中泰股份,机械基件,17.14,1.0,1.0,2.0,38.99,"基本养老保险基金九零三组合
中央汇金资产管理有限责任公司",2.0
49,300412.SZ,300412,迦南科技,医疗保健,13.11,1.0,1.0,2.0,29.17,中央汇金资产管理有限责任公司,1.0
50,300410.SZ,300410,正业科技,电器仪表,9.55,2.0,1.0,2.0,34.8,"中央汇金资产管理有限责任公司
深圳平安汇通投资-包商银行-中融国际信托-中融-恒融5号单一资金信托",2.0
51,300056.SZ,300056,中创环保,环境保护,9.4,2.0,1.0,2.0,30.75,九州证券-招商银行-九州联增一期集合资产管理计划,1.0
52,300350.SZ,300350,华鹏飞,仓储物流,6.71,2.0,1.0,2.0,21.88,"珠海安赐互联柒号股权投资基金企业(有限合伙)
珠海安赐互联捌号股权投资基金企业(有限合伙)",2.0
53,300342.SZ,300342,天银机电,元器件,21.56,1.0,1.0,2.0,89.49,北信瑞丰基金-工商银行-北信瑞丰基金丰庆92号资产管理计划,1.0
54,300337.SZ,300337,银邦股份,铝,10.9,6.0,1.0,2.0,77.21,,0.0
55,300355.SZ,300355,蒙草生态,环境保护,5.3,2.0,1.0,2.0,69.31,内蒙古金融资产管理有限公司,1.0
56,300399.SZ,300399,京天利,互联网,23.08,2.0,1.0,2.0,34.61,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
57,002348.SZ,002348,高乐股份,文教休闲,3.69,3.0,2.0,2.0,31.16,,0.0
58,002471.SZ,002471,中超控股,电气设备,3.1,2.0,2.0,2.0,39.21,深圳市鑫腾华资产管理有限公司,1.0
59,002581.SZ,002581,未名医药,生物制药,19.49,2.0,2.0,2.0,78.11,,0.0
60,002390.SZ,002390,信邦制药,中成药,6.91,2.0,2.0,2.0,107.69,香港中央结算有限公司(陆股通),1.0
61,000605.SZ,000605,渤海股份,水务,7.74,2.0,2.0,2.0,25.98,"天津渤海发展股权投资基金有限公司
财通基金-光大银行-财通基金-富春定增-553号资产管理计划
财通基金-工商银行-杭州金投产业基金管理有限公司",3.0
62,300425.SZ,300425,中建环能,环境保护,5.96,2.0,1.0,1.0,39.01,广东宝新资产管理有限公司,1.0
