,ts_code,symbol,name,industry,COL_EIGEN_SLOPE,COL_LAST_PCT_CHG,COL_LASTPRICE
0,300023.SZ,300023,宝德股份,专用机械,3.43,10.0279,7.9
1,300471.SZ,300471,厚普股份,专用机械,6.98,10.0119,18.46
2,600218.SH,600218,全柴动力,农用机械,9.84,10.0,22.66
3,000159.SZ,000159,国际实业,石油贸易,7.5,9.9681,13.79
4,603032.SH,603032,德新交运,公路,2.8,4.6703,38.1
5,600128.SH,600128,弘业股份,商贸代理,2.52,4.5881,10.03
6,300663.SZ,300663,科蓝软件,软件服务,-11.33,4.2495,53.48
7,600776.SH,600776,东方通信,通信设备,1.39,4.2328,29.55
8,000068.SZ,000068,华控赛格,元器件,2.47,4.0336,6.19
9,600651.SH,600651,飞乐音响,电器仪表,2.99,2.947,5.24
10,601700.SH,601700,风范股份,电气设备,-5.1,2.8643,8.26
11,002017.SZ,002017,东信和平,通信设备,3.48,2.8485,16.97
12,300175.SZ,300175,朗源股份,食品,-6.88,2.2355,6.86
13,002806.SZ,002806,华锋股份,元器件,3.14,2.218,21.66
14,000677.SZ,000677,恒天海龙,化纤,-0.61,2.2113,4.16
15,002870.SZ,002870,香山股份,电器仪表,3.77,1.7552,23.19
16,600756.SH,600756,浪潮软件,软件服务,1.57,1.7153,29.65
17,002864.SZ,002864,盘龙药业,中成药,-0.49,1.5757,34.81
18,601066.SH,601066,中信建投,证券,-0.99,1.5139,24.14
19,000610.SZ,000610,西安旅游,旅游服务,3.08,1.4824,16.43
20,300017.SZ,300017,网宿科技,电信运营,6.52,1.4804,13.71
21,000859.SZ,000859,国风塑业,塑料,-8.89,1.3255,6.88
22,601519.SH,601519,大智慧,软件服务,-1.82,1.2695,10.37
23,600604.SH,600604,市北高新,园区开发,4.88,1.2544,14.53
24,000622.SZ,000622,恒立实业,汽车配件,-1.11,1.2251,6.61
25,601319.SH,601319,中国人保,保险,-2.63,1.1579,9.61
26,300487.SZ,300487,蓝晓科技,化工原料,-0.73,1.1343,33.88
27,603383.SH,603383,顶点软件,软件服务,-3.63,1.0741,109.16
28,600552.SH,600552,凯盛科技,玻璃,-1.51,1.0638,5.7
29,300279.SZ,300279,和晶科技,元器件,-2.79,0.9231,6.56
30,300085.SZ,300085,银之杰,软件服务,4.92,0.8287,18.25
31,000727.SZ,000727,华东科技,元器件,3.68,0.738,2.73
32,000862.SZ,000862,银星能源,新型电力,-4.38,0.7375,6.83
33,600613.SH,600613,神奇制药,中成药,-0.31,0.4975,8.08
34,000518.SZ,000518,四环生物,生物制药,-0.81,0.464,4.33
35,300667.SZ,300667,必创科技,电器仪表,-2.42,0.3953,30.48
36,601608.SH,601608,中信重工,专用机械,3.22,0.3937,5.1
37,002600.SZ,002600,领益智造,元器件,4.24,0.3497,5.74
38,002124.SZ,002124,天邦股份,饲料,5.85,0.1485,20.23
39,002170.SZ,002170,芭田股份,农药化肥,2.84,0.0,4.6
40,002175.SZ,002175,东方网络,电器仪表,-2.46,0.0,5.3
41,000971.SZ,000971,ST高升,互联网,2.61,-0.2551,3.91
42,600235.SH,600235,民丰特纸,造纸,-1.12,-0.2861,6.97
43,603220.SH,603220,贝通信,通信设备,6.81,-0.4591,34.69
44,600375.SH,600375,华菱星马,汽车整车,5.3,-0.4658,6.41
45,600131.SH,600131,岷江水电,水力发电,-1.8,-0.7078,19.64
46,300624.SZ,300624,万兴科技,软件服务,-0.93,-1.0417,57.95
47,601860.SH,601860,紫金银行,银行,1.48,-1.0417,8.55
48,300710.SZ,300710,万隆光电,通信设备,1.29,-1.2067,31.11
49,603729.SH,603729,龙韵股份,广告包装,1.74,-1.3069,21.9
50,600088.SH,600088,中视传媒,影视音像,-1.54,-2.1463,20.06
51,300545.SZ,300545,联得装备,专用机械,4.54,-2.1914,31.69
52,600086.SH,600086,东方金钰,服饰,-2.26,-2.2305,5.26
53,000536.SZ,000536,华映科技,元器件,8.62,-2.7248,3.57
54,002750.SZ,002750,龙津药业,中成药,-3.45,-2.7464,18.06
55,600146.SH,600146,商赢环球,服饰,-12.35,-2.7948,14.26
56,600278.SH,600278,东方创业,商贸代理,-6.09,-2.8534,14.64
57,601890.SH,601890,亚星锚链,船舶,3.05,-2.8846,8.08
58,603000.SH,603000,人民网,互联网,-7.04,-3.0072,25.48
59,000990.SZ,000990,诚志股份,化工原料,-6.16,-3.1285,26.01
60,002733.SZ,002733,雄韬股份,电气设备,6.55,-3.2842,31.51
61,600624.SH,600624,复旦复华,综合类,3.48,-3.4201,12.99
62,000760.SZ,000760,斯太尔,汽车配件,9.68,-3.5,3.86
63,002930.SZ,002930,宏川智慧,仓储物流,4.02,-3.5517,27.97
64,000993.SZ,000993,闽东电力,水力发电,-6.32,-3.5591,8.4
65,002458.SZ,002458,益生股份,农业综合,-10.04,-3.8106,24.99
66,002565.SZ,002565,顺灏股份,造纸,6.0,-4.486,20.44
67,300598.SZ,300598,诚迈科技,软件服务,-10.07,-7.4074,34.5
