,ts_code,symbol,name,industry,COL_LASTPRICE,COL_DAILY_BREAK,COL_RECENT_AGGRESSIVE,COL_UP_RANGE,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,688580.SH,688580,N伟思,医疗保健,181.0,True,True,0.0,,0.0
1,688579.SH,688579,山大地纬,软件服务,27.0,True,True,0.06,,0.0
2,688567.SH,688567,孚能科技,电气设备,29.78,True,True,0.07,,0.0
3,002655.SZ,002655,共达电声,元器件,11.75,True,True,0.07,"中信信托有限责任公司-中信信托成泉汇涌八期金融投资集合资金信托计划
中国工商银行-华安中小盘成长混合型证券投资基金
中国农业银行股份有限公司-华安智能装备主题股票型证券投资基金
中国工商银行股份有限公司-华商新锐产业灵活配置混合型证券投资基金",4.0
4,300848.SZ,300848,美瑞新材,化工原料,44.64,True,True,0.1,,0.0
5,002094.SZ,002094,青岛金王,日用化工,4.54,True,True,0.11,"金鹰基金-浦发银行-金鹰中植产投定增8号资产管理计划
华夏基金-浦发银行-华夏基金-中植产投-定增1号资产管理计划
佳和美资产管理有限公司
蓝色经济区产业投资基金(有限合伙)",4.0
6,600151.SH,600151,航天机电,汽车配件,5.45,True,True,0.13,"招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
中国银行股份有限公司-嘉实中证央企创新驱动交易型开放式指数证券投资基金",3.0
7,600567.SH,600567,山鹰纸业,造纸,3.3,True,True,0.13,"香港中央结算有限公司(陆股通)
山鹰国际控股股份公司-创享激励基金合伙人第一期持股计划
新华信托股份有限公司-新华信托华睿系列·金沙2号证券投资集合资金信托计划",3.0
8,300040.SZ,300040,九洲集团,电气设备,7.1,True,True,0.15,中央汇金资产管理有限责任公司,1.0
9,002789.SZ,002789,建艺集团,装修装饰,16.14,True,True,0.15,"上海景富投资管理有限公司-景富和1期私募证券投资基金
上海长富投资管理有限公司-长富山5号私募基金",2.0
10,600131.SH,600131,国网信通,通信设备,21.65,True,True,0.15,"兴证证券资管-阿坝州投资发展公司-兴证资管阿尔法科睿3号单一资产管理计划
中国建设银行股份有限公司-华夏中证四川国企改革交易型开放式指数证券投资基金
北京新华国泰水利资产管理有限公司
中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金",4.0
11,600250.SH,600250,南纺股份,商贸代理,6.22,True,True,0.15,"北京博达富通基金管理有限公司-博达鑫泰私募证券投资基金
中国证券投资者保护基金有限责任公司",2.0
12,600585.SH,600585,海螺水泥,水泥,60.91,True,True,0.15,"中央汇金资产管理有限责任公司
中国工商银行-上证50交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
高瓴资本管理有限公司-HCM中国基金",4.0
13,002890.SZ,002890,弘宇股份,农用机械,40.61,True,True,0.15,,0.0
14,600879.SH,600879,航天电子,航空,7.44,True,True,0.17,"中国建设银行股份有限公司-富国中证军工龙头交易型开放式指数证券投资基金
中国建设银行股份有限公司-鹏华中证国防指数分级证券投资基金
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金",3.0
