,ts_code,symbol,name,industry,COL_HISTORY_BREAK,COL_MONTHLY_CHG,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,600793.SH,600793,宜宾纸业,造纸,True,-0.2611,37.61,,0.0
1,002801.SZ,002801,微光股份,电气设备,True,-0.1402,28.5,,0.0
2,300747.SZ,300747,锐科激光,元器件,True,-0.12099999999999997,139.03,"中国农业银行股份有限公司-中邮核心优选混合型证券投资基金
香港中央结算有限公司(陆股通)",2.0
3,002045.SZ,002045,国光电器,元器件,True,-0.1062,46.76,,0.0
4,601138.SH,601138,工业富联,通信设备,True,-0.0973,438.45,"香港中央结算有限公司(陆股通)
中国国有企业结构调整基金股份有限公司
全国社保基金一零五组合
富达基金(香港)有限公司-客户资金
中央汇金资产管理有限责任公司
中国银行股份有限公司-华夏中证5G通信主题交易型开放式指数证券投资基金
摩根士丹利投资管理公司-摩根士丹利中国A股基金",7.0
5,300476.SZ,300476,胜宏科技,元器件,True,-0.08959999999999999,190.84,"华泰瑞联基金管理有限公司-南京华泰瑞联并购基金二号(有限合伙)
基本养老保险基金一二零五组合
中国工商银行股份有限公司-易方达科翔混合型证券投资基金
全国社保基金一零四组合
交通银行股份有限公司-易方达科讯混合型证券投资基金
易方达基金管理有限公司-社保基金17041组合",6.0
6,600382.SH,600382,广东明珠,商贸代理,True,-0.07569999999999999,51.75,,0.0
7,002876.SZ,002876,三利谱,元器件,True,-0.057300000000000004,48.41,"中国工商银行股份有限公司-国泰鑫睿混合型证券投资基金
中国建设银行股份有限公司-国泰大制造两年持有期混合型证券投资基金
广发银行股份有限公司-国泰聚信价值优势灵活配置混合型证券投资基金",3.0
8,603181.SH,603181,皇马科技,化工原料,True,-0.03649999999999998,87.49,"上海彤源投资发展有限公司-彤源同祥私募证券投资基金
中国工商银行股份有限公司-诺安先锋混合型证券投资基金
招商银行股份有限公司-睿远成长价值混合型证券投资基金",3.0
9,603607.SH,603607,京华激光,造纸,True,-0.03419999999999998,28.81,,0.0
10,002813.SZ,002813,路畅科技,汽车配件,True,-0.007300000000000032,20.21,,0.0
11,003032.SZ,003032,传智教育,文教休闲,True,0.0,7.89,,0.0
12,003031.SZ,003031,中瓷电子,元器件,True,0.0,16.74,,0.0
13,003030.SZ,003030,祖名股份,食品,True,0.0,11.17,,0.0
14,601808.SH,601808,中海油服,石油开采,True,0.0029,480.48,"招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
国泰君安证券资管-建设银行-国泰君安君得鑫两年持有期混合型集合资产管理计划
中国农业银行股份有限公司-华夏中证央企结构调整交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司",6.0
15,002908.SZ,002908,德生科技,元器件,True,0.0097,24.56,"上海迎水投资管理有限公司-迎水泰顺5号私募证券投资基金
上海迎水投资管理有限公司-迎水泰顺1号私募证券投资基金",2.0
16,603127.SH,603127,昭衍新药,医疗保健,True,0.0155,277.16,"全国社保基金四零六组合
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-工银瑞信前沿医疗股票型证券投资基金
招商银行股份有限公司-汇添富医疗服务灵活配置混合型证券投资基金
华夏未来资本管理有限公司-华夏未来欣耀1期私募证券投资基金
中国工商银行股份有限公司-中欧医疗健康混合型证券投资基金",6.0
17,002156.SZ,002156,通富微电,半导体,True,0.024500000000000008,338.55,"中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
中国建设银行股份有限公司-华夏国证半导体芯片交易型开放式指数证券投资基金
中国银行股份有限公司-国泰CES半导体芯片行业交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
国家集成电路产业投资基金股份有限公司
国泰君安证券股份有限公司-国联安中证全指半导体产品与设备交易型开放式指数证券投资基金
南通招商江海产业发展基金合伙企业(有限合伙)",7.0
18,600379.SH,600379,宝光股份,电气设备,True,0.026699999999999988,24.01,中航证券-中国航发资产管理有限公司-中航证券兴航6号单一资产管理计划,1.0
19,300687.SZ,300687,赛意信息,软件服务,True,0.02850000000000001,45.49,广州市玄元投资管理有限公司-玄元科新83号私募证券投资基金,1.0
20,002810.SZ,002810,山东赫达,化工原料,True,0.034399999999999986,89.93,"交通银行股份有限公司-工银瑞信互联网加股票型证券投资基金
中国农业银行股份有限公司-工银瑞信高质量成长混合型证券投资基金
中国建设银行股份有限公司-交银施罗德阿尔法核心混合型证券投资基金
上海高毅资产管理合伙企业(有限合伙)-高毅任昊优选致福私募证券投资基金
中国工商银行股份有限公司-交银施罗德持续成长主题混合型证券投资基金
中国工商银行股份有限公司-诺安先锋混合型证券投资基金
中国工商银行股份有限公司-交银施罗德优势行业灵活配置混合型证券投资基金",7.0
