,ts_code,name,industry,continuously_limit_up,continuously_up,average_p_change,last_p_change,circ_mv
358,000862.SZ,银星能源,新型电力,3.0,3.0,10.064,10.0,198535.7444
1635,300250.SZ,初灵信息,软件服务,2.0,2.0,9.98,9.9907,165264.2631
651,002189.SZ,利达光电,元器件,2.0,2.0,9.992,9.9761,271048.5762
2641,600621.SH,华鑫股份,证券,1.0,1.0,10.0,10.0,465132.2726
1689,300304.SZ,云意电气,汽车配件,1.0,1.0,10.056,10.0559,333312.0752
1746,300362.SZ,天翔环境,环境保护,1.0,1.0,9.972,9.9723,123299.0809
1992,300615.SZ,欣天科技,元器件,1.0,1.0,10.012,10.0122,72656.64
2046,300670.SZ,大烨智能,电气设备,1.0,1.0,9.977,9.9768,122144.112
2265,600165.SH,新日恒力,钢加工,1.0,1.0,9.824,9.8237,298609.3259
2549,600518.SH,康美药业,中成药,1.0,1.0,9.932,9.9315,2826849.2422
2566,600537.SH,亿晶光电,半导体,1.0,1.0,10.17,10.1695,382316.7621
2606,600584.SH,长电科技,半导体,1.0,1.0,10.011,10.0112,1013124.6852
51,000068.SZ,华控赛格,元器件,1.0,1.0,10.028,10.0279,397635.2283
2753,600745.SH,闻泰科技,通信设备,1.0,1.0,9.98,9.9805,1439584.7682
1611,300226.SZ,上海钢联,互联网,1.0,1.0,9.996,9.9959,821629.2085
3102,601908.SH,京运通,电气设备,1.0,1.0,10.061,10.061,719479.3901
3234,603186.SH,华正新材,元器件,1.0,1.0,10.0,10.0,150013.6127
3258,603238.SH,诺邦股份,纺织,1.0,1.0,9.995,9.995,66030.0
3322,603383.SH,顶点软件,软件服务,1.0,1.0,9.994,9.9935,196678.0368
3342,603496.SH,恒为科技,电脑设备,1.0,1.0,10.009,10.0094,178908.6973
3375,603583.SH,捷昌驱动,电气设备,1.0,6.0,4.574,10.0,172744.0
3461,603730.SH,岱美股份,汽车配件,1.0,1.0,10.011,10.0106,167689.9126
3002,601218.SH,吉鑫科技,机械基件,1.0,1.0,9.914,9.9138,252898.8
1572,300187.SZ,永清环保,环境保护,1.0,1.0,10.043,10.0427,327177.3792
170,000591.SZ,太阳能,新型电力,1.0,4.0,3.514,9.9698,741504.0102
1553,300167.SZ,迪威迅,通信设备,1.0,1.0,10.124,10.1235,133907.04
257,000710.SZ,贝瑞基因,医疗保健,1.0,1.0,10.0,10.0,206621.756
575,002113.SZ,天润数娱,互联网,1.0,1.0,10.101,10.101,269715.1891
680,002218.SZ,拓日新能,半导体,1.0,1.0,10.175,10.1754,381735.2413
698,002236.SZ,大华股份,电器仪表,1.0,2.0,6.006,10.0324,2494660.444
794,002333.SZ,罗普斯金,铝,1.0,1.0,10.112,10.1124,237635.1628
800,002339.SZ,积成电子,电气设备,1.0,1.0,10.047,10.0471,231390.4087
820,002359.SZ,北讯集团,通信设备,1.0,1.0,10.0,10.0,498479.3187
990,002530.SZ,金财互联,专用机械,1.0,1.0,10.055,10.0548,224965.1762
1118,002658.SZ,雪迪龙,环境保护,1.0,1.0,10.0,10.0,211160.0522
1141,002681.SZ,奋达科技,家用电器,1.0,1.0,10.116,10.1156,420954.7773
1169,002711.SZ,欧浦智网,仓储物流,1.0,1.0,9.901,9.901,349705.6037
1367,002925.SZ,盈趣科技,元器件,1.0,2.0,6.383,9.9934,828439.8109
1397,300010.SZ,立思辰,软件服务,1.0,2.0,9.323,9.9579,550745.8802
1410,300023.SZ,宝德股份,专用机械,1.0,1.0,10.099,10.099,80291.3173
1427,300040.SZ,九洲电气,电气设备,1.0,1.0,10.059,10.0592,131002.1153
1443,300056.SZ,三维丝,环境保护,1.0,1.0,10.022,10.0218,107679.6946
1497,300111.SZ,向日葵,半导体,1.0,1.0,9.901,9.901,248027.1901
3465,603739.SH,蔚蓝生物,农业综合,1.0,1.0,10.01,10.0104,122806.392
