,ts_code,name,industry,COL_LASTPRICE,concept,circ_mv
0,600354.SH,敦煌种业,种植业,8.47,"棉花, 农业种植, ",44.7亿
1,600371.SH,万向德农,种植业,12.88,"转基因, 乡村振兴, 万达系, 农业种植, 独角兽, 蚂蚁金服概念股, ",28.99亿
2,002902.SZ,铭普光磁,元器件,35.9,"5G, 光通信, 华为产业链, 高送转, ",25.95亿
3,002503.SZ,搜于特,服饰,3.72,"教育, 回购, 纺织服装, 低价股, 股权转让, 科创板概念股, ",74.21亿
4,002041.SZ,登海种业,种植业,10.71,"转基因, 乡村振兴, 农业种植, 人造肉, ",93.59亿
5,600463.SH,空港股份,园区开发,10.43,"机场, 北京城市规划, 军工, 军民融合, 房地产, 雄安新区, 雄安-工程基建, 京津冀, 科创板概念股, ",31.29亿
6,002725.SZ,跃岭股份,汽车配件,12.87,"5G, 汽车零部件, 半导体, 独角兽, ",22.73亿
7,601975.SH,招商南油,水运,3.98,"航运, 年报季报, ST摘帽, ",75.56亿
8,603739.SH,蔚蓝生物,农业综合,34.98,"动物保健, 燃料乙醇, ",13.53亿
9,300427.SZ,红相股份,电气设备,19.97,"电改, 业绩预增, 军工, 军民融合, 区块链, 股权转让, ",49.22亿
10,603220.SH,贝通信,通信设备,32.34,"5G, 强势人气股, ",27.31亿
11,600198.SH,大唐电信,通信设备,16.23,"5G, 阿里巴巴概念股, 国家队重仓, 央企改革, 物联网, 无人驾驶, 移动支付, 半导体, 智慧城市, 电竞, 国产芯片, 资产重组, ST摘帽, 人脸识别, ",142.9亿
12,600206.SH,有研新材,半导体,12.98,"OLED, 央企改革, 业绩预增, 稀土磁材, 雄安-建材, 雄安新区, 半导体, LED, 科创板概念股, ",108.87亿
13,300330.SZ,华虹计通,软件服务,11.76,"物联网, 移动支付, 无人商店, 智慧城市, 高铁轨交, ",19.72亿
14,002199.SZ,东晶电子,元器件,16.88,"被动元件, 电竞, 复牌股, 游戏, 壳公司, ",41.09亿
15,603727.SH,博迈科,石油开采,18.2,"油服, 海工装备, 回购, 页岩气, 天然气, ",17.27亿
16,600538.SH,国发股份,医药商业,6.0,"农药, 民营医院, 医药, 中药, 医疗器械, 广西, ",27.86亿
17,000010.SZ,*ST美丽,建筑施工,3.58,"园林, PPP, 股权转让, 股权争夺, ST股, ",18.69亿
18,603006.SH,联明股份,汽车配件,14.82,"汽车零部件, 科创板概念股, ",14.81亿
19,002428.SZ,云南锗业,小金属,8.13,"有色金属, 光伏, LED, ",52.38亿
20,002881.SZ,美格智能,通信设备,20.71,"华为产业链, 物联网, 小米概念股, ",9.39亿
21,300366.SZ,创意信息,软件服务,12.17,"5G, 华为产业链, 大数据, 云计算, 智慧城市, 国产软件, 国产操作系统, ",39.2亿
22,002338.SZ,奥普光电,电器仪表,15.69,"中科院系, 军工, 军民融合, 智能制造, 机器视觉, ",
23,300555.SZ,路通视信,通信设备,11.6,"物联网, 智慧城市, 智慧安防, 广电, ",10.12亿
24,002455.SZ,百川股份,化工原料,7.01,"石墨电极, 定增破发, 锂电池, 新能源汽车, 石墨烯, ",23.96亿
25,600892.SH,大晟文化,影视音像,5.89,"高质押率, 游戏, 手游, 影视, 创投, ",31.78亿
26,300240.SZ,飞力达,仓储物流,8.66,"智慧物流, 智能制造, 快递物流, 跨境电商, 创投, ",31.61亿
27,002942.SZ,新农股份,农药化肥,30.84,"农药, 业绩预增, ",9.25亿
28,300592.SZ,华凯创意,软件服务,12.02,"装修装饰, 人脸识别, ",
29,600523.SH,贵航股份,汽车配件,15.01,"央企改革, 军工研究所, 大飞机, 军工, 汽车零部件, ",60.65亿
30,603619.SH,中曼石油,石油开采,17.25,"油服, 海工装备, 油气改革, 可燃冰, 天然气, ",24.72亿
31,002866.SZ,传艺科技,电脑设备,13.55,"PCB板, ",10.92亿
32,000968.SZ,蓝焰控股,煤炭开采,12.64,"养老金持股, 天然气, 山西国企改革, 股权转让, ",64.9亿
