,ts_code,name,industry,COL_MA_20,COL_MA_20_SLOPE,COL_MA_20_SLOPE_CHANGE,COL_FLOAT_HOLDERS
0,688088.SH,虹软科技,软件服务,72.62,0.16551724137932045,inf,"中国工商银行股份有限公司-广发双擎升级混合型证券投资基金
中国建设银行股份有限公司-广发多元新兴股票型证券投资基金
中国建设银行股份有限公司-广发科技先锋混合型证券投资基金
广发基金-国新投资有限公司-广发基金-国新2号单一资产管理计划"
1,300289.SZ,利德曼,生物制药,5.75,0.5244755244755206,inf,"成都力鼎银科股权投资基金中心(有限合伙)
上海赛领并购投资基金合伙企业(有限合伙)
湖南蠡源晟投资管理有限公司-蠡源晟价值平衡二号私募基金"
2,002571.SZ,德力股份,玻璃,4.95,2.4844720496894457,1097.515527950317,深圳市前海钻盾资产管理有限公司-钻盾-长江二号混合策略私募证券投资基金
3,603729.SH,龙韵股份,广告包装,15.21,1.4676450967311627,631.8656882366238,
4,603283.SH,赛腾股份,专用机械,43.47,1.5654205607476657,456.7679127726164,"香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-新华优选成长混合型证券投资基金"
5,300687.SZ,赛意信息,软件服务,19.33,0.8872651356993666,324.11273486430173,珠海高瓴天成股权投资基金(有限合伙)
6,600702.SH,舍得酒业,白酒,26.0,2.0408163265306145,269.38775510203476,"云南卓晔投资管理有限公司-卓晔1号基金
中国银行股份有限公司-招商中证白酒指数分级证券投资基金
香港中央结算有限公司(陆股通)
深圳前海珞珈方圆资产管理有限公司-珞珈方圆慎独一期私募基金
瀚川投资管理(珠海)有限公司-瀚川一号私募投资基金"
7,603633.SH,徕木股份,元器件,11.95,2.136752136752129,255.0061050061061,上海久奕一期股权投资基金合伙企业(有限合伙)
8,603058.SH,永吉股份,广告包装,7.25,1.9690576652601877,248.03094233473982,
9,603116.SH,红蜻蜓,服饰,6.87,2.080237741456159,247.91976225853728,
10,600779.SH,水井坊,白酒,47.89,1.7204757858963582,222.27952421410234,"香港中央结算有限公司(陆股通)
中国银行股份有限公司-易方达中小盘混合型证券投资基金
中国银行股份有限公司-招商中证白酒指数分级证券投资基金
天津礼仁投资管理合伙企业(有限合伙)-卓越长青私募证券投资基金
易方达基金-工商银行-外贸信托-外贸信托·稳富FOF单一资金信托
中国农业银行股份有限公司-景顺长城沪深300指数增强型证券投资基金
中国光大银行股份有限公司-泓德优选成长混合型证券投资基金
交通银行-鹏华中国50开放式证券投资基金"
11,603680.SH,今创集团,运输设备,9.83,1.6546018614270963,218.3453981385682,香港中央结算有限公司(陆股通)
12,600993.SH,马应龙,中成药,16.6,1.281269066503965,198.71873093348916,"中国农业银行股份有限公司-大成睿享混合型证券投资基金
中央汇金资产管理有限责任公司
全国社保基金五零三组合
中国工商银行股份有限公司-东方红新动力灵活配置混合型证券投资基金
摩根士丹利投资管理公司-摩根士丹利中国A股基金
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-景顺长城精选蓝筹混合型证券投资基金"
13,600732.SH,爱旭股份,电气设备,8.5,1.3110846245530272,173.6889153754372,博时新兴成长混合型证券投资基金
14,002532.SZ,新界泵业,农用机械,6.28,1.7828200972447306,173.21717990275206,
