,ts_code,name,industry,COL_LASTPRICE,concept,circ_mv
0,603258.SH,电魂网络,互联网,32.55,"阿里巴巴概念股, 腾讯概念股, 游戏, 手游, ",37.93亿
1,601038.SH,一拖股份,农用机械,8.92,"央企改革, 乡村振兴, 债转股-AMC, 农机, ",52.98亿
2,600422.SH,昆药集团,中成药,12.77,"国家队重仓, 回购, 医药, 中药, 创新药, 化学药, 独角兽, ",96.92亿
3,002107.SZ,沃华医药,中成药,10.95,"医药, 中药, ",38.14亿
4,603686.SH,龙马环卫,专用机械,18.18,"定增破发, PPP, ",53.98亿
5,002868.SZ,绿康生化,农业综合,21.7,"社保重仓, 动物保健, ",8.35亿
6,000912.SZ,泸天化,农药化肥,6.6,"甲醇, 煤化工, 化肥, ST摘帽, ",103.49亿
7,300301.SZ,长方集团,半导体,6.36,"教育, LED, ",38.3亿
8,300560.SZ,中富通,通信设备,26.5,"5G, 华为产业链, 军工, 军民融合, 数字中国, ",17.43亿
9,300190.SZ,维尔利,环境保护,7.67,"固废处理, 回购, 业绩预增, 定增破发, 环保, 污水处理, ",54.79亿
10,000862.SZ,银星能源,新型电力,6.91,"央企改革, 风电, 光伏, 宁夏, 强势人气股, ",34.64亿
11,601200.SH,上海环境,环境保护,12.77,"固废处理, 环保, 上海国企改革, 污水处理, ",111.61亿
12,603177.SH,德创环保,环境保护,12.47,"大气治理, 环保, ",7.7亿
13,600609.SH,金杯汽车,汽车配件,4.54,"汽车整车, 汽车零部件, ",49.61亿
14,600710.SH,苏美达,工程机械,6.25,"央企改革, 智能制造, 机器人, ",40.02亿
15,000826.SZ,启迪桑德,环境保护,11.81,"MSCI, 固废处理, 雄安-园林环保, 定增破发, 锂电池, PPP, 环保, 雄安新区, 新能源汽车, 高校系, ",140.03亿
16,002552.SZ,宝鼎科技,机械基件,8.45,"海工装备, 军工, 军民融合, 定增破发, ST摘帽, ",16.91亿
17,603099.SH,长白山,旅游景点,10.85,"振兴东北, 旅游, 体育产业, ",28.93亿
