,ts_code,symbol,name,industry,COL_HISTORY_BREAK,COL_LAST_CHG,COL_MIN_MAX_GAP,COL_RANK_SCORE,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,605122.SH,605122,N四方,其他建材,True,32.8825,0.0,inf,17.61,,0.0
1,003039.SZ,003039,顺控发展,水务,True,10.0216,20.971563981042674,0.47786612429378483,6.33,,0.0
2,605208.SH,605208,永茂泰,汽车配件,True,9.9859,20.98445595854923,0.4758712839506172,10.97,,0.0
3,600021.SH,600021,上海电力,火力发电,True,7.3919,16.490166414523454,0.4482610917431191,180.74,"华夏基金-农业银行-华夏中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
中国国有企业结构调整基金股份有限公司
银华基金-农业银行-银华中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",13.0
4,000966.SZ,000966,长源电力,火力发电,True,10.0,28.828828828828822,0.3468750000000001,47.55,,0.0
5,000911.SZ,000911,南宁糖业,食品,True,10.0,34.22159887798038,0.2922131147540983,31.01,"中国农业银行股份有限公司-工银瑞信消费行业股票型证券投资基金
中国农业银行股份有限公司-工银瑞信农业产业股票型证券投资基金",2.0
6,600792.SH,600792,云煤能源,焦炭加工,True,10.1205,42.36760124610592,0.23887356617647057,45.24,"中央汇金资产管理有限责任公司
中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金",2.0
7,600674.SH,600674,川投能源,水力发电,True,3.9091,17.35112936344969,0.22529369230769233,503.17,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司",2.0
8,000027.SZ,000027,深圳能源,火力发电,True,10.0407,50.74349442379182,0.19787167032967032,385.82,"中央汇金资产管理有限责任公司
建信中证500指数增强型证券投资基金
中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)",4.0
9,600744.SH,600744,华银电力,火力发电,True,9.8901,69.49152542372883,0.14232095121951216,33.11,创金合信基金-招商银行-湖南轻盐创投定增资产管理计划,1.0
10,603098.SH,603098,森特股份,装修装饰,True,9.9764,76.54476670870113,0.13033418780889622,67.2,北京匀丰资产管理有限公司-匀丰灵活配置-定制4号私募投资基金,1.0
11,600025.SH,600025,华能水电,水力发电,True,1.2987,10.11764705882352,0.12835988372093035,842.4,"香港中央结算有限公司(陆股通)
摩根士丹利投资管理公司-摩根士丹利中国A股基金
上海宁泉资产管理有限公司-宁泉致远39号私募证券投资基金",3.0
