,ts_code,symbol,name,industry,COL_HISTORY_BREAK,COL_LAST_CHG,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,300939.SZ,300939,C秋田微,元器件,True,100.993,29.14,,0.0
1,300938.SZ,300938,C信测,综合类,True,57.0603,15.48,,0.0
2,300937.SZ,300937,C药易购,医药商业,True,32.7473,27.44,,0.0
3,300936.SZ,300936,C中英,元器件,True,24.2584,15.04,,0.0
4,300933.SZ,300933,中辰股份,电气设备,True,19.9853,14.06,,0.0
5,300894.SZ,300894,火星人,家用电器,True,11.5073,25.09,,0.0
6,300083.SZ,300083,创世纪,元器件,True,10.6383,169.92,"招商银行股份有限公司-兴全合润分级混合型证券投资基金
中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
招商银行股份有限公司-兴全合宜灵活配置混合型证券投资基金(LOF)",3.0
7,002164.SZ,002164,宁波东力,电气设备,True,10.0613,40.82,,0.0
8,003036.SZ,003036,泰坦股份,纺织机械,True,10.0442,5.38,,0.0
9,600989.SH,600989,宝丰能源,化工原料,True,10.031,354.38,"中国建设银行股份有限公司-银华同力精选混合型证券投资基金
全国社保基金一一八组合
基本养老保险基金一五零六一组合
上海绿山投资中心(有限合伙)-绿山投资中国优势私募证券投资基金
香港中央结算有限公司(陆股通)
中国银行股份有限公司-银华优质增长混合型证券投资基金",6.0
10,600163.SH,600163,中闽能源,新型电力,True,10.0251,43.88,海峡产业投资基金(福建)有限合伙企业,1.0
11,002553.SZ,002553,南方轴承,汽车配件,True,10.023,33.69,"上海嘉恳资产管理有限公司-嘉恳兴丰17号私募证券投资基金
华泰证券资管-南京银行-华泰家园10号集合资产管理计划",2.0
12,600576.SH,600576,祥源文化,影视音像,True,10.0213,31.96,,0.0
13,600223.SH,600223,鲁商发展,区域地产,True,10.0159,139.67,"香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-交银施罗德成长混合型证券投资基金",2.0
14,002648.SZ,002648,卫星石化,化工原料,True,10.0057,411.83,"香港中央结算有限公司(陆股通)
鹏华基金管理有限公司-社保基金16051组合
中国建设银行股份有限公司-富国低碳新经济混合型证券投资基金
长城(天津)股权投资基金管理有限责任公司-长城国泰-高端装备并购契约型私募投资基金",4.0
15,603236.SH,603236,移远通信,通信设备,True,10.0023,166.9,"香港中央结算有限公司(陆股通)
兴业银行股份有限公司-工银瑞信文体产业股票型证券投资基金
重庆信展股权投资基金管理有限公司-重庆信展保达投资中心(有限合伙)
重庆信展股权投资基金管理有限公司-重庆信展云达投资中心(有限合伙)",4.0
16,002360.SZ,002360,同德化工,化工原料,True,10.0,26.6,,0.0
17,002493.SZ,002493,荣盛石化,化纤,True,10.0,2188.07,"陕西省国际信托股份有限公司-陕国投·财富90号单一资金信托
华润深国投信托有限公司-华润信托·星海3号单一资金信托
香港中央结算有限公司(陆股通)
财通基金-建设银行-财通基金-海港1号资产管理计划
中国银行股份有限公司-富国创新趋势股票型证券投资基金",5.0
18,601058.SH,601058,赛轮轮胎,汽车配件,True,10.0,247.68,"中信证券-中信银行-中信证券卓越成长两年持有期混合型集合资产管理计划
全国社保基金四一八组合
香港中央结算有限公司(陆股通)",3.0
19,605155.SH,605155,西大门,化工原料,True,9.9966,7.68,,0.0
20,003032.SZ,003032,传智教育,文教休闲,True,9.9866,9.88,,0.0
21,603113.SH,603113,金能科技,焦炭加工,True,9.9846,154.04,"全国社保基金六零二组合
香港中央结算有限公司(陆股通)
北京国投协力股权投资基金(有限合伙)
国投创新(北京)投资基金有限公司",4.0
22,600433.SH,600433,冠豪高新,造纸,True,9.9808,72.85,,0.0
23,605055.SH,605055,N迎丰,纺织,True,9.9424,6.1,,0.0
24,003035.SZ,003035,南网能源,环境保护,True,9.9307,36.06,,0.0
25,300243.SZ,300243,瑞丰高材,化工原料,True,9.5522,34.45,"中央汇金资产管理有限责任公司
深圳市金格投资管理有限公司-金格一号私募证券投资基金
上海通怡投资管理有限公司-通怡海川3号私募证券投资基金",3.0
26,002810.SZ,002810,山东赫达,化工原料,True,9.5201,106.15,"中国工商银行股份有限公司-交银施罗德持续成长主题混合型证券投资基金
中国农业银行股份有限公司-工银瑞信高质量成长混合型证券投资基金
中国建设银行股份有限公司-交银施罗德阿尔法核心混合型证券投资基金
中国工商银行股份有限公司-交银施罗德优势行业灵活配置混合型证券投资基金
中国工商银行股份有限公司-诺安先锋混合型证券投资基金
交通银行股份有限公司-工银瑞信互联网加股票型证券投资基金
上海高毅资产管理合伙企业(有限合伙)-高毅任昊优选致福私募证券投资基金",7.0
27,002402.SZ,002402,和而泰,元器件,True,9.413,173.35,"交通银行股份有限公司-易方达高端制造混合型发起式证券投资基金
中国建设银行股份有限公司-易方达新丝路灵活配置混合型证券投资基金
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-易方达新兴成长灵活配置混合型证券投资基金
全国社保基金四零六组合
招商银行股份有限公司-易方达创新成长混合型证券投资基金",6.0
28,002984.SZ,002984,森麒麟,汽车配件,True,9.3394,23.18,"招商银行股份有限公司-中信建投行业轮换混合型证券投资基金
基本养老保险基金一零零三组合
中国工商银行股份有限公司-中信建投策略精选混合型证券投资基金",3.0
29,002258.SZ,002258,利尔化学,农药化肥,True,9.3106,144.0,"全国社保基金一一三组合
中国工商银行-南方绩优成长股票型证券投资基金
全国社保基金一零一组合
香港中央结算有限公司(陆股通)
交通银行股份有限公司-南方成长先锋混合型证券投资基金
基本养老保险基金八零二组合",6.0
30,300712.SZ,300712,永福股份,建筑工程,True,9.176,53.08,中国-比利时直接股权投资基金,1.0
31,000157.SZ,000157,中联重科,工程机械,True,9.164,885.65,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中航信托股份有限公司-中航信托·天顺【2018】220号中联单一资金信托",3.0
32,300122.SZ,300122,智飞生物,生物制药,True,8.8872,1548.81,"尚信健投资产管理(上海)有限责任公司-尚信健投-恒兴私募证券投资基金
云南国际信托有限公司-云南信托-智飞生物2019第二期员工持股集合资金信托计划
中国工商银行股份有限公司-富国天惠精选成长混合型证券投资基金(LOF)
中国银行股份有限公司-招商国证生物医药指数分级证券投资基金
香港中央结算有限公司(陆股通)
尚信健投资产管理(上海)有限责任公司-尚投道私募证券投资基金",6.0
33,600143.SH,600143,金发科技,塑料,True,8.6631,784.44,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",2.0
34,002739.SZ,002739,万达电影,影视音像,True,8.3916,453.76,香港中央结算有限公司(陆股通),1.0
35,003012.SZ,003012,东鹏控股,陶瓷,True,8.358,26.14,,0.0
36,600309.SH,600309,万华化学,化工原料,True,8.2916,1723.74,"招商银行股份有限公司-睿远成长价值混合型证券投资基金
全国社保基金一零三组合
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
全国社保基金一一一组合
招商银行股份有限公司-兴全合宜灵活配置混合型证券投资基金(LOF)
全国社保基金一零八组合",7.0
37,002876.SZ,002876,三利谱,元器件,True,8.2819,53.66,"中国建设银行股份有限公司-国泰大制造两年持有期混合型证券投资基金
广发银行股份有限公司-国泰聚信价值优势灵活配置混合型证券投资基金
中国工商银行股份有限公司-国泰鑫睿混合型证券投资基金",3.0
38,300896.SZ,300896,爱美客,医疗保健,True,7.8953,222.37,"中国工商银行股份有限公司-富国天惠精选成长混合型证券投资基金(LOF)
中国农业银行股份有限公司-嘉实新兴产业股票型证券投资基金
中信证券-中信银行-中信证券红利价值一年持有混合型集合资产管理计划
全国社保基金六零二组合
中国工商银行股份有限公司-东方红启元三年持有期混合型证券投资基金
中国建设银行股份有限公司-南方信息创新混合型证券投资基金
中国农业银行股份有限公司-大成创业板两年定期开放混合型证券投资基金",7.0
39,002601.SZ,002601,龙蟒佰利,化工原料,True,7.7233,607.02,"香港中央结算有限公司(陆股通)
中国长城资产管理股份有限公司",2.0
40,002444.SZ,002444,巨星科技,轻工机械,True,7.561,378.53,"招商银行股份有限公司-睿远成长价值混合型证券投资基金
中国农业银行股份有限公司-嘉实新兴产业股票型证券投资基金
招商银行股份有限公司-嘉实远见精选两年持有期混合型证券投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
招商银行股份有限公司-交银施罗德创新领航混合型证券投资基金
中国建设银行股份有限公司-交银施罗德经济新动力混合型证券投资基金
招商银行股份有限公司-睿远均衡价值三年持有期混合型证券投资基金",8.0
41,002054.SZ,002054,德美化工,化工原料,True,7.5188,31.08,中央汇金资产管理有限责任公司,1.0
42,300196.SZ,300196,长海股份,玻璃,True,7.3441,52.46,"招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
上海浦东发展银行股份有限公司-易方达裕祥回报债券型证券投资基金
全国社保基金一一八组合
基本养老保险基金一六零三一组合
全国社保基金四一三组合
全国社保基金五零二组合
永安国富资产管理有限公司-永安国富-永富8号资产管理计划",7.0
43,603517.SH,603517,绝味食品,食品,True,7.0319,587.33,"招商银行股份有限公司-交银施罗德新成长混合型证券投资基金
全国社保基金一零一组合
中信证券-中信银行-中信证券红利价值一年持有混合型集合资产管理计划
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-交银施罗德精选混合型证券投资基金
中信银行股份有限公司-交银施罗德新生活力灵活配置混合型证券投资基金",6.0
44,002597.SZ,002597,金禾实业,食品,True,6.7269,264.38,"交通银行股份有限公司-华安策略优选混合型证券投资基金
全国社保基金一零一组合
中国工商银行-广发稳健增长证券投资基金
基本养老保险基金八零八组合
中国光大银行股份有限公司-国投瑞银创新动力混合型证券投资基金
香港中央结算有限公司(陆股通)
中国银行股份有限公司-国投瑞银精选收益灵活配置混合型证券投资基金
荷兰汇盈资产管理公司-荷兰汇盈新兴市场股票基金",8.0
45,300443.SZ,300443,金雷股份,专用机械,True,6.707,70.27,"中国农业银行股份有限公司-申万菱信创业板量化精选股票型证券投资基金
中国建设银行股份有限公司-信达澳银领先增长混合型证券投资基金
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-工银瑞信战略转型主题股票型证券投资基金
全国社保基金四一三组合",5.0
46,000922.SZ,000922,佳电股份,电气设备,True,6.6514,54.16,"华泰证券股份有限公司-中庚价值领航混合型证券投资基金
广发证券股份有限公司-中庚小盘价值股票型证券投资基金",2.0
47,603599.SH,603599,广信股份,农药化肥,True,6.5972,141.68,"国信国投基金管理(北京)有限公司-北京华宇瑞泰股权投资合伙企业(有限合伙)
中国工商银行股份有限公司-富国天惠精选成长混合型证券投资基金(LOF)
香港中央结算有限公司(陆股通)
安徽高新毅达皖江产业发展创业投资基金(有限合伙)
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
全国社保基金一一四组合",6.0
48,600763.SH,600763,通策医疗,医疗保健,True,6.5307,1038.23,"中国工商银行股份有限公司-中欧医疗健康混合型证券投资基金
深圳市新智达投资管理有限公司-新智达成长一号基金
中国农业银行股份有限公司-嘉实新兴产业股票型证券投资基金
浙江存济医疗教育基金会
香港中央结算有限公司(陆股通)
中国银行股份有限公司-易方达中小盘混合型证券投资基金
中国建设银行股份有限公司-银华富裕主题混合型证券投资基金
中国建设银行股份有限公司-兴全社会责任混合型证券投资基金",8.0
49,000723.SZ,000723,美锦能源,焦炭加工,True,6.4789,285.32,"海通证券股份有限公司-中融中证煤炭指数分级证券投资基金
香港中央结算有限公司(陆股通)
南方资本-招商银行-远德定向增发1号资产管理计划
中国工商银行股份有限公司-广发多策略灵活配置混合型证券投资基金
中国工商银行-广发聚富开放式证券投资基金",5.0
50,000001.SZ,000001,平安银行,银行,True,6.3231,4764.11,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
全国社保基金一一七组合
中国建设银行股份有限公司-华安聚优精选混合型证券投资基金",4.0
