,ts_code,name,industry,COL_PCT_CHG,COL_LASTPRICE,COL_DAILY_AGGRESSIVE_ACCUMULATION,COL_FLOAT_HOLDERS
0,002480.SZ,新筑股份,机械基件,10.0,7.7,50.26,"中国建设银行股份有限公司-华夏中证四川国企改革交易型开放式指数证券投资基金
芜湖长元股权投资基金(有限合伙)"
1,300151.SZ,昌红科技,机械基件,10.0088,12.53,40.1,
3,000019.SZ,深粮控股,其他商业,10.0103,10.66,40.01,
5,603183.SH,建研院,建筑工程,9.9696,14.45,39.97,
6,002464.SZ,众应互联,互联网,10.0,9.13,39.88,
7,002932.SZ,明德生物,医疗保健,10.0016,68.85,37.14,
8,601789.SH,宁波建工,建筑工程,10.0719,6.12,36.62,
9,002581.SZ,未名医药,生物制药,10.0,23.98,35.98,
10,002481.SZ,双塔食品,食品,9.9862,15.97,33.52,
11,002204.SZ,大连重工,专用机械,9.973,4.08,30.19,
13,002492.SZ,恒基达鑫,仓储物流,9.9673,6.73,30.14,
14,600898.SH,国美通讯,通信设备,10.068,8.09,30.08,
15,300368.SZ,汇金股份,IT设备,10.039,11.29,30.05,中央汇金资产管理有限责任公司
16,600083.SH,博信股份,综合类,9.9652,9.49,29.97,
17,300325.SZ,德威新材,塑料,9.9237,4.32,29.91,
18,000564.SZ,供销大集,百货,9.9138,2.55,29.76,
19,600127.SH,金健米业,农业综合,9.9644,12.36,28.55,"湖南发展资产管理集团有限公司
领航投资澳洲有限公司-领航新兴市场股指基金(交易所)"
26,002030.SZ,达安基因,生物制药,10.0,28.6,25.64,
27,002930.SZ,宏川智慧,仓储物流,10.0116,18.9,25.43,广东中科白云新兴产业创业投资基金有限公司
28,002170.SZ,芭田股份,农药化肥,10.0,4.84,25.26,
29,000061.SZ,农产品,农业综合,10.0264,8.34,25.24,
30,000505.SZ,京粮控股,食品,10.0213,10.32,25.24,鑫牛润瀛(天津)股权投资基金管理有限公司-鑫牛润瀛(天津)股权投资基金合伙企业(有限合伙)
37,300485.SZ,赛升药业,生物制药,10.0306,14.37,21.39,
