,ts_code,symbol,name,industry,COL_LASTPRICE,COL_FITNESS
0,600277.SH,600277,亿利洁能,综合类,8.1,1043.17
1,300012.SZ,300012,华测检测,电器仪表,9.85,845.48
2,603939.SH,603939,益丰药房,医药商业,60.39,777.24
3,002679.SZ,002679,福建金森,林业,26.89,729.06
4,600004.SH,600004,白云机场,机场,14.78,615.75
5,603637.SH,603637,镇海股份,建筑施工,19.1,600.97
6,002127.SZ,002127,南极电商,互联网,11.81,500.61
7,300015.SZ,300015,爱尔眼科,医疗保健,33.71,466.86
8,002816.SZ,002816,和科达,专用机械,22.18,460.3
9,300760.SZ,300760,迈瑞医疗,医疗保健,136.11,460.18
10,601933.SH,601933,永辉超市,超市连锁,9.4,437.56
11,600682.SH,600682,南京新百,百货,13.83,418.62
12,603519.SH,603519,立霸股份,家用电器,16.16,411.94
13,002757.SZ,002757,南兴装备,家居用品,39.58,388.3
14,600009.SH,600009,上海机场,机场,67.54,361.78
15,603345.SH,603345,安井食品,食品,45.46,331.91
16,603703.SH,603703,盛洋科技,通信设备,11.74,322.81
17,000688.SZ,000688,国城矿业,铅锌,11.8,316.44
18,300633.SZ,300633,开立医疗,医疗保健,29.6,301.18
19,002411.SZ,002411,延安必康,化学制药,19.59,300.57
20,603288.SH,603288,海天味业,食品,87.79,290.28
21,603320.SH,603320,迪贝电气,机械基件,23.48,284.57
22,600332.SH,600332,白云山,中成药,41.24,274.49
23,600132.SH,600132,重庆啤酒,啤酒,36.8,274.29
24,603520.SH,603520,司太立,化学制药,30.01,267.44
25,300146.SZ,300146,汤臣倍健,食品,20.99,265.1
26,603878.SH,603878,武进不锈,钢加工,15.46,244.97
27,300595.SZ,300595,欧普康视,医疗保健,52.42,241.44
28,300472.SZ,300472,新元科技,专用机械,21.21,231.28
29,603233.SH,603233,大参林,医药商业,50.15,229.76
30,603883.SH,603883,老百姓,医药商业,59.63,221.88
31,002910.SZ,002910,庄园牧场,乳制品,16.47,221.48
32,600810.SH,600810,神马股份,化纤,15.0,220.01
33,002595.SZ,002595,豪迈科技,专用机械,20.54,218.56
34,300282.SZ,300282,三盛教育,文教休闲,15.52,215.51
35,600529.SH,600529,山东药玻,医疗保健,27.1,215.3
36,002925.SZ,002925,盈趣科技,元器件,44.7,206.64
37,601588.SH,601588,北辰实业,区域地产,3.85,206.0
38,603012.SH,603012,创力集团,专用机械,9.68,204.63
39,603617.SH,603617,君禾股份,专用机械,21.45,201.17
40,603039.SH,603039,泛微网络,软件服务,94.33,196.3
41,000568.SZ,000568,泸州老窖,白酒,67.7,193.64
42,600276.SH,600276,恒瑞医药,化学制药,62.5,191.93
43,300347.SZ,300347,泰格医药,医疗保健,61.7,189.64
44,000659.SZ,000659,珠海中富,广告包装,3.57,189.42
45,002602.SZ,002602,世纪华通,汽车配件,19.02,189.33
46,603658.SH,603658,安图生物,医疗保健,61.97,186.86
47,002020.SZ,002020,京新药业,化学制药,11.91,186.62
48,600872.SH,600872,中炬高新,食品,34.08,176.43
49,000004.SZ,000004,国农科技,生物制药,22.87,175.83
50,300404.SZ,300404,博济医药,医疗保健,21.67,175.7
51,002895.SZ,002895,川恒股份,化工原料,13.44,172.36
