,ts_code,symbol,name,industry,COL_EIGEN_SLOPE,COL_LAST_PCT_CHG,COL_LASTPRICE
0,601777.SH,601777,力帆股份,摩托车,12.25,10.0134,8.24
1,300292.SZ,300292,吴通控股,软件服务,6.74,9.9819,6.06
2,002529.SZ,002529,海源复材,专用机械,6.58,9.9792,10.58
3,000836.SZ,000836,富通鑫茂,通信设备,4.41,9.9366,5.2
4,300682.SZ,300682,朗新科技,软件服务,4.99,7.6742,27.5
5,600352.SH,600352,浙江龙盛,染料涂料,2.25,6.4982,23.6
6,002429.SZ,002429,兆驰股份,家用电器,4.17,5.9375,3.39
7,300199.SZ,300199,翰宇药业,化学制药,2.01,5.9281,10.9
8,300268.SZ,300268,佳沃股份,农业综合,1.54,5.861,17.52
9,000530.SZ,000530,大冷股份,机械基件,3.33,5.2209,5.24
10,002445.SZ,002445,ST中南,影视音像,3.37,5.0542,2.91
11,601599.SH,601599,鹿港文化,影视音像,1.62,4.1975,4.22
12,603366.SH,603366,日出东方,家用电器,2.84,2.8283,5.09
13,601601.SH,601601,中国太保,保险,2.14,2.32,38.37
14,002367.SZ,002367,康力电梯,运输设备,-3.87,2.291,8.93
15,300181.SZ,300181,佐力药业,中成药,2.01,2.0408,7.0
16,300369.SZ,300369,绿盟科技,软件服务,2.9,1.7761,13.18
17,600578.SH,600578,京能电力,火力发电,1.18,1.7391,3.51
18,002236.SZ,002236,大华股份,电器仪表,1.92,1.6959,17.39
19,000721.SZ,000721,西安饮食,酒店餐饮,1.87,1.5625,5.85
20,600278.SH,600278,东方创业,商贸代理,-6.09,1.2769,15.07
21,002137.SZ,002137,麦达数字,互联网,2.35,1.182,8.56
22,300100.SZ,300100,双林股份,汽车服务,2.52,1.1342,10.7
23,002261.SZ,002261,拓维信息,互联网,1.75,1.1327,6.25
24,300436.SZ,300436,广生堂,化学制药,1.57,1.1232,28.81
25,002316.SZ,002316,亚联发展,软件服务,3.55,1.1089,10.03
26,300138.SZ,300138,晨光生物,食品,3.54,1.0444,7.74
27,601336.SH,601336,新华保险,保险,2.26,1.0116,62.91
28,002677.SZ,002677,浙江美大,家用电器,-3.16,0.9187,14.28
29,002605.SZ,002605,姚记扑克,文教休闲,0.96,0.8993,11.22
30,603133.SH,603133,碳元科技,元器件,1.22,0.8811,20.61
