,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_15,COL_RECENT_LIMIT_COUNT_3,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,300857.SZ,300857,协创数据,IT设备,38.92,13.0,1.0,20.1,,0.0
1,300858.SZ,300858,科拓生物,食品,103.14,12.0,2.0,21.28,,0.0
2,601456.SH,601456,国联证券,证券,17.45,12.0,3.0,83.01,,0.0
3,300855.SZ,300855,图南股份,钢加工,54.78,12.0,0.0,27.39,,0.0
4,605188.SH,605188,国光连锁,超市连锁,14.46,11.0,0.0,7.17,,0.0
5,002991.SZ,002991,甘源食品,食品,148.07,11.0,2.0,34.51,,0.0
6,601216.SH,601216,君正集团,化工原料,9.21,9.0,1.0,777.14,"香港中央结算有限公司(陆股通)
中信信诚资产-招商银行-诚融聚荷1号资产管理计划
中央汇金资产管理有限责任公司",3.0
7,300859.SZ,300859,西域旅游,旅游服务,20.19,8.0,3.0,7.82,,0.0
8,002995.SZ,002995,天地在线,互联网,85.47,8.0,2.0,13.82,,0.0
9,002625.SZ,002625,光启技术,汽车配件,24.99,8.0,0.0,291.16,,0.0
10,605118.SH,605118,力鼎光电,元器件,23.05,8.0,0.0,9.45,,0.0
11,605199.SH,605199,葫芦娃,中成药,35.71,8.0,0.0,14.32,,0.0
12,600543.SH,600543,莫高股份,红黄酒,10.25,7.0,1.0,32.91,中信证券-甘肃兴陇资本管理有限公司-中信证券兴陇1号单一资产管理计划,1.0
13,000828.SZ,000828,东莞控股,路桥,12.75,7.0,0.0,132.54,"中国工商银行-富国中证红利指数增强型证券投资基金
工商银行-富国中证红利指数增强型证券投资基金",2.0
14,002506.SZ,002506,协鑫集成,电气设备,5.68,7.0,2.0,288.2,"天津融境股权投资基金中心(有限合伙)
长城(德阳)超日项目基金合伙企业(有限合伙)
香港中央结算有限公司(陆股通)",3.0
15,300120.SZ,300120,经纬辉开,元器件,17.05,7.0,3.0,40.4,"易方达基金-农业银行-易方达中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
中央汇金资产管理有限责任公司
南方基金-农业银行-南方中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划",11.0
16,300318.SZ,300318,博晖创新,医疗保健,11.22,7.0,0.0,81.29,中央汇金资产管理有限责任公司,1.0
17,002151.SZ,002151,北斗星通,通信设备,68.78,7.0,0.0,252.31,"国家集成电路产业投资基金股份有限公司
中国工商银行股份有限公司-国泰中证全指通信设备交易型开放式指数证券投资基金
中国建设银行股份有限公司-摩根士丹利华鑫多元收益债券型证券投资基金
香港中央结算有限公司(陆股通)
全国社保基金一零二组合",5.0
18,000411.SZ,000411,英特集团,医药商业,22.13,7.0,0.0,45.88,"全国社保基金六零四组合
基本养老保险基金九零三组合",2.0
19,300853.SZ,300853,申昊科技,机械基件,70.13,7.0,0.0,14.31,,0.0
20,002992.SZ,002992,宝明科技,元器件,39.7,6.0,0.0,13.7,,0.0
21,300278.SZ,300278,华昌达,专用机械,7.04,6.0,3.0,21.25,"陕西省国际信托股份有限公司-陕国投·永利33号证券投资集合资金信托计划
厦门国际信托有限公司-厦门信托-汇金1615号集合资金信托",2.0
22,600165.SH,600165,新日恒力,化工原料,8.17,6.0,0.0,55.96,"国通信托有限责任公司-国通信托·紫金8号集合资金信托计划
华鑫国际信托有限公司-华鑫信托·华鹏66号集合资金信托计划
国通信托有限责任公司-国通信托·同洲精进2号集合资金信托计划",3.0
23,300099.SZ,300099,精准信息,电器仪表,8.86,6.0,0.0,39.96,,0.0
24,605399.SH,605399,晨光新材,化工原料,23.68,5.0,0.0,10.89,,0.0
25,002417.SZ,002417,深南股份,软件服务,11.35,5.0,0.0,26.04,,0.0
26,300378.SZ,300378,鼎捷软件,软件服务,37.01,5.0,0.0,97.99,,0.0
27,002285.SZ,002285,世联行,房产服务,4.49,5.0,0.0,90.46,"香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司",3.0
28,002287.SZ,002287,奇正藏药,中成药,33.76,5.0,0.0,178.22,"上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
中央汇金资产管理有限责任公司",2.0
29,603069.SH,603069,海汽集团,公路,48.8,5.0,0.0,154.21,,0.0
30,600363.SH,600363,联创光电,元器件,22.68,5.0,1.0,100.58,,0.0
31,600139.SH,600139,西部资源,综合类,4.13,5.0,1.0,27.34,,0.0
32,300512.SZ,300512,中亚股份,专用机械,20.23,5.0,1.0,43.79,,0.0
33,600351.SH,600351,亚宝药业,中成药,7.01,5.0,0.0,53.98,"山西省科技基金发展有限公司
中央汇金资产管理有限责任公司",2.0
34,002082.SZ,002082,万邦德,铝,16.24,5.0,1.0,31.35,中央汇金资产管理有限责任公司,1.0
35,603167.SH,603167,渤海轮渡,水运,14.39,5.0,2.0,67.01,"招商银行股份有限公司-上证红利交易型开放式指数证券投资基金
中国银行股份有限公司-华宝标普中国A股红利机会指数证券投资基金(LOF)
中国工商银行股份有限公司-兴业上证红利低波动交易型开放式指数证券投资基金",3.0
36,002827.SZ,002827,高争民爆,化工原料,20.2,5.0,1.0,55.75,全国社会保障基金理事会转持一户,1.0
37,000524.SZ,000524,岭南控股,酒店餐饮,13.04,5.0,0.0,87.39,,0.0
38,002651.SZ,002651,利君股份,专用机械,9.3,5.0,1.0,49.02,领航投资澳洲有限公司-领航新兴市场股指基金(交易所),1.0
39,300554.SZ,300554,三超新材,矿物制品,22.61,5.0,0.0,12.64,,0.0
40,002163.SZ,002163,海南发展,装修装饰,22.84,5.0,1.0,183.51,"中国对外经济贸易信托有限公司-鸿道3期
中航基金-浙商银行-中航基金同达1号资产管理计划
华润深国投信托有限公司-华润信托·鸿道聚利集合资金信托计划",3.0
41,605318.SH,605318,法狮龙,装修装饰,22.25,5.0,0.0,7.19,,0.0
42,300856.SZ,300856,科思股份,化工原料,85.5,5.0,0.0,24.13,,0.0
43,300366.SZ,300366,创意信息,软件服务,15.42,4.0,0.0,53.12,"安信乾盛财富-宁波银行-安信乾盛兴源2号专项资产管理计划
四川省集成电路和信息安全产业投资基金有限公司
贵州铁路发展基金管理有限公司-贵州铁路壹期伍号股权投资基金中心(有限合伙)",3.0
44,002173.SZ,002173,创新医疗,医疗保健,7.74,4.0,1.0,28.71,,0.0
45,002108.SZ,002108,沧州明珠,塑料,5.54,4.0,3.0,78.55,"深圳福星资本管理有限公司-福星高照1号私募投资基金
云南国际信托有限公司-云南信托·大西部丝绸之路1号集合资金信托计划
中央汇金资产管理有限责任公司",3.0
46,300323.SZ,300323,华灿光电,半导体,11.95,4.0,1.0,99.51,上海虎铂新能股权投资基金合伙企业(有限合伙),1.0
47,300218.SZ,300218,安利股份,塑料,10.27,4.0,0.0,22.21,中央汇金资产管理有限责任公司,1.0
48,603035.SH,603035,常熟汽饰,汽车配件,16.61,4.0,1.0,51.84,深圳菁英时代资本管理有限公司-菁英时代常盈1号私募基金,1.0
49,002288.SZ,002288,超华科技,元器件,9.46,4.0,2.0,75.71,天风天成资管-招商证券-天风天成科瑞集合资产管理计划,1.0
50,600095.SH,600095,哈高科,证券,16.51,4.0,1.0,59.64,,0.0
51,601882.SH,601882,海天精工,机床制造,14.49,4.0,1.0,75.64,,0.0
52,600151.SH,600151,航天机电,汽车配件,7.68,4.0,1.0,110.15,"中国银行股份有限公司-嘉实中证央企创新驱动交易型开放式指数证券投资基金
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司",3.0
