,ts_code,name,industry,COL_LASTPRICE,COL_DAILY_AGGRESSIVE_ACCUMULATION,COL_FLOAT_HOLDERS
0,002291.SZ,星期六,服饰,16.87,79.94,金鹰基金-民生银行-金鹰筠业琢石资产管理计划
1,600695.SH,绿庭投资,多元金融,9.98,60.21,
2,300586.SZ,美联新材,化工原料,24.5,56.11,深圳市金格投资管理有限公司-金格三号私募证券投资基金
3,601990.SH,南京证券,证券,12.71,55.22,中国东方资产管理股份有限公司
4,603598.SH,引力传媒,影视音像,12.96,49.97,
5,300707.SZ,威唐工业,专用机械,19.35,49.95,
6,300112.SZ,万讯自控,电器仪表,11.25,45.08,
7,300456.SZ,耐威科技,元器件,27.47,44.46,"中央汇金资产管理有限责任公司
平安基金-中国平安人寿保险股份有限公司-分红-个险分红-平安人寿-平安基金权益委托投资2号单一资产管理计划"
8,601231.SH,环旭电子,元器件,20.5,40.05,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
全国社保基金一一三组合
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
9,000026.SZ,飞亚达A,其他商业,11.46,40.02,"吉林日昇投资管理有限公司-日昇飞跃巅峰一期私募证券投资基金
全国社保基金一一四组合
领航投资澳洲有限公司-领航新兴市场股指基金(交易所)"
10,300467.SZ,迅游科技,互联网,21.43,40.01,中央汇金资产管理有限责任公司
11,000955.SZ,欣龙控股,纺织,6.15,40.01,财达证券-招商银行-证券行业支持民企发展系列之财达证券1号集合资产管理计划
12,000927.SZ,一汽夏利,汽车整车,5.3,40.0,
13,300346.SZ,南大光电,元器件,18.01,39.99,"上海睿扬投资管理有限公司-睿扬专享3号私募证券投资基金
上海朴道瑞富投资管理中心(有限合伙)-朴道二期基金"
14,002623.SZ,亚玛顿,玻璃,25.1,39.98,中央汇金资产管理有限责任公司
15,601700.SH,风范股份,电气设备,6.73,39.98,中国工商银行股份有限公司-南方大数据100指数证券投资基金
16,600114.SH,东睦股份,机械基件,9.29,39.96,"香港中央结算有限公司(陆股通)
宁波旭弘投资管理合伙企业(有限合伙)-旭弘铭远一号私募证券投资基金
全国社保基金一零七组合
创金合信基金-工商银行-鹏华资产管理(深圳)有限公司"
17,603555.SH,贵人鸟,服饰,6.53,39.93,"厦门国际信托有限公司-贵人鸟1号员工持股单一资金信托
中央汇金资产管理有限责任公司"
18,002261.SZ,拓维信息,互联网,8.51,39.45,华泰证券资管-宁波银行-华泰紫金定增3号集合资产管理计划
19,603738.SH,泰晶科技,元器件,22.04,36.49,
20,300432.SZ,富临精工,汽车配件,11.44,36.4,
21,603536.SH,惠发食品,食品,21.06,35.68,
22,600712.SH,南宁百货,百货,10.4,35.64,惠州市三想投资管理有限公司-三想投资实现3号私募证券投资基金
23,300431.SZ,暴风集团,互联网,3.72,35.32,
24,300460.SZ,惠伦晶体,元器件,16.94,35.18,中央汇金资产管理有限责任公司
25,300643.SZ,万通智控,汽车配件,24.45,35.0,
26,601066.SH,中信建投,证券,30.51,34.51,"香港中央结算有限公司(陆股通)
领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
四川信托有限公司-四川信托-价值成长2号证券投资单一资金信托
中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金"
27,601878.SH,浙商证券,证券,11.93,34.51,中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金
28,603721.SH,中广天择,影视音像,23.45,33.96,天津天图兴盛股权投资基金合伙企业(有限合伙)
29,000818.SZ,航锦科技,化工原料,18.84,32.54,"国民信托有限公司-国民信托四方5号证券投资集合资金信托计划
香港中央结算有限公司(陆股通)"
30,600640.SH,号百控股,影视音像,27.93,30.92,"中国电信集团实业资产管理有限公司
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
31,002846.SZ,英联股份,广告包装,19.36,30.77,
32,600485.SH,*ST信威,通信设备,2.64,30.67,"北京华赛大有投资基金(有限合伙)
信达澳银基金-光大银行-中航信托-天启520号中创信测定增项目集合资金信托计划
财通基金-招商银行-中国长城资产管理公司
天兆欣(天津)股权投资基金合伙企业(有限合伙)"
33,600290.SH,ST华仪,电气设备,3.32,30.13,"万家基金-兴业银行-南京钢铁联合有限公司
华鑫国际信托有限公司-华鑫信托·华鹏66号集合资金信托计划
东吴基金-兴业银行-彭杏妮
上银基金-浦发银行-徐燎燃
前海开源基金-恒丰银行-海通创新证券投资有限公司"
34,300344.SZ,太空智造,软件服务,6.0,30.12,"上海云门投资管理有限公司-云门智造1号私募证券投资基金
中央汇金资产管理有限责任公司"
35,300147.SZ,香雪制药,中成药,8.74,30.07,"中央汇金资产管理有限责任公司
华夏基金-农业银行-华夏中证金融资产管理计划"
36,600677.SH,航天通信,通信设备,9.14,30.04,
