code,name,outstanding,p_change_range,normalizing_std,p_change_till_now,normalizing_std_till_now,stop_mark
002760,凤形股份,0.72,-49.852,0.222,-29.592,0.211,
002188,*ST巴士,2.15,-47.292,0.205,-52.012,0.317,
002178,延华智能,7.1,-43.524,0.176,-37.343,0.26,
002694,顾地科技,4.99,-41.604,0.383,-59.287,0.353,
002012,凯恩股份,4.67,-38.813,0.175,-32.864,0.197,
002112,三变科技,1.84,-35.935,0.19,-38.516,0.2,
600112,天成控股,5.09,-35.656,0.147,-24.497,0.155,
002069,獐子岛,6.89,-30.839,0.086,-18.428,0.093,
600318,新力金融,4.84,-29.993,0.148,-21.621,0.202,
002113,天润数娱,8.05,-29.566,0.105,-25.506,0.384,
600265,ST景谷,1.3,-29.46,0.129,85.923,0.145,
600209,*ST罗顿,4.39,-28.961,0.128,-59.569,0.46,
000806,银河生物,6.98,-28.769,0.153,-27.676,0.285,
000590,启迪古汉,2.23,-28.072,0.097,-24.792,0.194,
002297,博云新材,3.98,-27.768,0.173,-19.506,0.148,
002054,德美化工,3.12,-27.757,0.08,-1.831,0.182,
000615,京汉股份,6.46,-27.557,0.132,-30.329,0.219,
002517,恺英网络,8.74,-27.209,0.092,-64.397,0.576,
002278,神开股份,3.44,-26.855,0.155,-36.938,0.235,
000633,合金投资,3.85,-26.398,0.109,-35.672,0.292,
600198,*ST大唐,8.75,-26.278,0.157,-9.804,0.154,
002606,大连电瓷,4.04,-24.118,0.124,-39.588,0.266,
000820,神雾节能,2.88,-23.594,0.082,-76.519,0.371,
000593,大通燃气,2.8,-22.974,0.119,-13.274,0.177,
600818,中路股份,2.38,-22.841,0.072,-35.885,0.206,
600765,中航重机,7.78,-21.108,0.105,-10.811,0.144,
000502,绿景控股,1.83,-20.995,0.072,-11.344,0.14,
002684,猛狮科技,3.9,-20.9,0.107,-49.253,0.314,
002508,老板电器,9.35,-20.528,0.098,-44.239,0.227,
000034,神州数码,3.58,-19.596,0.045,-25.788,0.171,
002806,华锋股份,0.58,-19.352,0.107,17.964,0.305,
000662,天夏智慧,3.74,-19.216,0.109,-17.069,0.327,
000506,中润资源,9.29,-18.925,0.071,-54.659,0.428,
000971,高升控股,5.92,-18.792,0.086,-31.18,0.549,
002598,山东章鼓,2.7,-18.766,0.088,-4.448,0.091,
600355,精伦电子,4.92,-18.653,0.046,-28.596,0.218,
000929,兰州黄河,1.86,-18.378,0.048,-20.392,0.134,
600891,秋林集团,3.84,-18.361,0.081,1.78,0.097,
002872,天圣制药,2.11,-18.244,0.049,-52.689,0.445,
000766,通化金马,5.73,-17.937,0.072,-50.961,0.298,
002865,钧达股份,0.38,-17.6,0.05,48.707,0.133,
002596,海南瑞泽,8.63,-17.569,0.101,-37.103,0.235,
000409,*ST地矿,4.06,-17.548,0.048,-5.034,0.185,
000760,斯太尔,6.54,-16.884,0.049,-16.871,0.159,
002015,霞客环保,4.01,-16.623,0.122,-8.449,0.083,
002205,国统股份,1.16,-16.548,0.08,-7.422,0.136,
002291,星期六,3.97,-15.973,0.074,-14.105,0.128,
000638,万方发展,3.09,-15.741,0.065,-36.554,0.271,
600962,国投中鲁,2.54,-15.683,0.061,0.009,0.168,
002637,赞宇科技,2.59,-15.65,0.085,-13.913,0.093,
002374,丽鹏股份,7.35,-15.637,0.091,-20.663,0.124,
002659,凯文教育,3.11,-15.504,0.085,-29.902,0.176,
600701,*ST工新,7.76,-15.348,0.063,-70.396,0.484,
