,ts_code,symbol,name,industry,COL_LASTPRICE,COL_FITNESS
0,300013.SZ,300013,新宁物流,仓储物流,15.8,933.62
1,603718.SH,603718,海利生物,生物制药,13.8,687.4
2,300401.SZ,300401,花园生物,食品,20.26,547.79
3,002345.SZ,002345,潮宏基,服饰,4.95,519.48
4,300142.SZ,300142,沃森生物,生物制药,26.92,472.28
5,600588.SH,600588,用友网络,软件服务,26.63,444.88
6,002653.SZ,002653,海思科,化学制药,14.4,439.84
7,002888.SZ,002888,惠威科技,元器件,23.28,437.85
8,601108.SH,601108,财通证券,证券,11.34,434.13
9,600882.SH,600882,妙可蓝多,乳制品,11.36,433.27
10,002159.SZ,002159,三特索道,旅游服务,17.9,432.72
11,600593.SH,600593,大连圣亚,旅游服务,37.12,425.04
12,002875.SZ,002875,安奈儿,服饰,20.6,420.92
13,603696.SH,603696,安记食品,食品,10.61,384.02
14,002522.SZ,002522,浙江众成,塑料,7.18,378.29
15,603003.SH,603003,龙宇燃油,石油贸易,8.21,375.21
16,002759.SZ,002759,天际股份,家用电器,13.5,374.79
17,601162.SH,601162,天风证券,证券,11.54,369.97
18,600853.SH,600853,龙建股份,建筑施工,4.7,369.0
19,002205.SZ,002205,国统股份,其他建材,19.71,367.89
20,603156.SH,603156,养元饮品,软饮料,37.62,347.89
21,300482.SZ,300482,万孚生物,生物制药,38.15,342.72
22,002270.SZ,002270,华明装备,电气设备,6.0,334.96
23,600547.SH,600547,山东黄金,黄金,44.5,334.62
24,300518.SZ,300518,盛讯达,软件服务,25.23,332.84
25,601233.SH,601233,桐昆股份,化纤,14.26,327.24
26,000509.SZ,000509,华塑控股,其他建材,2.85,322.45
27,300052.SZ,300052,中青宝,互联网,10.8,316.64
28,600326.SH,600326,西藏天路,水泥,7.65,300.08
29,000663.SZ,000663,永安林业,林业,7.33,299.75
30,300467.SZ,300467,迅游科技,互联网,19.05,291.25
31,300043.SZ,300043,星辉娱乐,文教休闲,4.82,285.7
32,002140.SZ,002140,东华科技,建筑施工,9.14,284.6
33,000788.SZ,000788,北大医药,化学制药,6.74,265.99
34,600864.SH,600864,哈投股份,证券,7.89,265.67
35,300364.SZ,300364,中文在线,出版业,4.88,265.27
36,600093.SH,600093,易见股份,仓储物流,12.41,263.72
37,600150.SH,600150,中国船舶,船舶,21.0,262.62
38,002735.SZ,002735,王子新材,塑料,16.21,261.77
39,300447.SZ,300447,全信股份,电气设备,11.07,260.78
40,600621.SH,600621,华鑫股份,证券,14.3,258.16
41,603617.SH,603617,君禾股份,专用机械,17.3,257.56
42,601688.SH,601688,华泰证券,证券,22.69,256.07
43,300081.SZ,300081,恒信东方,文教休闲,12.29,239.3
44,603586.SH,603586,金麒麟,汽车配件,16.04,239.02
