,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_RANK_SCORE,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,688628.SH,688628,优利德,电器仪表,71.6,1.0,28.0,128.0,17.91,,0.0
1,688607.SH,688607,康众医疗,医疗保健,85.0,1.0,27.0,127.0,15.62,,0.0
2,688689.SH,688689,银河微电,元器件,41.25,2.0,15.0,115.0,12.05,,0.0
3,688350.SH,688350,富淼科技,化工原料,38.29,3.0,13.0,113.0,9.53,,0.0
4,003035.SZ,003035,南网能源,环境保护,4.76,3.0,13.0,113.0,36.06,,0.0
5,605005.SH,605005,合兴股份,汽车配件,17.73,2.0,12.0,112.0,7.11,,0.0
6,003036.SZ,003036,泰坦股份,纺织机械,9.97,3.0,6.0,106.0,5.38,,0.0
7,605055.SH,605055,N迎丰,纺织,7.63,2.0,5.0,105.0,6.1,,0.0
8,600576.SH,600576,祥源文化,影视音像,5.16,3.0,5.0,105.0,31.96,,0.0
9,603016.SH,603016,新宏泰,电气设备,24.96,3.0,3.0,103.0,36.98,,0.0
10,000996.SZ,000996,中国中期,汽车服务,9.89,3.0,3.0,103.0,34.12,,0.0
11,605155.SH,605155,西大门,化工原料,32.02,2.0,2.0,102.0,7.68,,0.0
12,600715.SH,600715,文投控股,影视音像,2.61,2.0,2.0,102.0,48.41,"中国民生信托有限公司-中国民生信托-至信516号证券投资集合资金信托计划
北京市文化创意产业投资基金管理有限公司-北京文创定增基金",2.0
13,002360.SZ,002360,同德化工,化工原料,8.91,2.0,2.0,102.0,26.6,,0.0
14,603166.SH,603166,福达股份,汽车配件,6.5,2.0,2.0,102.0,38.48,,0.0
15,002164.SZ,002164,宁波东力,电气设备,8.97,2.0,2.0,102.0,40.82,,0.0
16,002824.SZ,002824,和胜股份,铝,15.9,2.0,2.0,102.0,17.1,,0.0
17,603711.SH,603711,香飘飘,软饮料,21.91,2.0,2.0,102.0,89.07,"香港中央结算有限公司(陆股通)
深圳市上元资本管理有限公司-上元5号私募基金",2.0
