,ts_code,symbol,name,industry,COL_LIMIT_COUNT,COL_LAST_CHG,COL_MIN_MAX_GAP,COL_RANK_SCORE,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,300908.SZ,300908,仲景食品,食品,1.0,0.4366,20.691916707657,0.5354313066561013,17.98,,0.0
1,002702.SZ,002702,海欣食品,食品,0.0,-3.2938,11.206896551724132,0.5095344615384618,23.35,"华夏银行股份有限公司-德盛精选股票证券投资基金
中欧基金-兴业银行-中欧基金-兴赢2号灵活配置多客户资产管理计划
中国银行股份有限公司-国寿安保核心产业灵活配置混合型证券投资基金
上海盘京投资管理中心(有限合伙)-盘京天道7期私募证券投资基金",4.0
2,605179.SH,605179,一鸣食品,乳制品,1.0,-5.2941,20.76502732240437,0.48181973684210533,12.85,,0.0
3,300973.SZ,300973,C立高,食品,1.0,7.9137,16.50485436893203,0.47947711764705914,46.25,,0.0
4,603719.SH,603719,良品铺子,食品,0.0,5.1277,12.540681275764797,0.40888528200692076,124.93,"挪威中央银行-自有资金
中欧基金-农业银行-中国太平洋人寿保险-中国太平洋人寿股票主动管理型产品(个分红)委托投资
中国邮政储蓄银行有限责任公司-中欧中小盘股票型证券投资基金(LOF)
中国工商银行-宝盈泛沿海区域增长混合型证券投资基金
中信银行股份有限公司-鹏扬景沃六个月持有期混合型证券投资基金",5.0
5,300783.SZ,300783,三只松鼠,食品,1.0,15.301,40.060489414352496,0.38194740562800267,137.0,"香港中央结算有限公司(陆股通)
全国社保基金一一一组合
中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金
摩根资产管理(亚太)有限公司-摩根中国先驱A股基金
摩根资产管理(新加坡)有限公司-摩根中国A股市场机会基金",5.0
6,603886.SH,603886,元祖股份,食品,0.0,-0.1601,9.847596717467756,0.3648707500000002,47.9,"四川海之翼股权投资基金管理有限公司-海之翼一期管理基金
中国工商银行股份有限公司-汇添富文体娱乐主题混合型证券投资基金
中国建设银行股份有限公司-上银新兴价值成长混合型证券投资基金
中国银行股份有限公司-海富通阿尔法对冲混合型发起式证券投资基金
中国工商银行股份有限公司-汇添富策略回报混合型证券投资基金",5.0
7,300915.SZ,300915,海融科技,食品,0.0,-0.4569,8.616541353383456,0.3560477312390926,11.29,,0.0
8,603027.SH,603027,千禾味业,食品,0.0,4.4891,13.053750738334324,0.34389349773755634,222.74,"中国工商银行股份有限公司-汇添富蓝筹稳健灵活配置混合型证券投资基金
中国工商银行-广发聚丰混合型证券投资基金
全国社保基金四零六组合
中国建设银行股份有限公司-汇添富消费行业混合型证券投资基金
汇添富基金管理股份有限公司-社保基金四二三组合
全国社保基金一一七组合
中国工商银行-汇添富成长焦点混合型证券投资基金",7.0
9,002726.SZ,002726,龙大肉食,食品,0.0,-0.5282,15.564598168870791,0.31441865359477145,112.94,"兴业银行股份有限公司-广发稳健优选六个月持有期混合型证券投资基金
中央汇金资产管理有限责任公司
成都正骐投资管理有限公司-正骐消费三号私募证券投资基金",3.0
