,ts_code,name,industry,COL_PCT_CHG,COL_LASTPRICE,COL_DAILY_AGGRESSIVE_ACCUMULATION,COL_FLOAT_HOLDERS
0,601788.SH,光大证券,证券,9.9919,27.3,94.8,"平安大华基金-平安银行-平安银行股份有限公司
香港中央结算有限公司(陆股通)
中国长城资产管理股份有限公司
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划"
1,300464.SZ,星徽精密,机械基件,9.9953,23.33,90.05,"深圳市前海九派明家移动互联网产业基金合伙企业(有限合伙)
深圳狄道投资基金管理有限公司-狄道三号私募证券投资基金
深圳宝丰股权投资基金管理有限公司-深圳宝丰一号股权投资基金合伙企业(有限合伙)"
2,600827.SH,百联股份,超市连锁,10.0046,23.97,87.47,"全国社保基金一零三组合
中央汇金资产管理有限责任公司
中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
3,300293.SZ,蓝英装备,专用机械,10.0,27.5,75.21,"滨海天地(天津)投资管理有限公司-滨海叶盛1号契约型私募投资基金
财通基金-湖南轻盐创业投资管理有限公司-财通基金安吉83号单一资产管理计划
滨海天地(天津)投资管理有限公司-滨海道冲1号私募证券投资基金
滨海天地(天津)投资管理有限公司-滨海天玑-双威2号契约型私募投资基金"
4,600318.SH,新力金融,多元金融,10.0284,15.47,70.02,"华泰证券资管-招商银行-华泰家园3号集合资产管理计划
浙江九章资产管理有限公司-幻方星月石私募基金
青岛祝融富田投资管理有限公司-青岛祝融富田投资管理有限公司帛汇3号私募证券投资基金"
5,000796.SZ,凯撒旅业,旅游服务,9.9941,18.49,69.98,上海金辇投资管理有限公司-金辇精选2号私募证券投资基金
6,603976.SH,正川股份,医疗保健,10.0,52.36,68.7,
7,601878.SH,浙商证券,证券,10.0251,17.56,60.02,"香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金
中国建设银行股份有限公司-华宝中证全指证券公司交易型开放式指数证券投资基金"
8,300741.SZ,华宝股份,食品,9.9944,59.21,56.07,"香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金
中国银行股份有限公司-广发中证养老产业指数型发起式证券投资基金
汇添富基金管理股份有限公司-社保基金四二三组合
中国农业银行股份有限公司-国泰国证食品饮料行业指数分级证券投资基金"
9,300246.SZ,宝莱特,医疗保健,9.7469,43.8,54.85,"中国工商银行股份有限公司-金鹰稳健成长混合型证券投资基金
中央汇金资产管理有限责任公司
中信信托有限责任公司-中信价值管理型金融投资集合资金信托计划
中国对外经济贸易信托有限公司-外贸信托·锐进31期清水源证券投资集合资金信托计划"
10,603787.SH,新日股份,摩托车,9.9952,23.0,52.99,
11,603718.SH,海利生物,生物制药,10.004,27.49,52.98,
12,300657.SZ,弘信电子,元器件,10.008,27.37,51.62,"上海金融发展投资基金(有限合伙)
中国工商银行股份有限公司-华安媒体互联网混合型证券投资基金
中国银行股份有限公司-华夏中证5G通信主题交易型开放式指数证券投资基金
中国农业银行股份有限公司-华安智能生活混合型证券投资基金"
13,601519.SH,大智慧,软件服务,9.9746,13.01,50.11,
14,603429.SH,集友股份,广告包装,10.0045,49.15,49.99,
15,000698.SZ,沈阳化工,化工原料,9.9778,4.96,49.99,"领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
中央汇金资产管理有限责任公司"
16,603301.SH,振德医疗,医疗保健,9.9986,78.11,49.68,
17,600415.SH,小商品城,商品城,10.066,6.67,47.76,"中央汇金资产管理有限责任公司
博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划"
18,300740.SZ,御家汇,日用化工,10.0,20.68,47.39,"前海股权投资基金(有限合伙)
交通银行股份有限公司-工银瑞信双利债券型证券投资基金"
19,000501.SZ,鄂武商A,百货,10.0,20.57,46.53,"中国建设银行股份有限公司-交银施罗德阿尔法核心混合型证券投资基金
中央汇金资产管理有限责任公司"
20,002797.SZ,第一创业,证券,9.98,11.02,46.31,"香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金"
21,300314.SZ,戴维医疗,医疗保健,10.0,18.7,45.95,中国工商银行股份有限公司-嘉实事件驱动股票型证券投资基金
22,300299.SZ,富春股份,互联网,9.9905,11.56,45.24,
23,603650.SH,彤程新材,化工原料,10.0033,32.99,44.36,"香港中央结算有限公司(陆股通)
施罗德投资管理(香港)有限公司-施罗德环球基金系列中国A股(交易所)
施罗德投资管理有限公司-施罗德中国进取股票基金"
24,601696.SH,中银证券,证券,10.0067,32.65,43.79,"广东英蓝资产管理有限公司-英蓝精英1号私募证券投资基金
中国工商银行股份有限公司-申万菱信中证申万证券行业指数分级证券投资基金
上海申九资产管理有限公司-申九全天候2号私募证券投资基金"
25,002977.SZ,天箭科技,通信设备,9.999,110.78,43.73,"杭州斌诺资产管理有限公司-斌诺启航1号私募证券投资基金
磐厚蔚然(上海)资产管理有限公司-磐厚蔚然-禾天下2号结构化私募基金
磐厚蔚然(上海)资产管理有限公司-磐厚蔚然-钰悦3号私募投资基金
深圳瑞福资产管理有限公司-温瑞福6号私募证券投资基金
深圳瑞福资产管理有限公司-温瑞福9号私募证券投资基金"
26,300059.SZ,东方财富,证券,10.0085,25.94,43.25,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金
中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金
中国建设银行股份有限公司-华宝中证全指证券公司交易型开放式指数证券投资基金
中国建设银行股份有限公司-华安创业板50交易型开放式指数证券投资基金
杭州阿特夏木投资管理有限公司-阿特夏木精选一期私募投资基金"
