code,name,p_change_range0,p_change_range1,normalizing_std,mark,stop_mark
300389,艾比森,-5.755,8.782,0.021,-50.54041,
300010,立思辰,-1.667,8.655,0.025,-14.427885,
300260,新莱应材,-3.42,8.421,0.021,-28.799819999999997,
600460,士兰微,-5.834,7.651,0.025,-44.635934,
600019,宝钢股份,-4.461,7.508,0.028,-33.493188,
300346,南大光电,-0.988,7.39,0.028,-7.30132,
002463,沪电股份,-0.896,7.273,0.02,-6.516608,
600330,天通股份,-0.714,7.026,0.021,-5.016564,
002370,亚太药业,-1.145,6.965,0.022,-7.974925,
300327,中颖电子,-4.237,6.896,0.027,-29.218352,
601519,*ST智慧,-0.231,6.845,0.022,-1.581195,
000988,华工科技,-3.446,6.708,0.029,-23.115768000000003,
000697,炼石有色,-2.978,6.576,0.028,-19.583328,
601225,陕西煤业,-1.003,6.292,0.024,-6.3108759999999995,
000043,中航地产,-1.237,6.138,0.023,-7.592706000000001,
300257,开山股份,-1.393,5.966,0.02,-8.310638,
002492,恒基达鑫,-6.858,5.851,0.026,-40.126158,
300517,海波重科,-0.67,5.803,0.017,-3.8880100000000004,
002429,兆驰股份,-2.12,5.77,0.019,-12.2324,
600636,三爱富,-7.485,5.726,0.026,-42.85911,
002792,通宇通讯,-3.011,5.66,0.019,-17.042260000000002,
600452,涪陵电力,-6.433,5.624,0.019,-36.17919199999999,
300222,科大智能,-4.198,5.377,0.029,-22.572646000000002,
600319,亚星化学,-2.993,5.246,0.018,-15.701278,
300481,濮阳惠成,-2.467,5.239,0.026,-12.924613,
300429,强力新材,-1.087,5.079,0.026,-5.520873,
300441,鲍斯股份,-2.477,4.935,0.028,-12.223994999999999,
002298,中电鑫龙,-0.823,4.804,0.027,-3.953692,
000611,天首发展,-0.529,4.708,0.022,-2.4905320000000004,
002034,旺能环境,-3.869,4.563,0.029,-17.654247,
002094,青岛金王,-3.066,4.455,0.017,-13.65903,
300576,容大感光,-2.396,4.404,0.027,-10.551984,
601088,中国神华,-1.936,4.323,0.023,-8.369328000000001,
000633,合金投资,-0.841,4.253,0.018,-3.5767729999999998,
600604,市北高新,-6.453,4.213,0.022,-27.186489,
300512,中亚股份,-0.535,4.118,0.023,-2.2031300000000003,
300303,聚飞光电,-4.728,4.048,0.023,-19.138944,
600817,*ST宏盛,-0.333,3.992,0.027,-1.329336,
300285,国瓷材料,-2.427,3.973,0.025,-9.642471,
600031,三一重工,-1.381,3.968,0.019,-5.479808,
000058,深 赛 格,-0.149,3.884,0.023,-0.578716,
600658,电子城,-5.808,3.744,0.019,-21.745152,
002339,积成电子,-4.641,3.729,0.025,-17.306289,
600100,同方股份,-0.272,3.58,0.024,-0.9737600000000001,
002383,合众思壮,-4.953,3.371,0.023,-16.696563,
002391,长青股份,-0.065,3.342,0.023,-0.21723,
002065,东华软件,-3.455,3.341,0.022,-11.543155,
002106,莱宝高科,-6.838,3.334,0.026,-22.797892,
600048,保利地产,-3.17,3.312,0.022,-10.499039999999999,
000837,秦川机床,-3.353,3.294,0.021,-11.044782000000001,
600469,风神股份,-7.427,3.271,0.025,-24.293716999999997,
000333,美的集团,-0.094,3.218,0.025,-0.302492,
600180,瑞茂通,-1.318,3.086,0.028,-4.067348,
600577,精达股份,-4.38,3.036,0.022,-13.29768,
600677,航天通信,-3.663,3.012,0.029,-11.032955999999999,
600348,阳泉煤业,-0.718,2.958,0.017,-2.123844,
000001,平安银行,-4.724,2.881,0.027,-13.609843999999999,
600879,航天电子,-1.944,2.876,0.023,-5.5909439999999995,
000550,江铃汽车,-3.588,2.751,0.021,-9.870588,
600888,新疆众和,-2.261,2.667,0.025,-6.030087,
300034,钢研高纳,-2.142,2.65,0.02,-5.6762999999999995,
002270,华明装备,-6.765,2.6,0.029,-17.589,
300681,英搏尔,-0.19,2.552,0.021,-0.48488000000000003,
002282,博深工具,-2.383,2.514,0.019,-5.990862,
600249,两面针,-3.14,2.459,0.02,-7.721260000000001,
000895,双汇发展,-1.941,2.418,0.022,-4.693338000000001,
000869,张 裕Ａ,-1.462,2.412,0.023,-3.526344,
000983,西山煤电,-1.034,2.399,0.014,-2.480566,
600868,梅雁吉祥,-2.336,2.397,0.018,-5.599391999999999,
002174,游族网络,-1.803,2.369,0.022,-4.271307,
300102,乾照光电,-4.879,2.333,0.027,-11.382707,
600587,新华医疗,-0.652,2.323,0.017,-1.514596,
002698,博实股份,-3.194,2.265,0.029,-7.2344100000000005,
600525,长园集团,-4.146,2.161,0.023,-8.959506,
002405,四维图新,-3.786,2.091,0.026,-7.916526000000001,
000821,京山轻机,-1.545,2.069,0.021,-3.196605,
002763,汇洁股份,-0.723,2.05,0.013,-1.4821499999999999,
000809,*ST新城,-1.977,2.016,0.017,-3.9856320000000003,
600211,西藏药业,-1.0,1.964,0.027,-1.964,
600575,皖江物流,-0.54,1.902,0.005,-1.02708,
601699,潞安环能,-1.568,1.888,0.019,-2.960384,
600738,兰州民百,-1.038,1.863,0.015,-1.933794,
600606,绿地控股,-0.001,1.836,0.01,-0.0018360000000000002,
600826,兰生股份,-0.281,1.819,0.018,-0.511139,
601005,重庆钢铁,-1.81,1.814,0.016,-3.2833400000000004,
002627,宜昌交运,-1.093,1.811,0.023,-1.979423,
600383,金地集团,-0.27,1.8,0.013,-0.48600000000000004,
600105,永鼎股份,-4.504,1.794,0.022,-8.080176,
002719,麦趣尔,-7.081,1.787,0.025,-12.653747000000001,
002171,楚江新材,-2.988,1.734,0.022,-5.181192,
300322,硕贝德,-1.03,1.71,0.028,-1.7613,
300079,数码科技,-1.921,1.706,0.024,-3.277226,
300125,易世达,-0.081,1.689,0.006,-0.13680900000000001,
002194,*ST凡谷,-9.807,1.671,0.029,-16.387497,
002438,江苏神通,-1.872,1.618,0.023,-3.0288960000000005,
300637,扬帆新材,-0.565,1.601,0.017,-0.904565,
600893,航发动力,-4.521,1.572,0.027,-7.107012,
601098,中南传媒,-2.632,1.553,0.014,-4.087496,
002285,世联行,-6.128,1.529,0.029,-9.369712,
300087,荃银高科,-1.171,1.461,0.008,-1.7108310000000002,
600667,太极实业,-2.821,1.405,0.023,-3.9635050000000005,
000688,建新矿业,-0.387,1.393,0.019,-0.539091,
002613,北玻股份,-0.281,1.392,0.026,-0.391152,
600478,科力远,-3.784,1.391,0.025,-5.263544,
002388,新亚制程,-4.441,1.374,0.018,-6.101934,
600660,福耀玻璃,-2.399,1.338,0.017,-3.209862,
002547,春兴精工,-1.039,1.278,0.009,-1.327842,
600872,中炬高新,-2.603,1.267,0.021,-3.298001,
002700,新疆浩源,-2.948,1.228,0.023,-3.620144,
600070,浙江富润,-0.639,1.168,0.013,-0.746352,
300596,利安隆,-0.141,1.166,0.029,-0.16440599999999997,
002577,雷柏科技,-5.304,1.113,0.028,-5.903352,
