code,name,p_change_01,p_change_02,past_average_turnover,normalizing_std,next_day_to_ma5,close_to_ma5,stop_mark
002321,华英农业,5.967,-40.296,7.593,0.017,7.642,,
600179,安通控股,3.494,-40.185,2.597,0.014,16.21,★,
000932,华菱钢铁,2.377,-31.333,1.623,0.019,7.568,,
600150,中国船舶,18.083,-30.944,3.233,0.057,19.835,,
002769,普路通,6.969,-20.491,8.343,0.029,18.485,★,
600782,新钢股份,1.796,-20.296,1.843,0.02,5.84,,
600282,南钢股份,2.66,-19.996,1.44,0.011,4.342,,
600685,中船防务,4.449,-19.418,2.383,0.024,22.673,★,
002645,华宏科技,1.151,-19.304,1.507,0.014,20.658,,
002663,普邦股份,0.706,-19.095,0.827,0.01,4.382,,
002213,特 尔 佳,2.843,-18.4,4.123,0.073,14.502,,
000528,柳 工,11.424,-18.113,2.68,0.022,8.952,,
000816,智慧农业,4.057,-17.661,5.59,0.015,3.49,,
000410,沈阳机床,8.134,-17.421,4.023,0.021,11.07,,
000732,泰禾集团,0.508,-17.297,1.97,0.03,27.015,,
600577,精达股份,1.169,-16.967,1.747,0.017,4.278,,
601360,三六零,3.331,-16.632,4.73,0.02,41.175,★,
000983,西山煤电,1.44,-16.575,0.677,0.01,7.792,,
600247,ST成城,10.555,-16.431,0.793,0.023,7.665,,
000830,鲁西化工,4.33,-16.38,4.16,0.019,17.348,,
600117,西宁特钢,4.201,-15.943,1.597,0.026,4.89,,
601111,中国国航,5.142,-15.525,0.51,0.018,11.738,,
601336,新华保险,0.938,-15.367,0.82,0.014,45.522,★,
600048,保利地产,4.654,-15.356,0.94,0.008,13.582,★,
600810,神马股份,4.384,-15.14,2.29,0.01,8.828,★,
600340,华夏幸福,0.86,-15.125,0.763,0.016,32.553,,
600338,西藏珠峰,1.074,-15.086,1.967,0.011,31.897,★,
002635,安洁科技,0.796,-15.051,4.383,0.019,20.702,,
601636,旗滨集团,1.971,-15.025,2.24,0.014,5.745,,
000671,阳 光 城,5.486,-14.947,0.827,0.009,7.725,★,
002862,实丰文化,2.644,-14.75,4.607,0.006,26.482,★,
000023,深天地Ａ,0.875,-14.717,1.537,0.032,17.868,,
600793,宜宾纸业,3.758,-14.712,0.763,0.017,20.18,,
300159,新研股份,2.044,-14.596,2.713,0.016,10.152,,
600295,鄂尔多斯,1.68,-14.494,0.967,0.01,10.972,,
600671,天目药业,4.541,-14.382,2.783,0.021,19.2,,
000007,全新好,0.273,-14.336,0.94,0.009,14.345,★,
601699,潞安环能,3.402,-14.314,1.437,0.016,10.472,,
300626,华瑞股份,0.514,-14.202,1.64,0.013,23.35,,
002160,常铝股份,1.554,-14.036,1.133,0.007,5.865,★,
600352,浙江龙盛,2.479,-13.97,1.063,0.007,11.162,★,
002073,软控股份,3.313,-13.793,1.313,0.019,7.65,,
000898,鞍钢股份,0.51,-13.651,0.493,0.01,5.925,★,
600740,山西焦化,1.145,-13.524,5.137,0.023,10.81,,
000525,红 太 阳,3.075,-13.477,0.977,0.007,21.987,★,
002146,荣盛发展,1.989,-13.462,0.963,0.017,9.898,,
300502,新易盛,7.434,-13.448,4.647,0.034,24.488,,
600029,南方航空,5.259,-13.383,1.097,0.012,10.327,,
601001,大同煤业,0.971,-13.352,0.587,0.004,5.292,★,
000822,山东海化,2.575,-13.269,1.423,0.011,7.547,★,
601155,新城控股,5.709,-13.145,1.817,0.007,35.16,★,
600741,华域汽车,2.592,-13.119,0.433,0.008,23.978,★,
000836,鑫茂科技,0.656,-13.109,1.473,0.011,4.73,,
600507,XD方大特,0.565,-13.087,3.12,0.069,15.8,,
600188,兖州煤业,2.507,-13.022,0.877,0.017,13.46,,
002102,冠福股份,1.787,-13.01,1.167,0.008,4.565,★,
600887,伊利股份,10.714,-13.003,1.217,0.023,28.692,,
002430,杭氧股份,10.933,-12.937,1.653,0.041,14.14,,
002330,得利斯,2.212,-12.883,0.84,0.006,6.86,★,
600690,青岛海尔,2.807,-12.777,0.713,0.013,17.468,,
000517,荣安地产,2.529,-12.774,1.167,0.025,4.148,,
601009,南京银行,2.641,-12.678,0.473,0.01,8.108,★,
600603,广汇物流,2.493,-12.662,1.433,0.003,6.988,★,
002698,博实股份,4.174,-12.643,0.937,0.017,10.933,,
002035,华帝股份,6.934,-12.643,1.18,0.022,26.678,,
300644,南京聚隆,9.074,-12.607,28.717,0.01,47.55,★,
000933,神火股份,0.422,-12.54,2.283,0.011,7.482,,
600872,中炬高新,12.594,-12.444,1.25,0.035,24.6,,
002045,国光电器,7.137,-12.281,4.063,0.037,12.66,,
000823,超声电子,3.26,-12.146,3.753,0.028,9.785,,
002153,石基信息,3.439,-12.139,3.103,0.036,27.218,,
600486,扬农化工,11.551,-12.025,0.77,0.023,48.997,,
000651,格力电器,2.838,-12.016,0.763,0.01,46.448,★,
000425,徐工机械,1.827,-11.98,0.993,0.008,3.925,★,
000050,深天马Ａ,2.857,-11.977,1.263,0.014,15.94,,
600426,华鲁恒升,8.299,-11.942,1.467,0.014,16.245,★,
000960,锡业股份,0.542,-11.862,1.507,0.013,13.378,,
601678,滨化股份,0.118,-11.767,1.427,0.018,8.9,,
600333,长春燃气,3.858,-11.72,1.867,0.02,5.652,★,
002032,苏 泊 尔,10.336,-11.657,0.777,0.055,42.18,,
000858,五 粮 液,7.959,-11.648,1.077,0.019,67.452,,
000968,蓝焰控股,2.795,-11.646,0.743,0.009,12.698,,
